measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2014-01-01,2002.682,24450.0,34867.0
2014-02-01,2267.789,27687.0,39481.0
2014-03-01,2408.903,29410.0,41937.0
2014-04-01,1993.323,24336.0,34702.0
2014-05-01,2147.491,26218.0,37386.0
2014-06-01,2823.746,34475.0,49159.0
2014-07-01,3309.144,40401.0,57610.0
2014-08-01,3029.502,36987.0,52741.0
2014-09-01,2823.8,34475.0,49160.0
2014-10-01,2379.355,29049.0,41422.0
2014-11-01,2240.917,27359.0,39012.0
2014-12-01,2439.348,29782.0,42467.0
2015-01-01,2353.088,28729.0,40286.0
2015-02-01,1967.953,24026.0,33692.0
2015-03-01,2702.008,32988.0,46259.0
2015-04-01,1965.117,23992.0,33644.0
2015-05-01,2685.286,32784.0,45973.0
2015-06-01,2649.994,32353.0,45368.0
2015-07-01,3508.534,42835.0,60068.0
2015-08-01,3532.817,43132.0,60483.0
2015-09-01,3196.035,39020.0,54717.0
2015-10-01,2660.108,32477.0,45541.0
2015-11-01,2162.239,26398.0,37018.0
2015-12-01,2087.821,25490.0,35744.0
2016-01-01,2151.11,12915.0,35845.0
2016-02-01,2041.229,12255.0,34015.0
2016-03-01,2233.4,13409.0,37217.0
2016-04-01,2351.5,14118.0,39185.0
2016-05-01,2657.939,15958.0,44292.0
2016-06-01,3017.246,18115.0,50279.0
2016-07-01,3914.353,23501.0,65229.0
2016-08-01,4225.34,25368.0,70411.0
2016-09-01,3059.888,18371.0,50990.0
2016-10-01,2232.376,13403.0,37201.0
2016-11-01,2034.201,12213.0,33898.0
2016-12-01,2365.418,14201.0,39417.0
2017-01-01,2582.243,15484.0,41108.0
2017-02-01,2242.486,13447.0,35698.0
2017-03-01,2446.496,14670.0,38945.0
2017-04-01,2122.312,12726.0,33785.0
2017-05-01,2297.624,13777.0,36575.0
2017-06-01,2874.934,17239.0,45766.0
2017-07-01,3658.926,21940.0,58247.0
2017-08-01,3461.888,20758.0,55109.0
2017-09-01,2867.566,17195.0,45649.0
2017-10-01,2296.073,13768.0,36551.0
2017-11-01,2078.889,12466.0,33094.0
2017-12-01,2505.563,15024.0,39886.0
2018-01-01,2192.242,13154.0,34614.0
2018-02-01,1907.495,11445.0,30119.0
2018-03-01,2120.314,12722.0,33480.0
2018-04-01,2192.386,13155.0,34617.0
2018-05-01,2433.88,14604.0,38430.0
2018-06-01,2827.754,16967.0,44650.0
2018-07-01,4010.516,24064.0,63325.0
2018-08-01,4183.695,25103.0,66060.0
2018-09-01,3123.094,18739.0,49313.0
2018-10-01,2601.562,15610.0,41079.0
2018-11-01,2240.85,13446.0,35382.0
2018-12-01,2220.212,13322.0,35057.0
2019-01-01,2184.754,12997.0,37479.0
2019-02-01,2088.447,12424.0,35828.0
2019-03-01,1944.24,11566.0,33353.0
2019-04-01,1710.783,10177.0,29348.0
2019-05-01,1658.488,9866.0,28452.0
2019-06-01,2209.376,13143.0,37902.0
2019-07-01,3759.952,22367.0,64502.0
2019-08-01,3286.982,19554.0,56388.0
2019-09-01,2348.198,13969.0,40283.0
2019-10-01,1979.986,11779.0,33967.0
2019-11-01,2090.601,12437.0,35865.0
2019-12-01,2332.193,13874.0,40009.0
2020-01-01,2366.801,14078.0,39794.0
2020-02-01,2223.734,13227.0,37388.0
2020-03-01,2176.939,12949.0,36601.0
2020-04-01,1553.366,9240.0,26117.0
2020-05-01,1815.096,10796.0,30518.0
2020-06-01,2887.379,17175.0,48546.0
2020-07-01,4157.542,24730.0,69901.0
2020-08-01,3703.229,22027.0,62262.0
2020-09-01,2905.866,17285.0,48857.0
2020-10-01,2176.205,12944.0,36589.0
2020-11-01,2243.338,13344.0,37718.0
2020-12-01,2286.505,13601.0,38444.0
2021-01-01,2592.516,15293.0,44011.0
2021-02-01,2178.828,12853.0,36987.0
2021-03-01,2148.189,12672.0,36467.0
2021-04-01,1827.078,10778.0,31016.0
2021-05-01,2310.685,13630.0,39225.0
2021-06-01,3283.606,19369.0,55743.0
2021-07-01,3653.403,21551.0,62019.0
2021-08-01,3975.077,23448.0,67480.0
2021-09-01,2703.441,15947.0,45894.0
2021-10-01,2674.771,15778.0,45407.0
2021-11-01,2695.013,15897.0,45751.0
2021-12-01,2670.393,15752.0,45332.0
2022-01-01,2224.495,13205.0,39281.0
2022-02-01,2044.547,12136.0,36103.0
2022-03-01,2239.237,13292.0,39541.0
2022-04-01,2451.744,14553.0,43293.0
2022-05-01,2874.933,17065.0,50766.0
2022-06-01,3012.253,17881.0,53191.0
2022-07-01,4065.879,24135.0,71797.0
2022-08-01,4050.038,24041.0,71517.0
2022-09-01,2747.646,16310.0,48519.0
2022-10-01,2583.228,15334.0,45615.0
2022-11-01,2388.463,14178.0,42176.0
2022-12-01,2549.537,15134.0,45020.0
2023-01-01,2414.528,14353.0,42279.0
2023-02-01,2176.605,12939.0,38114.0
2023-03-01,2112.318,12557.0,36988.0
2023-04-01,1866.263,11094.0,32680.0
2023-05-01,2109.459,12540.0,36938.0
2023-06-01,2806.163,16681.0,49138.0
2023-07-01,4082.71,24270.0,71491.0
2023-08-01,3211.98,19094.0,56244.0
2023-09-01,2897.593,17225.0,50739.0
2023-10-01,2272.353,13508.0,39791.0
2023-11-01,2728.463,16219.0,47777.0
2023-12-01,2611.565,15525.0,45731.0
2024-01-01,2383.402,14276.0,43649.0
2024-02-01,2162.95,12955.0,39611.0
2024-03-01,2078.274,12448.0,38061.0
2024-04-01,1787.042,10704.0,32727.0
2024-05-01,2113.891,12661.0,38713.0
2024-06-01,2623.331,15713.0,48043.0
2024-07-01,3352.122,20078.0,61390.0
2024-08-01,2982.922,17867.0,54629.0
2024-09-01,2460.764,14739.0,45066.0
2024-10-01,2093.189,38334.0,38334.0
2024-11-01,2188.804,40085.0,40085.0
2024-12-01,2574.309,47145.0,47145.0
