measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2022-01-01,9.295,70.0,70.0
2022-02-01,12.327,105.0,105.0
2022-03-01,8.63,70.0,70.0
2022-04-01,10.966,93.0,93.0
2022-05-01,3.96,35.0,35.0
2022-06-01,8.996,76.0,76.0
2022-07-01,4.765,41.0,41.0
2022-08-01,5.688,47.0,47.0
2022-09-01,4.451,35.0,35.0
2022-10-01,16.204,134.0,134.0
2022-11-01,7.743,64.0,64.0
2022-12-01,8.975,76.0,76.0
2023-01-01,5.611,35.0,35.0
2023-02-01,5.01,41.0,41.0
2023-03-01,2.83,23.0,23.0
2023-04-01,4.117,35.0,35.0
2023-05-01,8.106,64.0,64.0
2023-06-01,9.752,82.0,82.0
2023-07-01,14.907,123.0,123.0
2023-08-01,5.374,47.0,47.0
2023-09-01,3.304,29.0,29.0
2023-10-01,6.6,53.0,53.0
2023-11-01,4.69,41.0,41.0
2023-12-01,4.699,41.0,41.0
2024-01-01,29.794,274.0,274.0
2024-02-01,25.693,239.0,239.0
2024-03-01,20.646,193.0,193.0
2024-04-01,22.818,210.0,210.0
2024-05-01,27.325,257.0,257.0
2024-06-01,29.656,274.0,274.0
2024-07-01,22.647,210.0,210.0
2024-08-01,20.325,187.0,187.0
2024-09-01,29.317,274.0,274.0
2024-10-01,24.197,228.0,228.0
2024-11-01,33.038,309.0,309.0
2024-12-01,23.544,216.0,216.0
