measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2014-04-01,7991.0,99178.0,99178.0,1095.0,0.0,0.0,8393.287,97504.0,105993.0
2014-05-01,9850.0,116872.0,116872.0,1660.0,0.0,0.0,7745.925,89984.0,97818.0
2014-06-01,9357.0,113150.0,113150.0,1666.0,0.0,0.0,8635.729,100320.0,109054.0
2014-07-01,9477.0,114117.0,114117.0,1853.0,0.0,0.0,10790.987,125358.0,136272.0
2014-08-01,9323.0,112501.0,112501.0,1771.0,0.0,0.0,10272.407,119334.0,129722.0
2014-09-01,9143.0,110412.0,110412.0,1786.0,0.0,0.0,7765.821,90215.0,98068.0
2014-10-01,7437.0,92042.0,92042.0,1136.0,0.0,0.0,6793.485,78919.0,85789.0
2014-11-01,10159.0,119634.0,119634.0,857.0,0.0,0.0,8225.745,95558.0,103877.0
2014-12-01,11125.0,128117.0,128117.0,967.0,0.0,0.0,9596.002,111476.0,121181.0
2015-01-01,11096.0,128224.0,128224.0,749.0,0.0,0.0,10167.522,117613.0,121058.0
2015-02-01,9726.0,111936.0,111936.0,623.0,0.0,0.0,7116.656,82322.0,84735.0
2015-03-01,10690.0,124179.0,124179.0,759.0,0.0,0.0,7992.77,92456.0,95166.0
2015-04-01,9074.0,105491.0,105491.0,989.0,0.0,0.0,8491.338,98224.0,101102.0
2015-05-01,9458.0,109317.0,109317.0,1243.0,0.0,0.0,8096.142,93652.0,96397.0
2015-06-01,7406.0,88225.0,88225.0,663.0,0.0,0.0,8729.929,100983.0,103943.0
2015-07-01,9140.0,109309.0,109309.0,1257.0,0.0,0.0,10482.378,121255.0,124808.0
2015-08-01,9107.0,109911.0,109911.0,1275.0,0.0,0.0,11250.826,130144.0,133958.0
2015-09-01,8914.0,106541.0,106541.0,1238.0,0.0,0.0,9810.73,113486.0,116812.0
2015-10-01,5312.0,64407.0,67701.0,259.0,0.0,0.0,9777.663,113103.0,116417.0
2015-11-01,8012.0,96377.0,100019.0,347.0,0.0,0.0,9385.466,108566.0,111748.0
2015-12-01,10102.0,117543.0,117543.0,1041.0,0.0,0.0,10695.58,123721.0,127347.0
2016-01-01,10264.0,53823.0,118455.0,756.0,0.0,0.0,9701.177,47384.0,112089.0
2016-02-01,9737.0,50874.0,112615.0,727.0,258.0,258.0,8890.418,43424.0,102722.0
2016-03-01,10260.0,55544.0,117891.0,1088.0,0.0,0.0,8159.238,39853.0,94273.0
2016-04-01,8691.0,45496.0,101485.0,617.0,28.0,28.0,10368.697,50644.0,119802.0
2016-05-01,9463.0,53348.0,111789.0,1363.0,0.0,0.0,9317.868,45512.0,107660.0
2016-06-01,8827.0,49647.0,105271.0,1249.0,0.0,0.0,8388.983,40975.0,96928.0
2016-07-01,9035.0,51363.0,109702.0,1370.0,0.0,0.0,10183.787,49741.0,117665.0
2016-08-01,9003.0,50675.0,110303.0,1273.0,0.0,0.0,10929.042,53381.0,126276.0
2016-09-01,8883.0,50483.0,106727.0,1357.0,0.0,0.0,8996.171,43941.0,103943.0
2016-10-01,8391.0,46302.0,97053.0,1039.0,0.0,0.0,8842.543,43190.0,102168.0
2016-11-01,10142.0,54152.0,116156.0,938.0,7.0,7.0,9020.809,44061.0,104228.0
2016-12-01,10557.0,55385.0,121692.0,806.0,140.0,140.0,8662.267,42310.0,100086.0
2017-01-01,10271.0,53512.0,119725.0,745.0,283.0,283.0,11158.715,53809.0,130467.0
2017-02-01,6607.0,32275.0,85908.0,0.0,0.0,119.0,8927.022,43047.0,104374.0
2017-03-01,9927.0,48417.0,115824.0,0.0,0.0,61.0,8446.164,40729.0,98751.0
2017-04-01,7969.0,38969.0,93251.0,0.0,0.0,70.0,7674.4,37007.0,89728.0
2017-05-01,9729.0,52026.0,113306.0,900.0,0.0,0.0,6935.534,33444.0,81089.0
2017-06-01,9320.0,52348.0,109122.0,1320.0,0.0,0.0,8129.108,39200.0,95045.0
2017-07-01,9313.0,52646.0,111057.0,1365.0,0.0,0.0,11087.265,53464.0,129631.0
2017-08-01,9343.0,52244.0,111439.0,1273.0,17.0,17.0,11056.276,53315.0,129269.0
2017-09-01,8922.0,49513.0,106423.0,1155.0,28.0,28.0,8178.337,39437.0,95620.0
2017-10-01,7540.0,41876.0,91428.0,965.0,10.0,10.0,9711.797,46832.0,113549.0
2017-11-01,10069.0,53305.0,116860.0,833.0,14.0,14.0,10889.898,52513.0,127324.0
2017-12-01,10255.0,53243.0,119893.0,649.0,17.0,17.0,10998.484,53036.0,128593.0
2018-01-01,10421.0,53662.0,120915.0,574.0,17.0,17.0,7290.37,35675.0,87041.0
2018-02-01,9718.0,51872.0,113213.0,893.0,0.0,0.0,7148.938,34983.0,85353.0
2018-03-01,10910.0,58105.0,127170.0,975.0,0.0,0.0,8457.391,41386.0,100974.0
2018-04-01,9132.0,48397.0,106516.0,761.0,0.0,0.0,7149.484,34986.0,85359.0
2018-05-01,9805.0,53589.0,114812.0,1149.0,234.0,234.0,6705.395,32813.0,80057.0
2018-06-01,9505.0,51286.0,112553.0,940.0,0.0,0.0,9109.648,44578.0,108762.0
2018-07-01,9385.0,52363.0,114646.0,1234.0,0.0,0.0,10969.653,53680.0,130969.0
2018-08-01,9242.0,51285.0,113278.0,1157.0,0.0,0.0,11469.128,56124.0,136931.0
2018-09-01,9131.0,50988.0,110890.0,1214.0,0.0,0.0,9510.173,46538.0,113543.0
2018-10-01,8887.0,48271.0,104053.0,899.0,21.0,21.0,9491.844,46448.0,113325.0
2018-11-01,10457.0,55444.0,121113.0,845.0,13.0,13.0,10045.902,49159.0,119940.0
2018-12-01,10784.0,56357.0,125804.0,744.0,99.0,99.0,10486.074,51313.0,125195.0
2019-01-01,10932.0,56573.0,126742.0,660.0,109.0,109.0,8592.305,42077.0,101825.0
2019-02-01,9882.0,51838.0,114972.0,754.0,174.0,174.0,7678.097,37600.0,90989.0
2019-03-01,10768.0,56946.0,125647.0,878.0,59.0,59.0,7744.765,37927.0,91780.0
2019-04-01,8807.0,46872.0,101517.0,767.0,7.0,7.0,8462.64,41442.0,100287.0
2019-05-01,10302.0,56227.0,119435.0,1139.0,18.0,18.0,8066.394,39502.0,95591.0
2019-06-01,9053.0,50161.0,107080.0,1128.0,0.0,0.0,8821.609,43200.0,104541.0
2019-07-01,9123.0,50094.0,112690.0,1040.0,0.0,0.0,11824.885,57908.0,140131.0
2019-08-01,9426.0,53218.0,114894.0,1346.0,0.0,0.0,10810.907,52942.0,128115.0
2019-09-01,9467.0,53275.0,112377.0,1336.0,0.0,0.0,8705.997,42634.0,103171.0
2019-10-01,7222.0,40463.0,85324.0,954.0,0.0,0.0,7226.065,35387.0,85633.0
2019-11-01,10450.0,54772.0,120619.0,737.0,66.0,66.0,9098.609,44557.0,107824.0
2019-12-01,10794.0,56434.0,125010.0,736.0,42.0,42.0,11308.727,55380.0,134015.0
2020-01-01,10551.0,54572.0,122159.0,613.0,77.0,77.0,9905.387,48631.0,116074.0
2020-02-01,9591.0,51038.0,111670.0,832.0,65.0,65.0,9281.931,45570.0,108769.0
2020-03-01,10094.0,54994.0,118145.0,1109.0,25.0,25.0,8412.096,41300.0,98577.0
2020-04-01,8260.0,44604.0,97231.0,826.0,21.0,21.0,8611.943,42281.0,100918.0
2020-05-01,9376.0,52352.0,110948.0,1224.0,0.0,0.0,7635.353,37486.0,89474.0
2020-06-01,8611.0,48859.0,104978.0,1253.0,0.0,0.0,10208.127,50117.0,119622.0
2020-07-01,8531.0,48801.0,106453.0,1305.0,0.0,0.0,12271.017,60245.0,143797.0
2020-08-01,7703.0,44067.0,99311.0,1170.0,0.0,0.0,10932.858,53676.0,128115.0
2020-09-01,7541.0,42808.0,96037.0,1101.0,0.0,0.0,9636.891,47313.0,112929.0
2020-10-01,6214.0,33543.0,74686.0,575.0,0.0,0.0,7866.369,38620.0,92181.0
2020-11-01,9963.0,54892.0,115975.0,1189.0,13.0,13.0,8794.327,43176.0,103056.0
2020-12-01,10457.0,55641.0,121923.0,869.0,32.0,32.0,9920.701,48706.0,116254.0
2021-01-01,10959.0,58069.0,128373.0,929.0,40.0,40.0,9200.059,45199.0,107944.0
2021-02-01,9850.0,51173.0,115895.0,630.0,64.0,64.0,8476.155,41643.0,99449.0
2021-03-01,10517.0,57475.0,124462.0,1229.0,25.0,25.0,9460.55,46479.0,110998.0
2021-04-01,8133.0,40749.0,96777.0,142.0,8.0,8.0,7260.817,35672.0,85189.0
2021-05-01,8678.0,45971.0,107490.0,665.0,0.0,0.0,8116.032,39873.0,95224.0
2021-06-01,6828.0,39853.0,85649.0,1256.0,0.0,0.0,10428.951,51237.0,122361.0
2021-07-01,9417.0,54789.0,115121.0,1719.0,0.0,0.0,10622.64,52188.0,124633.0
2021-08-01,9251.0,52694.0,114325.0,1446.0,0.0,0.0,11424.589,56128.0,134042.0
2021-09-01,9275.0,52963.0,112644.0,1489.0,0.0,0.0,9612.657,47226.0,112783.0
2021-10-01,8356.0,47096.0,100710.0,1192.0,4.0,4.0,8285.488,40706.0,97212.0
2021-11-01,10081.0,54969.0,119724.0,1116.0,12.0,12.0,11399.735,56006.0,133751.0
2021-12-01,10822.0,59301.0,127721.0,1258.0,0.0,0.0,9836.327,48325.0,115407.0
2022-01-01,10885.0,58085.0,128469.0,981.0,96.0,96.0,8540.19,41966.0,101517.0
2022-02-01,9683.0,52077.0,114900.0,964.0,107.0,107.0,6906.657,33939.0,82100.0
2022-03-01,9926.0,49323.0,119139.0,78.0,6.0,6.0,8857.095,43523.0,105285.0
2022-04-01,8797.0,48157.0,104595.0,1012.0,0.0,0.0,7008.921,34441.0,83316.0
2022-05-01,9969.0,56789.0,119135.0,1582.0,0.0,0.0,7393.671,36332.0,87889.0
2022-06-01,9340.0,52914.0,112808.0,1421.0,0.0,0.0,9549.543,46925.0,113516.0
2022-07-01,9126.0,52016.0,114012.0,1442.0,0.0,0.0,11332.763,55688.0,134714.0
2022-08-01,9121.0,51584.0,113994.0,1356.0,0.0,0.0,11484.988,56436.0,136524.0
2022-09-01,9282.0,51622.0,112727.0,1215.0,0.0,0.0,10154.969,49900.0,120713.0
2022-10-01,9127.0,50921.0,107073.0,1191.0,4.0,4.0,8111.138,39857.0,96418.0
2022-11-01,10213.0,54966.0,117028.0,997.0,1.0,1.0,8935.315,43907.0,106215.0
2022-12-01,10246.0,54604.0,120722.0,906.0,3.0,3.0,7468.75,36701.0,88782.0
2023-01-01,10682.0,57900.0,123794.0,1149.0,3.0,3.0,8111.32,39822.0,95476.0
2023-02-01,10077.0,54010.0,117687.0,964.0,0.0,0.0,6956.194,34151.0,81881.0
2023-03-01,10742.0,58605.0,124290.0,1235.0,0.0,0.0,8775.42,43082.0,103294.0
2023-04-01,3238.0,18348.0,37300.0,480.0,0.0,0.0,8277.019,40635.0,97428.0
2023-05-01,8834.0,49814.0,100586.0,1307.0,1.0,1.0,6550.776,32160.0,77108.0
2023-06-01,5564.0,31506.0,65544.0,815.0,0.0,0.0,9819.897,48210.0,115589.0
2023-07-01,6922.0,39795.0,85456.0,1151.0,0.0,0.0,9920.264,48702.0,116770.0
2023-08-01,9099.0,53035.0,112029.0,1552.0,0.0,0.0,8957.657,43977.0,105439.0
2023-09-01,9225.0,52391.0,111317.0,1416.0,0.0,0.0,8478.88,41626.0,99804.0
2023-10-01,8182.0,45366.0,95910.0,1061.0,0.0,0.0,7312.378,35899.0,86073.0
2023-11-01,10303.0,55796.0,119303.0,1119.0,2.0,2.0,8682.192,42624.0,102196.0
2023-12-01,10805.0,58854.0,125830.0,1247.0,1.0,1.0,8394.003,41209.0,98805.0
2024-01-01,10908.0,56080.0,127023.0,526.0,12.0,12.0,8114.118,39787.0,96790.0
2024-02-01,10169.0,52396.0,118951.0,506.0,10.0,10.0,7053.205,34585.0,84136.0
2024-03-01,10456.0,56418.0,122879.0,1090.0,0.0,0.0,8107.479,39754.0,96713.0
2024-04-01,6686.0,37916.0,93210.0,1048.0,0.0,0.0,6150.791,30160.0,73372.0
2024-05-01,9960.0,57023.0,119526.0,1684.0,0.0,0.0,6593.496,32331.0,78653.0
2024-06-01,9270.0,53587.0,113510.0,1657.0,0.0,0.0,8523.893,41796.0,101680.0
2024-07-01,8215.0,46788.0,106629.0,1304.0,0.0,0.0,10135.236,49697.0,120901.0
2024-08-01,7883.0,45115.0,104409.0,1293.0,0.0,0.0,9942.988,48755.0,118608.0
2024-09-01,7048.0,40867.0,96209.0,1261.0,0.0,0.0,9033.255,44294.0,107756.0
2024-10-01,4845.0,28939.0,60773.0,712.0,0.0,0.0,8406.428,41220.0,100278.0
2024-11-01,9959.0,54136.0,117167.0,1105.0,0.0,0.0,9097.392,44608.0,108520.0
2024-12-01,10120.0,54418.0,119560.0,1013.0,1.0,1.0,9109.719,44669.0,108668.0
