measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2014-01-01,917.767,9251.0,9251.0
2014-02-01,1166.984,11763.0,11763.0
2014-03-01,593.404,5981.0,5981.0
2014-04-01,410.103,4134.0,4134.0
2014-05-01,165.455,1668.0,1668.0
2014-06-01,570.367,5749.0,5749.0
2014-07-01,1035.456,10437.0,10437.0
2014-08-01,799.29,8056.0,8056.0
2014-09-01,874.569,8815.0,8815.0
2014-10-01,287.578,2898.0,2898.0
2014-11-01,53.495,539.0,539.0
2014-12-01,45.532,459.0,459.0
2015-01-01,83.048,765.0,765.0
2015-02-01,391.322,3606.0,3606.0
2015-03-01,549.029,5059.0,5059.0
2015-04-01,431.58,3977.0,3977.0
2015-05-01,527.666,4862.0,4862.0
2015-06-01,318.616,2936.0,2936.0
2015-07-01,991.819,9140.0,9140.0
2015-08-01,592.852,5463.0,5463.0
2015-09-01,524.999,4838.0,4838.0
2015-10-01,591.988,5455.0,5455.0
2015-11-01,1221.319,11254.0,11254.0
2015-12-01,1336.762,12318.0,12318.0
2016-01-01,583.01,5244.0,5244.0
2016-02-01,510.625,4594.0,4594.0
2016-03-01,443.113,3986.0,3986.0
2016-04-01,827.53,7444.0,7444.0
2016-05-01,685.538,6167.0,6167.0
2016-06-01,645.05,5803.0,5803.0
2016-07-01,385.935,3472.0,3472.0
2016-08-01,458.314,4123.0,4123.0
2016-09-01,429.927,3868.0,3868.0
2016-10-01,57.311,515.0,515.0
2016-11-01,1093.176,9834.0,9834.0
2016-12-01,881.471,7929.0,7929.0
2017-01-01,582.691,5396.0,5396.0
2017-02-01,556.002,5149.0,5149.0
2017-03-01,568.738,5267.0,5267.0
2017-04-01,515.115,4770.0,4770.0
2017-05-01,522.692,4841.0,4841.0
2017-06-01,496.059,4594.0,4594.0
2017-07-01,513.3,4754.0,4754.0
2017-08-01,487.324,4513.0,4513.0
2017-09-01,452.908,4194.0,4194.0
2017-10-01,535.573,4960.0,4960.0
2017-11-01,552.832,5120.0,5120.0
2017-12-01,570.766,5286.0,5286.0
2018-01-01,593.674,6481.0,6481.0
2018-02-01,563.039,6146.0,6146.0
2018-03-01,599.225,6542.0,6542.0
2018-04-01,577.02,6299.0,6299.0
2018-05-01,521.911,5698.0,5698.0
2018-06-01,564.589,6164.0,6164.0
2018-07-01,567.341,6194.0,6194.0
2018-08-01,564.339,6161.0,6161.0
2018-09-01,463.73,5062.0,5062.0
2018-10-01,575.507,6283.0,6283.0
2018-11-01,582.309,6357.0,6357.0
