measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Generation,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Steam Part Generation,Municiapl Landfill Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2004-12-01,0.20700000000000002,3.0,3.0,,,,3970.333,62138.0,62138.0,,,,2471.1130000000003,0.0,0.0
2005-01-01,0.0,0.0,0.0,,,,3402.358,41732.48,41732.48,0.0,0.0,0.0,,,
2005-02-01,0.0,0.0,0.0,,,,3035.1710000000003,37228.65,37228.65,0.0,0.0,0.0,,,
2005-03-01,0.0,0.0,0.0,,,,3466.585,42520.27,42520.27,0.0,0.0,0.0,,,
2005-04-01,0.0,0.0,0.0,,,,3459.4190000000003,42432.37,42432.37,0.0,0.0,0.0,,,
2005-05-01,0.0,0.0,0.0,,,,3803.128,46648.23,46648.23,0.0,0.0,0.0,,,
2005-06-01,0.0,0.0,0.0,,,,3767.8010000000004,46214.91,46214.91,0.0,0.0,0.0,,,
2005-07-01,0.0,0.0,0.0,,,,3901.356,47853.07,47853.07,0.0,0.0,0.0,,,
2005-08-01,0.0,0.0,0.0,,,,3883.7230000000004,47636.79,47636.79,0.0,0.0,0.0,,,
2005-09-01,0.0,0.0,0.0,,,,3658.4410000000003,44873.53,44873.53,0.0,0.0,0.0,,,
2005-10-01,0.0,0.0,0.0,,,,3692.925,45296.5,45296.5,0.0,0.0,0.0,,,
2005-11-01,0.0,0.0,0.0,,,,3719.4,45621.23,45621.23,0.0,0.0,0.0,,,
2005-12-01,0.0,0.0,0.0,,,,3727.694,45722.98,45722.98,0.0,0.0,0.0,,,
2006-01-01,0.0,0.0,0.0,,,,5138.68,70004.0,70004.0,0.0,0.0,0.0,,,
2006-02-01,0.0,0.0,0.0,,,,4748.921,64694.0,64694.0,0.0,0.0,0.0,,,
2006-03-01,0.0,0.0,0.0,,,,5238.379,71362.0,71362.0,0.0,0.0,0.0,,,
2006-04-01,0.0,0.0,0.0,,,,3854.179,52505.0,52505.0,0.0,0.0,0.0,,,
2006-05-01,0.0,0.0,0.0,,,,4712.063,64192.0,64192.0,0.0,0.0,0.0,,,
2006-06-01,0.0,0.0,0.0,,,,4936.071,67244.0,67244.0,0.0,0.0,0.0,,,
2006-07-01,0.0,0.0,0.0,,,,5122.822,69788.0,69788.0,0.0,0.0,0.0,,,
2006-08-01,0.0,0.0,0.0,,,,5092.0160000000005,69368.0,69368.0,0.0,0.0,0.0,,,
2006-09-01,0.0,0.0,0.0,,,,4870.634,66352.0,66352.0,0.0,0.0,0.0,,,
2006-10-01,0.0,0.0,0.0,,,,5054.127,68852.0,68852.0,0.0,0.0,0.0,,,
2006-11-01,0.0,0.0,0.0,,,,5104.6050000000005,69540.0,69540.0,0.0,0.0,0.0,,,
2006-12-01,0.0,0.0,0.0,,,,4918.503000000001,67005.0,67005.0,0.0,0.0,0.0,,,
2007-01-01,0.0,0.0,0.0,,,,3148.993,58313.0,58313.0,1603.395,1440.0,1440.0,,,
2007-02-01,0.0,0.0,0.0,,,,4246.505,78636.0,78636.0,2162.223,1941.0,1941.0,,,
2007-03-01,0.0,0.0,0.0,,,,3447.909,63848.0,63848.0,1755.596,1576.0,1576.0,,,
2007-04-01,0.0,0.0,0.0,,,,2807.221,51984.0,51984.0,1429.373,1283.0,1283.0,,,
2007-05-01,0.0,0.0,0.0,,,,2681.088,49648.0,49648.0,1365.1490000000001,1225.0,1225.0,,,
2007-06-01,0.0,0.0,0.0,,,,3052.5730000000003,56527.0,56527.0,1554.3,1395.0,1395.0,,,
2007-07-01,0.0,0.0,0.0,,,,3181.722,58919.0,58919.0,1620.06,1454.0,1454.0,,,
2007-08-01,0.0,0.0,0.0,,,,2960.8610000000003,54829.0,54829.0,1507.602,1354.0,1354.0,,,
2007-09-01,0.0,0.0,0.0,,,,4664.3730000000005,86375.0,86375.0,2374.991,2132.0,2132.0,,,
2007-10-01,0.0,0.0,0.0,,,,3691.054,68351.0,68351.0,1879.4,1687.0,1687.0,,,
2007-11-01,0.0,0.0,0.0,,,,3845.6670000000004,71214.0,71214.0,1958.125,1758.0,1758.0,,,
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4715.034000000001,87313.0,87313.0,2400.7870000000003,2155.0,2155.0,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3560.5220000000004,24810.0,24810.0,148.35500000000002,1120.0,1120.0,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3793.516,26434.0,26434.0,158.06300000000002,1193.0,1193.0,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4097.322,28551.0,28551.0,170.722,1288.0,1288.0,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4676.528,32587.0,32587.0,194.85500000000002,1471.0,1471.0,,,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4185.01,29162.0,29162.0,174.375,1316.0,1316.0,,,
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,4517.629,31480.0,31480.0,188.235,1421.0,1421.0,,,
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4738.464,33019.0,33019.0,197.436,1490.0,1490.0,,,
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,5615.6990000000005,39132.0,39132.0,233.98700000000002,1766.0,1766.0,,,
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4990.59,34776.0,34776.0,207.941,1570.0,1570.0,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4448.269,30997.0,30997.0,185.345,1399.0,1399.0,,,
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4475.51,31187.0,31187.0,186.48,1407.0,1407.0,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3772.9410000000003,26291.0,26291.0,157.20600000000002,1187.0,1187.0,,,
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2829.455,36235.0,36235.0,1111.3220000000001,5122.0,5122.0,,,
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2960.933,37918.0,37918.0,1162.962,5360.0,5360.0,,,
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4227.434,54136.0,54136.0,1660.405,7653.0,7653.0,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4594.818,58841.0,58841.0,1804.701,8318.0,8318.0,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4059.518,51986.0,51986.0,1594.452,7349.0,7349.0,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,4317.951,55296.0,55296.0,1695.957,7817.0,7817.0,,,
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4805.477,61539.0,61539.0,1887.442,8699.0,8699.0,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4617.569,59132.0,59132.0,1813.6370000000002,8359.0,8359.0,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4142.301,53046.0,53046.0,1626.967,7499.0,7499.0,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3569.598,45712.0,45712.0,1402.027,6462.0,6462.0,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4102.881,52541.0,52541.0,1611.4840000000002,7427.0,7427.0,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3925.065,50264.0,50264.0,1541.644,7105.0,7105.0,,,
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2154.326,37126.0,37126.0,1270.508,9930.0,9930.0,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2752.192,47430.0,47430.0,1623.1000000000001,12686.0,12686.0,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3213.301,55376.0,55376.0,1895.038,14811.0,14811.0,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2408.378,41504.0,41504.0,1420.336,11101.0,11101.0,,,
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2704.7850000000003,46613.0,46613.0,1595.142,12467.0,12467.0,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3094.4370000000004,53328.0,53328.0,1824.938,14263.0,14263.0,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3193.588,55036.0,55036.0,1883.412,14720.0,14720.0,,,
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3289.206,56684.0,56684.0,1939.803,15161.0,15161.0,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2800.051,48254.0,48254.0,1651.324,12906.0,12906.0,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3176.9300000000003,54749.0,54749.0,1873.5880000000002,14643.0,14643.0,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3159.549,54450.0,54450.0,1863.3380000000002,14563.0,14563.0,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2973.257,51239.0,51239.0,1753.4730000000002,13705.0,13705.0,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2553.428,44678.0,44678.0,504.49,5031.0,5031.0,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2743.461,48003.0,48003.0,542.035,5405.0,5405.0,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3094.485,54145.0,54145.0,611.388,6096.0,6096.0,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3025.651,52941.0,52941.0,597.788,5960.0,5960.0,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2736.803,47887.0,47887.0,540.72,5391.0,5391.0,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3033.617,53080.0,53080.0,599.362,5976.0,5976.0,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2943.075,51496.0,51496.0,581.473,5798.0,5798.0,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3200.978,56009.0,56009.0,632.428,6306.0,6306.0,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2975.884,52070.0,52070.0,587.956,5862.0,5862.0,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3264.911,57127.0,57127.0,645.06,6432.0,6432.0,,,
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2702.436,47286.0,47286.0,533.93,5324.0,5324.0,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3084.271,53967.0,53967.0,609.37,6076.0,6076.0,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2736.145,56131.0,56131.0,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2539.632,52099.0,52099.0,0.0,0.0,0.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2814.232,57732.0,57732.0,0.0,0.0,0.0,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2829.703,58049.0,58049.0,0.0,0.0,0.0,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2439.74,50049.0,50049.0,0.0,0.0,0.0,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2784.548,57123.0,57123.0,0.0,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2801.67,57474.0,57474.0,0.0,0.0,0.0,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2992.447,61388.0,61388.0,0.0,0.0,0.0,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2749.863,56411.0,56411.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2917.753,59855.0,59855.0,0.0,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2650.317,54369.0,54369.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2629.95,53951.0,53951.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3201.97,53162.0,53162.0,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2841.13,43474.0,43474.0,,,,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3577.36,55289.0,55289.0,,,,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2842.1,39586.0,39586.0,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4353.36,63956.0,63956.0,,,,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3853.81,57989.0,57989.0,,,,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3994.46,57352.0,57352.0,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3974.09,51898.0,51898.0,,,,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4574.52,58229.0,58229.0,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,5471.77,65335.0,65335.0,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4370.82,64420.0,64420.0,,,,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,5175.92,66419.0,66419.0,,,,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3158.0,65225.0,65225.0,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2899.0,61597.0,61597.0,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3052.0,65350.0,65350.0,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2876.0,57429.0,57429.0,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,61184.0,61184.0,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2939.0,58571.0,58571.0,,,,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3248.0,63448.0,63448.0,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,59854.0,59854.0,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2349.0,46272.0,46272.0,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3086.0,60702.0,60702.0,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2844.0,56952.0,56952.0,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2494.0,49504.0,49504.0,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2166.0,48239.0,48239.0,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,58035.0,58035.0,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2403.0,50934.0,50934.0,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1832.0,35778.0,35778.0,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2342.0,48269.0,48269.0,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,61253.0,61253.0,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2455.0,42198.0,42198.0,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2868.0,59400.0,59400.0,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2618.0,55786.0,55786.0,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3066.0,67946.0,67946.0,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3048.0,70253.0,70253.0,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2265.0,47080.0,47080.0,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3128.0,72808.0,72808.0,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3226.0,70886.0,70886.0,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3319.0,68751.0,68751.0,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2929.0,55376.0,55376.0,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2111.0,42356.0,42356.0,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2996.0,60709.0,60709.0,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2961.0,60213.0,60213.0,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3021.0,65474.0,65474.0,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3157.0,65328.0,65328.0,,,,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2822.0,57430.0,57430.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2682.0,55992.0,55992.0,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2624.0,52848.0,52848.0,,,,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3344.0,67623.0,67623.0,,,,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3244.0,64325.0,64325.0,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2771.0,53840.0,53840.0,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2281.0,43963.0,43963.0,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2658.0,55400.0,55400.0,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1840.0,35732.0,35732.0,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1935.0,36896.0,36896.0,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1949.0,37139.0,37139.0,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1817.0,34060.0,34060.0,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2176.0,39427.0,39427.0,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,37731.0,37731.0,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,37458.0,37458.0,,,,,,
2018-01-01,0.0,0.0,0.0,,,,1771.0,37043.0,37043.0,,,,,,
2018-02-01,0.0,0.0,0.0,,,,1683.0,36097.0,36097.0,,,,,,
2018-03-01,0.0,0.0,0.0,,,,1709.0,33866.0,33866.0,,,,,,
2018-04-01,0.0,0.0,0.0,,,,756.0,14926.0,14926.0,,,,,,
2018-05-01,0.0,0.0,0.0,,,,1723.0,35121.0,35121.0,,,,,,
2018-06-01,0.0,0.0,0.0,,,,1575.0,30952.0,30952.0,,,,,,
2018-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2018-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2018-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2018-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2018-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2018-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
