measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,124.0,1281.29,1281.29
2001-02-01,114.0,1177.96,1177.96
2001-03-01,126.0,1301.96,1301.96
2001-04-01,128.0,1322.62,1322.62
2001-05-01,132.0,1363.96,1363.96
2001-06-01,130.0,1343.29,1343.29
2001-07-01,133.0,1374.29,1374.29
2001-08-01,130.0,1343.29,1343.29
2001-09-01,87.0,898.97,898.97
2001-10-01,139.0,1436.29,1436.29
2001-11-01,124.0,1281.29,1281.29
2001-12-01,136.0,1405.29,1405.29
2002-01-01,140.0,1424.22,1424.22
2002-02-01,125.0,1271.63,1271.63
2002-03-01,123.0,1251.28,1251.28
2002-04-01,131.0,1332.66,1332.66
2002-05-01,111.0,1129.2,1129.2
2002-06-01,140.0,1424.22,1424.22
2002-07-01,128.0,1302.14,1302.14
2002-08-01,125.0,1271.63,1271.63
2002-09-01,133.0,1353.01,1353.01
2002-10-01,127.0,1291.97,1291.97
2002-11-01,139.0,1414.05,1414.05
2002-12-01,127.0,1291.97,1291.97
