measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2003-01-01,92.497,993.0,993.0
2003-02-01,77.435,831.0,831.0
2003-03-01,86.75,931.0,931.0
2003-04-01,76.242,819.0,819.0
2003-05-01,75.3,809.0,809.0
2003-06-01,84.73100000000001,910.0,910.0
2003-07-01,92.22800000000001,990.0,990.0
2003-08-01,95.801,1029.0,1029.0
2003-09-01,83.424,896.0,896.0
2003-10-01,88.287,948.0,948.0
2003-11-01,74.607,801.0,801.0
2003-12-01,83.699,899.0,899.0
2004-01-01,7.014,75.0,75.0
2004-02-01,3.519,38.0,38.0
2004-03-01,39.207,422.0,422.0
2004-04-01,55.664,599.0,599.0
2004-05-01,97.459,1049.0,1049.0
2004-06-01,31.235,336.0,336.0
2004-07-01,34.012,366.0,366.0
2004-08-01,97.943,1054.0,1054.0
2004-09-01,25.589000000000002,275.0,275.0
2004-10-01,37.577000000000005,404.0,404.0
2004-11-01,6.798,73.0,73.0
2004-12-01,3.984,43.0,43.0
2005-01-01,129.872,1392.87,1392.87
2005-02-01,44.62,478.55,478.55
2005-03-01,49.456,530.41,530.41
2005-04-01,59.905,642.48,642.48
2005-05-01,55.636,596.7,596.7
2005-06-01,72.21,774.46,774.46
2005-07-01,73.501,788.3,788.3
2005-08-01,86.346,926.07,926.07
2005-09-01,56.523,606.21,606.21
2005-10-01,62.77,673.21,673.21
2005-11-01,50.461000000000006,541.2,541.2
2005-12-01,106.699,1144.35,1144.35
2006-01-01,35.845,408.0,408.0
2006-02-01,18.756,214.0,214.0
2006-03-01,15.756,179.0,179.0
2006-04-01,30.181,344.0,344.0
2006-05-01,28.211000000000002,321.0,321.0
2006-06-01,25.642,292.0,292.0
2006-07-01,37.143,423.0,423.0
2006-08-01,36.029,410.0,410.0
2006-09-01,16.552,189.0,189.0
2006-10-01,17.484,199.0,199.0
2006-11-01,20.588,235.0,235.0
2006-12-01,22.812,260.0,260.0
2007-01-01,85.991,944.0,944.0
2007-02-01,191.008,2093.0,2093.0
2007-03-01,51.747,566.0,566.0
2007-04-01,50.154,548.0,548.0
2007-05-01,56.339000000000006,618.0,618.0
2007-06-01,160.013,1755.0,1755.0
2007-07-01,99.55300000000001,1090.0,1090.0
2007-08-01,77.415,845.0,845.0
2007-09-01,54.892,600.0,600.0
2007-10-01,89.55,979.0,979.0
2007-11-01,53.265,583.0,583.0
2007-12-01,66.074,723.0,723.0
2008-01-01,39.536,426.0,426.0
2008-02-01,35.623000000000005,379.0,379.0
2008-03-01,42.846000000000004,461.0,461.0
2008-04-01,26.642000000000003,286.0,286.0
2008-05-01,19.484,210.0,210.0
2008-06-01,67.64500000000001,723.0,723.0
2008-07-01,19.601000000000003,210.0,210.0
2008-08-01,19.015,204.0,204.0
2008-09-01,40.187000000000005,431.0,431.0
2008-10-01,19.166,204.0,204.0
2008-11-01,12.257000000000001,134.0,134.0
2008-12-01,21.998,233.0,233.0
2009-01-01,16.825,181.0,181.0
2009-02-01,20.453,216.0,216.0
2009-03-01,22.91,245.0,245.0
2009-04-01,20.899,222.0,222.0
2009-05-01,55.942,595.0,595.0
2009-06-01,21.617,227.0,227.0
2009-07-01,28.452,303.0,303.0
2009-08-01,39.728,420.0,420.0
2009-09-01,18.989,204.0,204.0
2009-10-01,34.606,367.0,367.0
2009-11-01,28.066000000000003,297.0,297.0
2009-12-01,32.513,344.0,344.0
2010-01-01,21.477,251.0,251.0
2010-02-01,5.121,58.0,58.0
2010-03-01,6.831,82.0,82.0
2010-04-01,11.815000000000001,134.0,134.0
2010-05-01,22.945,268.0,268.0
2010-06-01,15.213000000000001,175.0,175.0
2010-07-01,9.677,111.0,111.0
2010-08-01,10.531,122.0,122.0
2010-09-01,9.0,105.0,105.0
2010-10-01,16.212,187.0,187.0
2010-11-01,17.045,198.0,198.0
2010-12-01,7.133,82.0,82.0
2011-01-01,8.613,99.0,99.0
2011-02-01,21.509,239.0,239.0
2011-03-01,9.815,111.0,111.0
2011-04-01,30.08,332.0,332.0
2011-05-01,25.903,286.0,286.0
2011-06-01,43.054,478.0,478.0
2011-07-01,20.81,233.0,233.0
2011-08-01,18.131,204.0,204.0
2011-09-01,13.521,152.0,152.0
2011-10-01,19.005,210.0,210.0
2011-11-01,29.556,326.0,326.0
2011-12-01,17.003,187.0,187.0
2012-01-01,16.743,163.0,163.0
2012-02-01,26.143,268.0,268.0
2012-03-01,12.999,134.0,134.0
2012-04-01,52.649,536.0,536.0
2012-05-01,51.77,531.0,531.0
2012-06-01,63.509,647.0,647.0
2012-07-01,28.456,292.0,292.0
2012-08-01,11.358,117.0,117.0
2012-09-01,16.339,169.0,169.0
2012-10-01,38.148,391.0,391.0
2012-11-01,30.13,309.0,309.0
2012-12-01,34.756,356.0,356.0
2013-01-01,19.158,198.0,198.0
2013-02-01,15.152,163.0,163.0
2013-03-01,27.946,297.0,297.0
2013-04-01,46.183,490.0,490.0
2013-05-01,24.266,257.0,257.0
2013-06-01,25.082,268.0,268.0
2013-07-01,22.335,239.0,239.0
2013-08-01,23.431,251.0,251.0
2013-09-01,18.082,192.0,192.0
2013-10-01,17.913,192.0,192.0
2013-11-01,19.392,204.0,204.0
2013-12-01,60.06,641.0,641.0
2014-01-01,47.932,513.0,513.0
2014-02-01,51.09,542.0,542.0
2014-03-01,41.351,437.0,437.0
2014-04-01,16.089,169.0,169.0
2014-05-01,65.409,694.0,694.0
2014-06-01,38.718,408.0,408.0
2014-07-01,8.769,93.0,93.0
2014-08-01,18.526,198.0,198.0
2014-09-01,17.766,187.0,187.0
2014-10-01,25.201,268.0,268.0
2014-11-01,53.078,566.0,566.0
2014-12-01,10.071,105.0,105.0
2015-01-01,18.832,204.0,204.0
2015-02-01,9.06,93.0,93.0
2015-03-01,23.057,245.0,245.0
2015-04-01,14.195,152.0,152.0
2015-05-01,40.302,426.0,426.0
2015-06-01,22.72,239.0,239.0
2015-07-01,34.011,361.0,361.0
2015-08-01,12.771,134.0,134.0
2015-09-01,15.062,157.0,157.0
2015-10-01,15.666,169.0,169.0
2015-11-01,13.218,140.0,140.0
2015-12-01,65.106,694.0,694.0
2016-01-01,201.316,2122.0,2122.0
2016-02-01,143.053,1504.0,1504.0
2016-03-01,79.165,834.0,834.0
2016-04-01,86.244,909.0,909.0
2016-05-01,187.871,1976.0,1976.0
2016-06-01,76.837,810.0,810.0
2016-07-01,69.754,735.0,735.0
2016-08-01,87.434,921.0,921.0
2016-09-01,113.085,1189.0,1189.0
2016-10-01,139.62,1469.0,1469.0
2016-11-01,69.527,735.0,735.0
2016-12-01,212.094,2233.0,2233.0
2017-01-01,297.096,3113.0,3113.0
2017-02-01,61.502,647.0,647.0
2017-03-01,133.995,1405.0,1405.0
2017-04-01,156.53,1644.0,1644.0
2017-05-01,283.673,2973.0,2973.0
2017-06-01,129.266,1353.0,1353.0
2017-07-01,108.074,1131.0,1131.0
2017-08-01,81.008,851.0,851.0
2017-09-01,89.065,933.0,933.0
2017-10-01,144.301,1516.0,1516.0
2017-11-01,238.133,2495.0,2495.0
2017-12-01,253.357,2658.0,2658.0
2018-01-01,32.965,350.0,350.0
2018-02-01,34.825,379.0,379.0
2018-03-01,53.469,583.0,583.0
2018-04-01,29.659,321.0,321.0
2018-05-01,28.153,303.0,303.0
2018-06-01,26.206,286.0,286.0
2018-07-01,14.316,157.0,157.0
2018-08-01,17.472,192.0,192.0
2018-09-01,36.901,402.0,402.0
2018-10-01,23.569,257.0,257.0
2018-11-01,22.057,239.0,239.0
2018-12-01,20.408,222.0,222.0
2019-01-01,21.766,239.0,239.0
2019-02-01,20.265,222.0,222.0
2019-03-01,29.29,321.0,321.0
2019-04-01,17.042,187.0,187.0
2019-05-01,30.027,332.0,332.0
2019-06-01,25.711,280.0,280.0
2019-07-01,15.349,169.0,169.0
2019-08-01,20.236,222.0,222.0
2019-09-01,23.233,257.0,257.0
2019-10-01,24.593,268.0,268.0
2019-11-01,21.519,239.0,239.0
2019-12-01,22.969,251.0,251.0
2020-01-01,19.954,204.0,204.0
2020-02-01,20.745,222.0,222.0
2020-03-01,17.724,187.0,187.0
2020-04-01,20.101,210.0,210.0
2020-05-01,23.166,245.0,245.0
2020-06-01,27.926,297.0,297.0
2020-07-01,14.248,152.0,152.0
2020-08-01,23.097,245.0,245.0
2020-09-01,17.69,187.0,187.0
2020-10-01,22.071,233.0,233.0
2020-11-01,29.645,315.0,315.0
2020-12-01,23.633,251.0,251.0
2021-01-01,41.482,443.0,443.0
2021-02-01,68.655,740.0,740.0
2021-03-01,53.089,577.0,577.0
2021-04-01,41.422,449.0,449.0
2021-05-01,40.721,443.0,443.0
2021-06-01,46.971,507.0,507.0
2021-07-01,16.853,181.0,181.0
2021-08-01,26.213,286.0,286.0
2021-09-01,36.414,396.0,396.0
2021-10-01,45.84,496.0,496.0
2021-11-01,44.125,478.0,478.0
2021-12-01,66.215,717.0,717.0
2022-01-01,139.51,1446.0,1446.0
2022-02-01,56.564,583.0,583.0
2022-03-01,34.086,350.0,350.0
2022-04-01,43.224,443.0,443.0
2022-05-01,122.302,1259.0,1259.0
2022-06-01,111.093,1143.0,1143.0
2022-07-01,98.073,1009.0,1009.0
2022-08-01,69.871,717.0,717.0
2022-09-01,34.629,356.0,356.0
2022-10-01,80.086,822.0,822.0
2022-11-01,57.362,589.0,589.0
2022-12-01,61.2,630.0,630.0
2023-01-01,32.074,344.0,344.0
2023-02-01,31.842,338.0,338.0
2023-03-01,29.782,315.0,315.0
2023-04-01,23.989,257.0,257.0
2023-05-01,22.614,239.0,239.0
2023-06-01,18.368,198.0,198.0
2023-07-01,18.766,198.0,198.0
2023-08-01,15.138,163.0,163.0
2023-09-01,25.531,274.0,274.0
