measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-234.0,0.0,0.0
2024-02-01,-104.0,0.0,0.0
2024-03-01,-122.0,0.0,0.0
2024-04-01,-134.0,0.0,0.0
2024-05-01,-141.0,0.0,0.0
2024-06-01,-106.0,0.0,0.0
2024-07-01,-153.0,0.0,0.0
2024-08-01,-158.0,0.0,0.0
2024-09-01,-145.0,0.0,0.0
2024-10-01,-133.0,0.0,0.0
2024-11-01,-130.0,0.0,0.0
2024-12-01,-130.0,0.0,0.0
