measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,826.9590000000001,8468.89,8468.89
2003-02-01,762.158,7805.26,7805.26
2003-03-01,750.66,7687.51,7687.51
2003-04-01,753.964,7721.35,7721.35
2003-05-01,658.267,6741.31,6741.31
2003-06-01,795.437,8146.07,8146.07
2003-07-01,1032.383,10572.63,10572.63
2003-08-01,1026.14,10508.7,10508.7
2003-09-01,848.187,8686.28,8686.28
2003-10-01,940.0790000000001,9627.35,9627.35
2003-11-01,850.6980000000001,8712.0,8712.0
2003-12-01,843.066,8633.84,8633.84
2004-01-01,1308.268,13111.46,13111.46
2004-02-01,771.9780000000001,7736.76,7736.76
2004-03-01,1273.681,12764.83,12764.83
2004-04-01,1540.675,15440.64,15440.64
2004-05-01,1632.481,16360.72,16360.72
2004-06-01,970.0920000000001,9722.26,9722.26
2004-07-01,661.605,6630.61,6630.61
2004-08-01,1121.6660000000002,11241.34,11241.34
2004-09-01,1357.355,13603.41,13603.41
2004-10-01,828.2180000000001,8300.4,8300.4
2004-11-01,1142.977,11454.92,11454.92
2004-12-01,1869.0030000000002,18731.15,18731.15
2005-01-01,937.6740000000001,9375.8,9375.8
2005-02-01,761.974,7618.98,7618.98
2005-03-01,832.535,8324.51,8324.51
2005-04-01,1043.669,10435.65,10435.65
2005-05-01,773.2710000000001,7731.93,7731.93
2005-06-01,692.805,6927.36,6927.36
2005-07-01,588.231,5881.73,5881.73
2005-08-01,463.81300000000005,4637.66,4637.66
2005-09-01,400.659,4006.19,4006.19
2005-10-01,814.95,8148.68,8148.68
2005-11-01,894.926,8948.37,8948.37
2005-12-01,946.494,9463.99,9463.99
2006-01-01,760.326,7542.0,7542.0
2006-02-01,685.589,6800.0,6800.0
2006-03-01,604.014,5991.0,5991.0
2006-04-01,657.4490000000001,6521.0,6521.0
2006-05-01,777.3240000000001,7710.0,7710.0
2006-06-01,763.7710000000001,7576.0,7576.0
2006-07-01,800.918,7944.0,7944.0
2006-08-01,795.1310000000001,7887.0,7887.0
2006-09-01,516.134,5120.0,5120.0
2006-10-01,455.009,4513.0,4513.0
2006-11-01,532.965,5286.0,5286.0
2006-12-01,564.37,5598.0,5598.0
2007-01-01,1074.095,10616.0,10616.0
2007-02-01,769.817,7609.0,7609.0
2007-03-01,1301.675,12866.0,12866.0
2007-04-01,1579.095,15608.0,15608.0
2007-05-01,1682.8970000000002,16634.0,16634.0
2007-06-01,921.9770000000001,9113.0,9113.0
2007-07-01,872.8770000000001,8628.0,8628.0
2007-08-01,421.877,4170.0,4170.0
2007-09-01,249.988,2471.0,2471.0
2007-10-01,930.091,9193.0,9193.0
2007-11-01,1434.227,14176.0,14176.0
2007-12-01,1532.385,15146.0,15146.0
2008-01-01,949.35,9355.0,9355.0
2008-02-01,947.508,9337.0,9337.0
2008-03-01,1034.4070000000002,10193.0,10193.0
2008-04-01,884.436,8715.0,8715.0
2008-05-01,786.416,7749.0,7749.0
2008-06-01,696.371,6862.0,6862.0
2008-07-01,699.797,6896.0,6896.0
2008-08-01,911.1270000000001,8978.0,8978.0
2008-09-01,398.88300000000004,3931.0,3931.0
2008-10-01,590.528,5819.0,5819.0
2008-11-01,861.12,8485.0,8485.0
2008-12-01,1014.057,9993.0,9993.0
2009-01-01,884.383,8632.0,8632.0
2009-02-01,713.645,6965.0,6965.0
2009-03-01,1237.5140000000001,12078.0,12078.0
2009-04-01,1109.453,10828.0,10828.0
2009-05-01,881.364,8602.0,8602.0
2009-06-01,855.991,8354.0,8354.0
2009-07-01,1166.595,11386.0,11386.0
2009-08-01,923.025,9009.0,9009.0
2009-09-01,313.951,3064.0,3064.0
2009-10-01,846.7560000000001,8264.0,8264.0
2009-11-01,1097.529,10712.0,10712.0
2009-12-01,1132.794,11056.0,11056.0
2010-01-01,1188.392,11594.0,11594.0
2010-02-01,1062.9080000000001,10370.0,10370.0
2010-03-01,1448.5810000000001,14132.0,14132.0
2010-04-01,1540.077,15025.0,15025.0
2010-05-01,1194.3310000000001,11652.0,11652.0
2010-06-01,794.436,7751.0,7751.0
2010-07-01,543.155,5299.0,5299.0
2010-08-01,534.638,5216.0,5216.0
2010-09-01,271.206,2646.0,2646.0
2010-10-01,1330.7540000000001,12983.0,12983.0
2010-11-01,1362.9460000000001,13297.0,13297.0
2010-12-01,1284.576,12532.0,12532.0
2011-01-01,582.392,5659.0,5659.0
2011-02-01,422.22,4102.0,4102.0
2011-03-01,801.693,7789.0,7789.0
2011-04-01,790.274,7678.0,7678.0
2011-05-01,910.313,8845.0,8845.0
2011-06-01,714.513,6942.0,6942.0
2011-07-01,314.176,3053.0,3053.0
2011-08-01,293.202,2849.0,2849.0
2011-09-01,511.773,4972.0,4972.0
2011-10-01,785.219,7629.0,7629.0
2011-11-01,758.79,7372.0,7372.0
2011-12-01,915.435,8894.0,8894.0
2012-01-01,1562.342,14867.0,14867.0
2012-02-01,1193.221,11355.0,11355.0
2012-03-01,1732.42,16486.0,16486.0
2012-04-01,1352.164,12867.0,12867.0
2012-05-01,1820.618,17325.0,17325.0
2012-06-01,1333.729,12692.0,12692.0
2012-07-01,514.682,4898.0,4898.0
2012-08-01,308.201,2933.0,2933.0
2012-09-01,385.403,3667.0,3667.0
2012-10-01,1030.3,9804.0,9804.0
2012-11-01,1114.334,10604.0,10604.0
2012-12-01,1505.586,14327.0,14327.0
2013-01-01,899.386,8581.0,8581.0
2013-02-01,865.532,8258.0,8258.0
2013-03-01,1079.1,10296.0,10296.0
2013-04-01,1350.249,12883.0,12883.0
2013-05-01,1087.211,10373.0,10373.0
2013-06-01,1231.098,11746.0,11746.0
2013-07-01,1265.721,12076.0,12076.0
2013-08-01,601.891,5743.0,5743.0
2013-09-01,720.439,6874.0,6874.0
2013-10-01,468.327,4468.0,4468.0
2013-11-01,835.602,7972.0,7972.0
2013-12-01,977.444,9326.0,9326.0
2014-01-01,1211.762,11524.0,11524.0
2014-02-01,778.694,7405.0,7405.0
2014-03-01,837.596,7966.0,7966.0
2014-04-01,1256.305,11947.0,11947.0
2014-05-01,1488.841,14159.0,14159.0
2014-06-01,965.08,9178.0,9178.0
2014-07-01,1132.571,10771.0,10771.0
2014-08-01,826.094,7856.0,7856.0
2014-09-01,304.119,2892.0,2892.0
2014-10-01,733.115,6972.0,6972.0
2014-11-01,896.141,8522.0,8522.0
2014-12-01,1386.682,13187.0,13187.0
2015-01-01,1635.374,15240.0,15240.0
2015-02-01,964.371,8987.0,8987.0
2015-03-01,1011.562,9427.0,9427.0
2015-04-01,1956.337,18231.0,18231.0
2015-05-01,1224.002,11406.0,11406.0
2015-06-01,1844.106,17185.0,17185.0
2015-07-01,1338.457,12473.0,12473.0
2015-08-01,664.117,6189.0,6189.0
2015-09-01,402.104,3747.0,3747.0
2015-10-01,755.745,7043.0,7043.0
2015-11-01,1189.893,11089.0,11089.0
2015-12-01,1849.932,17240.0,17240.0
2016-01-01,1498.662,13836.0,13836.0
2016-02-01,1466.875,13542.0,13542.0
2016-03-01,1998.635,18451.0,18451.0
2016-04-01,1870.422,17268.0,17268.0
2016-05-01,1103.846,10191.0,10191.0
2016-06-01,462.107,4266.0,4266.0
2016-07-01,367.225,3390.0,3390.0
2016-08-01,335.486,3097.0,3097.0
2016-09-01,86.392,798.0,798.0
2016-10-01,405.091,3740.0,3740.0
2016-11-01,909.163,8393.0,8393.0
2016-12-01,1365.096,12603.0,12603.0
2017-01-01,594.122,5474.0,5474.0
2017-02-01,591.363,5448.0,5448.0
2017-03-01,728.529,6712.0,6712.0
2017-04-01,1013.239,9335.0,9335.0
2017-05-01,1060.078,9766.0,9766.0
2017-06-01,809.921,7462.0,7462.0
2017-07-01,674.464,6214.0,6214.0
2017-08-01,424.176,3908.0,3908.0
2017-09-01,319.922,2947.0,2947.0
2017-10-01,307.835,2836.0,2836.0
2017-11-01,728.791,6714.0,6714.0
2017-12-01,564.56,5201.0,5201.0
2018-01-01,751.004,6837.0,6837.0
2018-02-01,803.688,7317.0,7317.0
2018-03-01,890.617,8108.0,8108.0
2018-04-01,1067.737,9721.0,9721.0
2018-05-01,871.425,7933.0,7933.0
