measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2022-08-01,-122.641,0.0,0.0,1358.805,4636.0,4636.0
2022-09-01,-125.002,0.0,0.0,1126.513,3844.0,3844.0
2022-10-01,-128.931,0.0,0.0,892.941,3047.0,3047.0
2022-11-01,-124.344,0.0,0.0,736.517,2513.0,2513.0
2022-12-01,-127.082,0.0,0.0,478.224,1632.0,1632.0
2023-01-01,0.0,0.0,0.0,52.0,177.0,177.0
2023-02-01,-1.0,0.0,0.0,270.0,921.0,921.0
2023-03-01,-1.0,0.0,0.0,551.0,1880.0,1880.0
2023-04-01,0.0,0.0,0.0,487.0,1662.0,1662.0
2023-05-01,-5.0,0.0,0.0,694.0,2368.0,2368.0
2023-06-01,-9.0,0.0,0.0,587.0,2003.0,2003.0
2023-07-01,-2.0,0.0,0.0,586.0,1999.0,1999.0
2023-08-01,-4.0,0.0,0.0,595.0,2030.0,2030.0
2023-09-01,0.0,0.0,0.0,372.0,1269.0,1269.0
2023-10-01,-5.0,0.0,0.0,515.0,1757.0,1757.0
2023-11-01,-6.0,0.0,0.0,339.0,1157.0,1157.0
2023-12-01,-3.0,0.0,0.0,267.0,911.0,911.0
2024-01-01,0.0,0.0,0.0,195.0,665.0,665.0
2024-02-01,-1.0,0.0,0.0,561.0,1914.0,1914.0
2024-03-01,0.0,0.0,0.0,737.0,2515.0,2515.0
2024-04-01,-11.0,0.0,0.0,696.0,2375.0,2375.0
2024-05-01,-1.0,0.0,0.0,910.0,3105.0,3105.0
2024-06-01,-1.0,0.0,0.0,599.0,2044.0,2044.0
2024-07-01,-9.0,0.0,0.0,673.0,2296.0,2296.0
2024-08-01,-7.0,0.0,0.0,784.0,2675.0,2675.0
2024-09-01,-2.0,0.0,0.0,661.0,2255.0,2255.0
2024-10-01,-2.0,0.0,0.0,709.0,2419.0,2419.0
2024-11-01,-2.0,0.0,0.0,300.0,1024.0,1024.0
2024-12-01,-9.0,0.0,0.0,253.0,863.0,863.0
