measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2015-01-01,517.468,6164.0,6164.0
2015-02-01,362.197,4315.0,4315.0
2015-03-01,406.786,4846.0,4846.0
2015-04-01,432.16,5148.0,5148.0
2015-05-01,412.047,4908.0,4908.0
2015-06-01,444.303,5293.0,5293.0
2015-07-01,533.492,6355.0,6355.0
2015-08-01,572.602,6821.0,6821.0
2015-09-01,499.309,5948.0,5948.0
2015-10-01,497.627,5928.0,5928.0
2015-11-01,477.666,5690.0,5690.0
2015-12-01,544.343,6484.0,6484.0
2016-01-01,970.37,5094.0,9327.0
2016-02-01,889.273,4668.0,8546.0
2016-03-01,816.136,4284.0,7844.0
2016-04-01,1037.139,5444.0,9968.0
2016-05-01,932.029,4892.0,8957.0
2016-06-01,839.117,4405.0,8064.0
2016-07-01,1018.644,5347.0,9790.0
2016-08-01,1093.189,5738.0,10506.0
2016-09-01,899.851,4724.0,8648.0
2016-10-01,884.484,4643.0,8500.0
2016-11-01,902.316,4736.0,8672.0
2016-12-01,866.452,4548.0,8327.0
2017-01-01,1686.825,9303.0,14906.0
2017-02-01,1349.468,7442.0,11925.0
2017-03-01,1276.778,7041.0,11282.0
2017-04-01,1160.113,6398.0,10251.0
2017-05-01,1048.421,5782.0,9264.0
2017-06-01,1228.85,6777.0,10859.0
2017-07-01,1676.024,9243.0,14810.0
2017-08-01,1671.339,9217.0,14769.0
2017-09-01,1236.291,6818.0,10925.0
2017-10-01,1468.099,8096.0,12973.0
2017-11-01,1646.189,9079.0,14547.0
2017-12-01,1662.603,9169.0,14692.0
2018-01-01,1144.388,6920.0,9722.0
2018-02-01,1122.189,6785.0,9532.0
2018-03-01,1327.58,8027.0,11277.0
2018-04-01,1122.274,6786.0,9533.0
2018-05-01,1052.564,6364.0,8941.0
2018-06-01,1429.967,8646.0,12147.0
2018-07-01,1721.937,10412.0,14627.0
2018-08-01,1800.341,10886.0,15293.0
2018-09-01,1492.838,9026.0,12681.0
2018-10-01,1489.961,9009.0,12656.0
2018-11-01,1576.933,9535.0,13395.0
2018-12-01,1646.028,9953.0,13982.0
2019-01-01,1393.837,7866.0,12316.0
2019-02-01,1245.536,7029.0,11006.0
2019-03-01,1256.35,7090.0,11102.0
2019-04-01,1372.803,7747.0,12131.0
2019-05-01,1308.525,7385.0,11563.0
2019-06-01,1431.035,8076.0,12645.0
2019-07-01,1918.224,10825.0,16951.0
2019-08-01,1753.738,9897.0,15497.0
2019-09-01,1412.281,7970.0,12480.0
2019-10-01,1172.207,6615.0,10358.0
2019-11-01,1475.97,8330.0,13043.0
2019-12-01,1834.494,10353.0,16211.0
2022-01-01,1164.07,6172.0,8877.0
2022-02-01,941.41,4992.0,7179.0
2022-03-01,1207.264,6401.0,9207.0
2022-04-01,955.349,5066.0,7286.0
2022-05-01,1007.792,5344.0,7686.0
2022-06-01,1301.648,6902.0,9927.0
2022-07-01,1544.709,8190.0,11780.0
2022-08-01,1565.458,8300.0,11939.0
2022-09-01,1384.171,7339.0,10556.0
2022-10-01,1105.587,5862.0,8431.0
2022-11-01,1217.926,6458.0,9288.0
2022-12-01,1018.026,5398.0,7764.0
2023-01-01,1334.521,7076.0,17678.0
2023-02-01,1144.474,6068.0,15160.0
2023-03-01,1443.784,7655.0,19124.0
2023-04-01,1361.784,7221.0,18038.0
2023-05-01,1077.773,5715.0,14276.0
2023-06-01,1615.628,8566.0,21401.0
2023-07-01,1632.141,8654.0,21619.0
2023-08-01,1473.767,7814.0,19521.0
2023-09-01,1394.995,7397.0,18478.0
2023-10-01,1203.076,6379.0,15936.0
2023-11-01,1428.446,7574.0,18921.0
2023-12-01,1381.031,7323.0,18293.0
2024-01-01,1470.0,1267.0,1267.0
2024-02-01,1366.2,7244.0,11885.0
2024-03-01,1463.22,7758.0,12742.0
2024-04-01,1426.59,7564.0,12211.0
2024-05-01,1434.51,7606.0,12613.0
2024-06-01,1410.75,7480.0,12020.0
2024-07-01,1320.66,7002.0,11731.0
2024-08-01,1362.24,7223.0,12036.0
2024-09-01,512.82,2719.0,4425.0
2024-10-01,855.36,4535.0,7052.0
2024-11-01,1442.43,7648.0,12014.0
2024-12-01,1387.98,7359.0,12357.0
