measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,48.0,491.57,491.57
2003-02-01,107.0,1095.79,1095.79
2003-03-01,37.0,378.92,378.92
2003-04-01,220.0,2253.02,2253.02
2003-05-01,584.0,5980.74,5980.74
2003-06-01,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0
2003-08-01,103.0,1054.82,1054.82
2003-09-01,903.0,9247.62,9247.62
2003-10-01,1119.0,11459.68,11459.68
2003-11-01,342.0,3502.42,3502.42
2003-12-01,300.0,3072.3,3072.3
2004-01-01,678.6170000000001,6801.1,6801.1
2004-02-01,609.193,6105.33,6105.33
2004-03-01,708.855,7104.14,7104.14
2004-04-01,627.8910000000001,6292.72,6292.72
2004-05-01,650.711,6521.43,6521.43
2004-06-01,654.217,6556.56,6556.56
2004-07-01,672.049,6735.28,6735.28
2004-08-01,671.187,6726.64,6726.64
2004-09-01,637.326,6387.28,6387.28
2004-10-01,627.866,6292.47,6292.47
2004-11-01,691.076,6925.96,6925.96
2004-12-01,742.014,7436.46,7436.46
2005-01-01,653.5590000000001,6534.94,6534.94
2005-02-01,565.066,5650.09,5650.09
2005-03-01,619.0060000000001,6189.44,6189.44
2005-04-01,591.277,5912.18,5912.18
2005-05-01,534.863,5348.09,5348.09
2005-06-01,602.472,6024.12,6024.12
2005-07-01,646.68,6466.15,6466.15
2005-08-01,547.172,5471.17,5471.17
2005-09-01,452.755,4527.09,4527.09
2005-10-01,386.41900000000004,3863.8,3863.8
2005-11-01,413.545,4135.04,4135.04
2005-12-01,506.187,5061.36,5061.36
2006-01-01,679.037,6735.0,6735.0
2006-02-01,612.291,6073.0,6073.0
2006-03-01,539.437,5351.0,5351.0
2006-04-01,587.16,5824.0,5824.0
2006-05-01,694.2180000000001,6886.0,6886.0
2006-06-01,682.114,6766.0,6766.0
2006-07-01,715.29,7095.0,7095.0
2006-08-01,710.121,7044.0,7044.0
2006-09-01,460.95300000000003,4572.0,4572.0
2006-10-01,406.362,4031.0,4031.0
2006-11-01,475.985,4721.0,4721.0
2006-12-01,504.03200000000004,4999.0,4999.0
2007-01-01,681.217,6733.0,6733.0
2007-02-01,540.183,5339.0,5339.0
2007-03-01,644.893,6374.0,6374.0
2007-04-01,563.929,5574.0,5574.0
2007-05-01,601.5360000000001,5946.0,5946.0
2007-06-01,518.913,5129.0,5129.0
2007-07-01,497.689,4919.0,4919.0
2007-08-01,499.764,4940.0,4940.0
2007-09-01,469.67900000000003,4642.0,4642.0
2007-10-01,483.581,4780.0,4780.0
2007-11-01,534.756,5286.0,5286.0
2007-12-01,561.861,5553.0,5553.0
2008-01-01,775.666,7643.0,7643.0
2008-02-01,648.366,6389.0,6389.0
2008-03-01,840.455,8282.0,8282.0
2008-04-01,763.8870000000001,7527.0,7527.0
2008-05-01,799.068,7874.0,7874.0
2008-06-01,735.014,7243.0,7243.0
2008-07-01,778.154,7668.0,7668.0
2008-08-01,742.8960000000001,7320.0,7320.0
2008-09-01,672.196,6624.0,6624.0
2008-10-01,687.9530000000001,6779.0,6779.0
2008-11-01,780.075,7687.0,7687.0
2008-12-01,814.27,8024.0,8024.0
2009-01-01,865.365,8446.0,8446.0
2009-02-01,794.95,7759.0,7759.0
2009-03-01,971.518,9482.0,9482.0
2009-04-01,889.869,8685.0,8685.0
2009-05-01,936.3330000000001,9139.0,9139.0
2009-06-01,857.979,8374.0,8374.0
2009-07-01,900.032,8784.0,8784.0
2009-08-01,878.567,8575.0,8575.0
2009-09-01,795.214,7761.0,7761.0
2009-10-01,825.0880000000001,8053.0,8053.0
2009-11-01,892.017,8706.0,8706.0
2009-12-01,943.0680000000001,9204.0,9204.0
2010-01-01,757.9780000000001,7395.0,7395.0
2010-02-01,680.669,6641.0,6641.0
2010-03-01,799.267,7798.0,7798.0
2010-04-01,705.159,6880.0,6880.0
2010-05-01,711.191,6938.0,6938.0
2010-06-01,709.239,6919.0,6919.0
2010-07-01,741.4540000000001,7234.0,7234.0
2010-08-01,712.398,6950.0,6950.0
2010-09-01,668.969,6526.0,6526.0
2010-10-01,691.336,6745.0,6745.0
2010-11-01,762.23,7436.0,7436.0
2010-12-01,814.11,7942.0,7942.0
2011-01-01,385.3,3744.0,3744.0
2011-02-01,334.025,3245.0,3245.0
2011-03-01,444.218,4316.0,4316.0
2011-04-01,402.581,3911.0,3911.0
2011-05-01,470.379,4570.0,4570.0
2011-06-01,467.244,4540.0,4540.0
2011-07-01,450.953,4381.0,4381.0
2011-08-01,431.862,4196.0,4196.0
2011-09-01,408.569,3970.0,3970.0
2011-10-01,433.563,4212.0,4212.0
2011-11-01,469.795,4565.0,4565.0
2011-12-01,507.511,4931.0,4931.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2014-01-01,64.048,609.0,609.0
2014-02-01,61.034,580.0,580.0
2014-03-01,67.794,645.0,645.0
2014-04-01,66.076,628.0,628.0
2014-05-01,72.545,690.0,690.0
2014-06-01,69.345,659.0,659.0
2014-07-01,71.791,683.0,683.0
2014-08-01,70.76,673.0,673.0
2014-09-01,65.846,626.0,626.0
2014-10-01,68.653,653.0,653.0
2014-11-01,71.802,683.0,683.0
2014-12-01,73.306,697.0,697.0
2015-01-01,499.604,4656.0,4656.0
2015-02-01,432.505,4031.0,4031.0
2015-03-01,495.698,4619.0,4619.0
2015-04-01,477.583,4451.0,4451.0
2015-05-01,501.248,4671.0,4671.0
2015-06-01,504.165,4698.0,4698.0
2015-07-01,590.149,5500.0,5500.0
2015-08-01,578.211,5388.0,5388.0
2015-09-01,534.979,4985.0,4985.0
2015-10-01,523.976,4883.0,4883.0
2015-11-01,548.546,5112.0,5112.0
2015-12-01,557.336,5194.0,5194.0
2016-01-01,494.745,4567.0,4567.0
2016-02-01,463.739,4281.0,4281.0
2016-03-01,496.743,4586.0,4586.0
2016-04-01,502.812,4642.0,4642.0
2016-05-01,505.889,4670.0,4670.0
2016-06-01,484.178,4470.0,4470.0
2016-07-01,481.836,4448.0,4448.0
2016-08-01,472.563,4363.0,4363.0
2016-09-01,431.384,3983.0,3983.0
2016-10-01,444.64,4105.0,4105.0
2016-11-01,482.013,4450.0,4450.0
2016-12-01,487.458,4500.0,4500.0
2017-01-01,479.068,4414.0,4414.0
2017-02-01,447.827,4126.0,4126.0
2017-03-01,509.931,4698.0,4698.0
2017-04-01,476.394,4389.0,4389.0
2017-05-01,505.538,4658.0,4658.0
2017-06-01,508.448,4684.0,4684.0
2017-07-01,527.339,4858.0,4858.0
2017-08-01,515.349,4748.0,4748.0
2017-09-01,471.365,4343.0,4343.0
2017-10-01,470.241,4332.0,4332.0
2017-11-01,520.844,4799.0,4799.0
2017-12-01,526.656,4852.0,4852.0
2018-01-01,874.552,7962.0,7962.0
2018-02-01,867.028,7893.0,7893.0
2018-03-01,1035.027,9423.0,9423.0
2018-04-01,947.982,8630.0,8630.0
2018-05-01,1000.104,9105.0,9105.0
2018-06-01,958.16,8723.0,8723.0
2018-07-01,977.523,8899.0,8899.0
2018-08-01,954.597,8691.0,8691.0
2018-09-01,886.079,8067.0,8067.0
2018-10-01,918.761,8364.0,8364.0
2018-11-01,991.305,9025.0,9025.0
2018-12-01,1024.882,9331.0,9331.0
2019-01-01,664.49,5917.0,5917.0
2019-02-01,586.34,5221.0,5221.0
2019-03-01,687.731,6124.0,6124.0
2019-04-01,599.972,5343.0,5343.0
2019-05-01,679.127,6048.0,6048.0
2019-06-01,660.764,5884.0,5884.0
2019-07-01,706.018,6287.0,6287.0
2019-08-01,693.622,6177.0,6177.0
2019-09-01,666.327,5934.0,5934.0
2019-10-01,652.111,5807.0,5807.0
2019-11-01,648.778,5777.0,5777.0
2019-12-01,715.72,6373.0,6373.0
2020-01-01,135.345,1187.0,1187.0
2020-02-01,126.292,1107.0,1107.0
2020-03-01,134.122,1176.0,1176.0
2020-04-01,131.524,1153.0,1153.0
2020-05-01,137.384,1204.0,1204.0
2020-06-01,128.528,1127.0,1127.0
2020-07-01,134.873,1182.0,1182.0
2020-08-01,132.268,1160.0,1160.0
2020-09-01,125.637,1101.0,1101.0
2020-10-01,126.258,1107.0,1107.0
2020-11-01,124.866,1095.0,1095.0
2020-12-01,131.903,1156.0,1156.0
2021-01-01,649.223,5742.0,5742.0
2021-02-01,522.818,4624.0,4624.0
2021-03-01,612.69,5419.0,5419.0
2021-04-01,582.6,5153.0,5153.0
2021-05-01,596.421,5275.0,5275.0
2021-06-01,588.415,5204.0,5204.0
2021-07-01,611.314,5406.0,5406.0
2021-08-01,614.363,5433.0,5433.0
2021-09-01,572.562,5064.0,5064.0
2021-10-01,595.983,5271.0,5271.0
2021-11-01,627.432,5549.0,5549.0
2021-12-01,665.179,5883.0,5883.0
2022-01-01,696.229,2376.0,2376.0
2022-02-01,637.774,2176.0,2176.0
2022-03-01,727.701,2483.0,2483.0
2022-04-01,631.976,2156.0,2156.0
2022-05-01,665.364,2270.0,2270.0
2022-06-01,672.388,2294.0,2294.0
2022-07-01,687.744,2347.0,2347.0
2022-08-01,659.444,2250.0,2250.0
2022-09-01,619.1,2112.0,2112.0
2022-10-01,610.473,2083.0,2083.0
2022-11-01,620.996,2119.0,2119.0
2022-12-01,672.811,2296.0,2296.0
2023-01-01,628.0,2143.0,2143.0
2023-02-01,1222.0,4169.0,4169.0
2023-03-01,919.0,3136.0,3136.0
2023-04-01,1160.0,3958.0,3958.0
2023-05-01,1199.0,4091.0,4091.0
2023-06-01,51.0,174.0,174.0
2023-07-01,146.0,498.0,498.0
2023-08-01,88.0,300.0,300.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,19.0,65.0,65.0
2024-02-01,963.0,3286.0,3286.0
2024-03-01,1703.0,5811.0,5811.0
2024-04-01,413.0,1409.0,1409.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,303.0,1034.0,1034.0
2024-08-01,326.0,1112.0,1112.0
2024-09-01,182.0,621.0,621.0
2024-10-01,419.0,1430.0,1430.0
2024-11-01,652.0,2225.0,2225.0
2024-12-01,0.0,0.0,0.0
