measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2019-07-01,1378.599,8118.0,8118.0
2019-08-01,1291.607,7605.0,7605.0
2019-09-01,1026.838,6046.0,6046.0
2019-10-01,1001.368,5896.0,5896.0
2019-11-01,974.231,5737.0,5737.0
2019-12-01,963.357,5673.0,5673.0
2020-01-01,1072.72,7105.0,7105.0
2020-02-01,940.552,6231.0,6231.0
2020-03-01,954.471,6323.0,6323.0
2020-04-01,867.604,5747.0,5747.0
2020-05-01,733.033,4856.0,4856.0
2020-06-01,1218.274,8069.0,8069.0
2020-07-01,1857.756,12306.0,12306.0
2020-08-01,1627.221,10779.0,10779.0
2020-09-01,1029.092,6817.0,6817.0
2020-10-01,1135.062,7518.0,7518.0
2020-11-01,997.049,6605.0,6605.0
2020-12-01,724.166,4797.0,4797.0
2021-01-01,670.345,4728.0,4728.0
2021-02-01,770.985,5439.0,5439.0
2021-03-01,690.205,4870.0,4870.0
2021-04-01,817.523,5768.0,5768.0
2021-05-01,857.548,6050.0,6050.0
2021-06-01,1233.143,8700.0,8700.0
2021-07-01,1504.011,10611.0,10611.0
2021-08-01,1577.165,11127.0,11127.0
2021-09-01,1126.652,7949.0,7949.0
2021-10-01,1337.145,9434.0,9434.0
2021-11-01,1093.023,7712.0,7712.0
2021-12-01,824.255,5815.0,5815.0
2022-01-01,418.428,2941.0,2941.0
2022-02-01,546.763,3843.0,3843.0
2022-03-01,559.936,3936.0,3936.0
2022-04-01,622.628,4375.0,4375.0
2022-05-01,692.054,4864.0,4864.0
2022-06-01,903.828,6352.0,6352.0
2022-07-01,1294.481,9098.0,9098.0
2022-08-01,1254.691,8818.0,8818.0
2022-09-01,862.163,6059.0,6059.0
2022-10-01,721.235,5069.0,5069.0
2022-11-01,675.31,4746.0,4746.0
2022-12-01,587.483,4129.0,4129.0
2023-01-01,721.809,5108.0,5108.0
2023-02-01,475.64,3366.0,3366.0
2023-03-01,624.37,4419.0,4419.0
2023-04-01,791.858,5604.0,5604.0
2023-05-01,849.867,6014.0,6014.0
2023-06-01,848.149,6002.0,6002.0
2023-07-01,1410.426,9981.0,9981.0
2023-08-01,1193.18,8444.0,8444.0
2023-09-01,878.253,6215.0,6215.0
2023-10-01,909.368,6435.0,6435.0
2023-11-01,951.505,6733.0,6733.0
2023-12-01,789.575,5588.0,5588.0
2024-01-01,1060.0,7514.0,7514.0
2024-02-01,971.0,6855.0,6855.0
2024-03-01,1033.0,7269.0,7269.0
2024-04-01,998.0,7025.0,7025.0
2024-05-01,1009.0,7139.0,7139.0
2024-06-01,891.0,6271.0,6271.0
2024-07-01,923.0,6545.0,6545.0
2024-08-01,931.0,6725.0,6725.0
2024-09-01,812.0,6034.0,6034.0
2024-10-01,959.0,7007.0,7007.0
2024-11-01,927.0,6711.0,6711.0
2024-12-01,950.0,6931.0,6931.0
