measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,12063.105,126460.0,126460.0,2311.458,60.0,60.0
2003-02-01,0.0,0.0,0.0,,,,9574.661,100373.0,100373.0,1834.6380000000001,48.0,48.0
2003-03-01,0.0,0.0,0.0,,,,10890.4,114167.0,114167.0,2086.751,54.0,54.0
2003-04-01,0.0,0.0,0.0,,,,10714.657,112324.0,112324.0,2053.077,53.0,53.0
2003-05-01,0.0,0.0,0.0,,,,12975.402,136024.0,136024.0,2486.2670000000003,65.0,65.0
2003-06-01,0.0,0.0,0.0,,,,13084.235,137165.0,137165.0,2507.12,65.0,65.0
2003-07-01,0.0,0.0,0.0,,,,14085.149000000001,147658.0,147658.0,2698.909,70.0,70.0
2003-08-01,0.0,0.0,0.0,,,,13757.856,144227.0,144227.0,2636.196,68.0,68.0
2003-09-01,0.0,0.0,0.0,,,,13213.562,138521.0,138521.0,2531.9010000000003,66.0,66.0
2003-10-01,0.0,0.0,0.0,,,,11244.764,117882.0,117882.0,2154.652,56.0,56.0
2003-11-01,0.0,0.0,0.0,,,,10819.532,113424.0,113424.0,2073.172,54.0,54.0
2003-12-01,0.0,0.0,0.0,,,,10979.677,115103.0,115103.0,2103.858,55.0,55.0
2004-01-01,0.0,0.0,0.0,,,,9435.99,104596.0,104596.0,917.778,73.0,73.0
2004-02-01,0.0,0.0,0.0,,,,9484.489,105133.0,105133.0,858.5730000000001,68.0,68.0
2004-03-01,0.0,0.0,0.0,,,,9354.356,103691.0,103691.0,1570.79,124.0,124.0
2004-04-01,0.0,0.0,0.0,,,,10463.087,115981.0,115981.0,1512.5890000000002,120.0,120.0
2004-05-01,0.0,0.0,0.0,,,,11743.796,130177.0,130177.0,1953.337,154.0,154.0
2004-06-01,0.0,0.0,0.0,,,,13295.996,147383.0,147383.0,2524.69,199.0,199.0
2004-07-01,0.0,0.0,0.0,,,,13903.595000000001,154118.0,154118.0,2786.52,220.0,220.0
2004-08-01,0.0,0.0,0.0,,,,13548.666000000001,150184.0,150184.0,2575.3920000000003,203.0,203.0
2004-09-01,0.0,0.0,0.0,,,,13288.449,147299.0,147299.0,2500.045,198.0,198.0
2004-10-01,0.0,0.0,0.0,,,,13052.241,144681.0,144681.0,2622.74,207.0,207.0
2004-11-01,0.0,0.0,0.0,,,,10284.696,114003.0,114003.0,1708.391,135.0,135.0
2004-12-01,0.0,0.0,0.0,,,,9715.639000000001,107696.0,107696.0,1261.154,100.0,100.0
2005-01-01,0.0,0.0,0.0,,,,6688.235000000001,73531.27,73531.27,1109.221,71.68,71.68
2005-02-01,0.0,0.0,0.0,,,,5552.193,61041.48,61041.48,920.812,59.5,59.5
2005-03-01,0.0,0.0,0.0,,,,6875.937,75594.89,75594.89,1140.35,73.69,73.69
2005-04-01,0.0,0.0,0.0,,,,6774.923000000001,74484.32,74484.32,1123.597,72.61,72.61
2005-05-01,0.0,0.0,0.0,,,,7986.539000000001,87804.98,87804.98,1324.54,85.59,85.59
2005-06-01,0.0,0.0,0.0,,,,10079.232,110812.3,110812.3,1671.605,108.02,108.02
2005-07-01,0.0,0.0,0.0,,,,12632.292,138880.95,138880.95,2095.021,135.38,135.38
2005-08-01,0.0,0.0,0.0,,,,13085.685,143865.61,143865.61,2170.215,140.24,140.24
2005-09-01,0.0,0.0,0.0,,,,9957.388,109472.74,109472.74,1651.3980000000001,106.72,106.72
2005-10-01,0.0,0.0,0.0,,,,7954.738,87455.35,87455.35,1319.266,85.25,85.25
2005-11-01,0.0,0.0,0.0,,,,6786.7080000000005,74613.9,74613.9,1125.5520000000001,72.73,72.73
2005-12-01,0.0,0.0,0.0,,,,6623.13,72815.49,72815.49,1098.423,70.98,70.98
2006-01-01,92.784,919.0,919.0,,,,7708.207,79563.0,79563.0,1189.64,9.0,9.0
2006-02-01,91.81700000000001,910.0,910.0,,,,9145.085000000001,94395.0,94395.0,1411.4,11.0,11.0
2006-03-01,80.504,798.0,798.0,,,,10430.807,107666.0,107666.0,1609.8310000000001,12.0,12.0
2006-04-01,106.199,1052.0,1052.0,,,,11667.086,120427.0,120427.0,1800.631,14.0,14.0
2006-05-01,95.977,951.0,951.0,,,,13513.399000000001,139484.0,139484.0,2085.581,16.0,16.0
2006-06-01,114.785,1137.0,1137.0,,,,17219.746,177741.0,177741.0,2657.597,20.0,20.0
2006-07-01,111.35,1103.0,1103.0,,,,21648.977,223459.0,223459.0,3341.179,25.0,25.0
2006-08-01,119.835,1187.0,1187.0,,,,21921.998,226277.0,226277.0,3383.3160000000003,26.0,26.0
2006-09-01,85.132,844.0,844.0,,,,14915.777,153959.0,153959.0,2302.016,17.0,17.0
2006-10-01,109.57400000000001,1086.0,1086.0,,,,13504.918,139396.0,139396.0,2084.272,16.0,16.0
2006-11-01,95.641,948.0,948.0,,,,10029.502,103524.0,103524.0,1547.8960000000002,12.0,12.0
2006-12-01,106.402,1054.0,1054.0,,,,10455.498,107921.0,107921.0,1613.642,12.0,12.0
2007-01-01,0.0,0.0,0.0,,,,6006.769,66454.0,66454.0,936.7410000000001,3523.0,3523.0
2007-02-01,0.0,0.0,0.0,,,,6054.088000000001,66977.0,66977.0,944.1210000000001,3551.0,3551.0
2007-03-01,0.0,0.0,0.0,,,,6032.058,66733.0,66733.0,940.685,3538.0,3538.0
2007-04-01,0.0,0.0,0.0,,,,7998.15,88485.0,88485.0,1247.2920000000001,4690.0,4690.0
2007-05-01,0.0,0.0,0.0,,,,8576.139000000001,94879.0,94879.0,1337.428,5030.0,5030.0
2007-06-01,0.0,0.0,0.0,,,,8787.09,97212.0,97212.0,1370.326,5154.0,5154.0
2007-07-01,0.0,0.0,0.0,,,,9729.027,107633.0,107633.0,1517.218,5706.0,5706.0
2007-08-01,0.0,0.0,0.0,,,,10450.144,115611.0,115611.0,1629.675,6129.0,6129.0
