measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-01-01,0.0,0.0,0.0,380.023,1297.0,1297.0
2022-02-01,0.0,0.0,0.0,250.089,853.0,853.0
2022-03-01,0.0,0.0,0.0,373.241,1273.0,1273.0
2022-04-01,0.0,0.0,0.0,456.026,1556.0,1556.0
2022-05-01,0.0,0.0,0.0,513.266,1751.0,1751.0
2022-06-01,0.0,0.0,0.0,516.262,1761.0,1761.0
2022-07-01,0.0,0.0,0.0,569.875,1944.0,1944.0
2022-08-01,0.0,0.0,0.0,502.701,1715.0,1715.0
2022-09-01,0.0,0.0,0.0,416.763,1422.0,1422.0
2022-10-01,0.0,0.0,0.0,330.351,1127.0,1127.0
2022-11-01,0.0,0.0,0.0,272.48,930.0,930.0
2022-12-01,0.0,0.0,0.0,176.923,604.0,604.0
2023-01-01,-4.0,0.0,0.0,251.0,856.0,856.0
2023-02-01,-7.0,0.0,0.0,467.0,1593.0,1593.0
2023-03-01,-9.0,0.0,0.0,648.0,2211.0,2211.0
2023-04-01,-3.0,0.0,0.0,865.0,2951.0,2951.0
2023-05-01,-8.0,0.0,0.0,1170.0,3992.0,3992.0
2023-06-01,-13.0,0.0,0.0,955.0,3258.0,3258.0
2023-07-01,-9.0,0.0,0.0,1028.0,3508.0,3508.0
2023-08-01,-8.0,0.0,0.0,871.0,2972.0,2972.0
2023-09-01,-9.0,0.0,0.0,778.0,2655.0,2655.0
2023-10-01,-10.0,0.0,0.0,706.0,2409.0,2409.0
2023-11-01,-9.0,0.0,0.0,460.0,1570.0,1570.0
2023-12-01,-10.0,0.0,0.0,251.0,856.0,856.0
2024-01-01,-8.0,0.0,0.0,277.0,945.0,945.0
2024-02-01,-10.0,0.0,0.0,573.0,1955.0,1955.0
2024-03-01,-10.0,0.0,0.0,718.0,2450.0,2450.0
2024-04-01,-13.0,0.0,0.0,824.0,2811.0,2811.0
2024-05-01,-11.0,0.0,0.0,920.0,3139.0,3139.0
2024-06-01,-12.0,0.0,0.0,1101.0,3757.0,3757.0
2024-07-01,-12.0,0.0,0.0,936.0,3194.0,3194.0
2024-08-01,-9.0,0.0,0.0,950.0,3241.0,3241.0
2024-09-01,-12.0,0.0,0.0,798.0,2723.0,2723.0
2024-10-01,-14.0,0.0,0.0,813.0,2774.0,2774.0
2024-11-01,-11.0,0.0,0.0,477.0,1628.0,1628.0
2024-12-01,-11.0,0.0,0.0,238.0,812.0,812.0
