measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2016-01-01,127.031,1173.0,1173.0
2016-02-01,254.141,2346.0,2346.0
2016-03-01,221.012,2040.0,2040.0
2016-04-01,248.234,2292.0,2292.0
2016-05-01,306.454,2829.0,2829.0
2016-06-01,304.302,2809.0,2809.0
2016-07-01,350.454,3235.0,3235.0
2016-08-01,341.333,3151.0,3151.0
2016-09-01,318.047,2936.0,2936.0
2016-10-01,278.965,2575.0,2575.0
2016-11-01,244.223,2255.0,2255.0
2016-12-01,195.804,1808.0,1808.0
2017-01-01,122.599,1130.0,1130.0
2017-02-01,199.742,1840.0,1840.0
2017-03-01,274.23,2526.0,2526.0
2017-04-01,289.161,2664.0,2664.0
2017-05-01,287.004,2644.0,2644.0
2017-06-01,344.737,3176.0,3176.0
2017-07-01,337.105,3106.0,3106.0
2017-08-01,334.285,3080.0,3080.0
2017-09-01,269.917,2487.0,2487.0
2017-10-01,238.396,2196.0,2196.0
2017-11-01,146.488,1350.0,1350.0
2017-12-01,107.336,989.0,989.0
2018-01-01,135.293,1232.0,1232.0
2018-02-01,148.117,1348.0,1348.0
2018-03-01,238.661,2173.0,2173.0
2018-04-01,266.401,2425.0,2425.0
2018-05-01,335.748,3057.0,3057.0
2018-06-01,327.374,2980.0,2980.0
2018-07-01,384.685,3502.0,3502.0
2018-08-01,310.888,2830.0,2830.0
2018-09-01,192.342,1751.0,1751.0
2018-10-01,184.492,1680.0,1680.0
2018-11-01,110.172,1003.0,1003.0
2018-12-01,152.827,1391.0,1391.0
2019-01-01,146.633,1306.0,1306.0
2019-02-01,169.345,1508.0,1508.0
2019-03-01,238.049,2120.0,2120.0
2019-04-01,260.902,2323.0,2323.0
2019-05-01,263.457,2346.0,2346.0
2019-06-01,290.57,2588.0,2588.0
2019-07-01,347.917,3098.0,3098.0
2019-08-01,288.015,2565.0,2565.0
2019-09-01,271.549,2418.0,2418.0
2019-10-01,183.682,1636.0,1636.0
2019-11-01,148.337,1321.0,1321.0
2019-12-01,93.544,833.0,833.0
2020-01-01,107.23,940.0,940.0
2020-02-01,140.455,1231.0,1231.0
2020-03-01,213.715,1874.0,1874.0
2020-04-01,204.91,1796.0,1796.0
2020-05-01,288.884,2533.0,2533.0
2020-06-01,272.937,2393.0,2393.0
2020-07-01,268.784,2356.0,2356.0
2020-08-01,254.082,2228.0,2228.0
2020-09-01,220.609,1934.0,1934.0
2020-10-01,160.39,1406.0,1406.0
2020-11-01,114.707,1006.0,1006.0
2020-12-01,87.297,765.0,765.0
2021-01-01,136.797,1210.0,1210.0
2021-02-01,108.048,956.0,956.0
2021-03-01,341.992,3025.0,3025.0
2021-04-01,276.8,2448.0,2448.0
2021-05-01,344.023,3043.0,3043.0
2021-06-01,356.634,3154.0,3154.0
2021-07-01,280.647,2482.0,2482.0
2021-08-01,282.891,2502.0,2502.0
2021-09-01,262.906,2325.0,2325.0
2021-10-01,194.294,1718.0,1718.0
2021-11-01,192.157,1699.0,1699.0
2021-12-01,102.811,909.0,909.0
2022-01-01,255.185,871.0,871.0
2022-02-01,167.935,573.0,573.0
2022-03-01,250.632,855.0,855.0
2022-04-01,306.222,1045.0,1045.0
2022-05-01,344.658,1176.0,1176.0
2022-06-01,346.67,1183.0,1183.0
2022-07-01,382.672,1306.0,1306.0
2022-08-01,337.564,1152.0,1152.0
2022-09-01,279.856,955.0,955.0
2022-10-01,221.831,757.0,757.0
2022-11-01,182.971,624.0,624.0
2022-12-01,118.804,405.0,405.0
2023-01-01,78.0,266.0,266.0
2023-02-01,139.0,474.0,474.0
2023-03-01,242.0,826.0,826.0
2023-04-01,287.0,979.0,979.0
2023-05-01,336.0,1146.0,1146.0
2023-06-01,265.0,904.0,904.0
2023-07-01,335.0,1143.0,1143.0
2023-08-01,297.0,1013.0,1013.0
2023-09-01,235.0,802.0,802.0
2023-10-01,196.0,669.0,669.0
2023-11-01,145.0,495.0,495.0
2023-12-01,88.0,300.0,300.0
2024-01-01,57.0,194.0,194.0
2024-02-01,183.0,624.0,624.0
2024-03-01,223.0,761.0,761.0
2024-04-01,279.0,952.0,952.0
2024-05-01,300.0,1024.0,1024.0
2024-06-01,347.0,1184.0,1184.0
2024-07-01,328.0,1119.0,1119.0
2024-08-01,275.0,938.0,938.0
2024-09-01,240.0,819.0,819.0
2024-10-01,196.0,669.0,669.0
2024-11-01,134.0,457.0,457.0
2024-12-01,84.0,287.0,287.0
