measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2003-01-01,0.369,3.78,3.78
2003-02-01,0.341,3.49,3.49
2003-03-01,0.376,3.85,3.85
2003-04-01,0.355,3.64,3.64
2003-05-01,0.40700000000000003,4.17,4.17
2003-06-01,0.42400000000000004,4.34,4.34
2003-07-01,0.544,5.57,5.57
2003-08-01,0.511,5.23,5.23
2003-09-01,0.467,4.78,4.78
2003-10-01,0.44,4.51,4.51
2003-11-01,0.372,3.81,3.81
2003-12-01,0.395,4.05,4.05
2004-01-01,0.332,3.33,3.33
2004-02-01,0.516,5.17,5.17
2004-03-01,0.735,7.37,7.37
2004-04-01,1.02,10.22,10.22
2004-05-01,1.619,16.23,16.23
2004-06-01,1.744,17.48,17.48
2004-07-01,1.502,15.05,15.05
2004-08-01,1.256,12.59,12.59
2004-09-01,0.916,9.18,9.18
2004-10-01,0.662,6.63,6.63
2004-11-01,0.397,3.98,3.98
2004-12-01,0.3,3.01,3.01
2005-01-01,931.8770000000001,9317.84,9317.84
2005-02-01,697.7320000000001,6976.63,6976.63
2005-03-01,1229.8020000000001,12296.79,12296.79
2005-04-01,1400.633,14004.93,14004.93
2005-05-01,1442.789,14426.45,14426.45
2005-06-01,1611.6290000000001,16114.68,16114.68
2005-07-01,1291.386,12912.57,12912.57
2005-08-01,999.893,9997.94,9997.94
2005-09-01,1187.304,11871.85,11871.85
2005-10-01,1091.084,10909.75,10909.75
2005-11-01,966.003,9659.07,9659.07
2005-12-01,958.8670000000001,9587.71,9587.71
2006-01-01,1178.082,11685.0,11685.0
2006-02-01,936.315,9287.0,9287.0
2006-03-01,1309.2160000000001,12986.0,12986.0
2006-04-01,1406.5610000000001,13952.0,13952.0
2006-05-01,1437.2330000000002,14256.0,14256.0
2006-06-01,1332.6080000000002,13218.0,13218.0
2006-07-01,1233.597,12236.0,12236.0
2006-08-01,1034.616,10262.0,10262.0
2006-09-01,1134.218,11250.0,11250.0
2006-10-01,1405.1280000000002,13937.0,13937.0
2006-11-01,1385.51,13743.0,13743.0
2006-12-01,1251.9160000000002,12418.0,12418.0
2007-01-01,625.9970000000001,6187.0,6187.0
2007-02-01,826.7810000000001,8172.0,8172.0
2007-03-01,1193.002,11792.0,11792.0
2007-04-01,1646.538,16274.0,16274.0
2007-05-01,1970.0880000000002,19472.0,19472.0
2007-06-01,1967.797,19450.0,19450.0
2007-07-01,1815.039,17940.0,17940.0
2007-08-01,1613.884,15952.0,15952.0
2007-09-01,1306.221,12911.0,12911.0
2007-10-01,938.812,9279.0,9279.0
2007-11-01,506.011,5001.0,5001.0
2007-12-01,626.831,6196.0,6196.0
2008-01-01,755.5780000000001,7445.0,7445.0
2008-02-01,731.7370000000001,7211.0,7211.0
2008-03-01,1254.885,12366.0,12366.0
2008-04-01,1500.931,14790.0,14790.0
2008-05-01,1924.846,18967.0,18967.0
2008-06-01,1839.1560000000002,18123.0,18123.0
2008-07-01,1951.096,19226.0,19226.0
2008-08-01,1805.66,17793.0,17793.0
2008-09-01,1131.226,11147.0,11147.0
2008-10-01,829.936,8178.0,8178.0
2008-11-01,620.8100000000001,6117.0,6117.0
2008-12-01,671.139,6613.0,6613.0
2009-01-01,329.42400000000004,3215.0,3215.0
2009-02-01,537.2090000000001,5243.0,5243.0
2009-03-01,972.3370000000001,9490.0,9490.0
2009-04-01,1320.25,12886.0,12886.0
2009-05-01,1534.6660000000002,14978.0,14978.0
2009-06-01,1859.423,18148.0,18148.0
2009-07-01,1920.3390000000002,18743.0,18743.0
2009-08-01,1481.3990000000001,14458.0,14458.0
2009-09-01,1047.519,10224.0,10224.0
2009-10-01,888.337,8670.0,8670.0
2009-11-01,515.477,5031.0,5031.0
2009-12-01,373.62,3647.0,3647.0
2010-01-01,329.865,3218.0,3218.0
2010-02-01,484.57300000000004,4727.0,4727.0
2010-03-01,874.731,8534.0,8534.0
2010-04-01,1197.698,11685.0,11685.0
2010-05-01,1509.673,14728.0,14728.0
2010-06-01,1902.0010000000002,18556.0,18556.0
2010-07-01,2027.499,19780.0,19780.0
2010-08-01,1603.307,15642.0,15642.0
2010-09-01,1207.8490000000002,11784.0,11784.0
2010-10-01,815.171,7953.0,7953.0
2010-11-01,668.323,6520.0,6520.0
2010-12-01,709.3100000000001,6920.0,6920.0
2011-01-01,358.016,3478.0,3478.0
2011-02-01,655.42,6368.0,6368.0
2011-03-01,932.503,9060.0,9060.0
2011-04-01,1463.824,14223.0,14223.0
2011-05-01,1564.299,15199.0,15199.0
2011-06-01,1555.328,15112.0,15112.0
2011-07-01,1324.925,12873.0,12873.0
2011-08-01,1384.435,13451.0,13451.0
2011-09-01,796.39,7738.0,7738.0
2011-10-01,633.813,6158.0,6158.0
2011-11-01,653.164,6346.0,6346.0
2011-12-01,481.883,4682.0,4682.0
2012-01-01,362.249,3447.0,3447.0
2012-02-01,555.457,5286.0,5286.0
2012-03-01,709.641,6753.0,6753.0
2012-04-01,734.941,6994.0,6994.0
2012-05-01,1256.572,11958.0,11958.0
2012-06-01,1299.67,12368.0,12368.0
2012-07-01,955.138,9089.0,9089.0
2012-08-01,954.242,9081.0,9081.0
2012-09-01,664.514,6324.0,6324.0
2012-10-01,740.141,7043.0,7043.0
2012-11-01,371.74,3537.0,3537.0
2012-12-01,646.695,6154.0,6154.0
2013-01-01,382.088,3646.0,3646.0
2013-02-01,577.138,5506.0,5506.0
2013-03-01,841.48,8029.0,8029.0
2013-04-01,1238.538,11817.0,11817.0
2013-05-01,1388.895,13251.0,13251.0
2013-06-01,1301.989,12422.0,12422.0
2013-07-01,1126.446,10747.0,10747.0
2013-08-01,1034.647,9872.0,9872.0
2013-09-01,925.062,8826.0,8826.0
2013-10-01,596.476,5691.0,5691.0
2013-11-01,442.386,4221.0,4221.0
2013-12-01,364.855,3481.0,3481.0
2014-01-01,418.168,3977.0,3977.0
2014-02-01,698.01,6638.0,6638.0
2014-03-01,882.428,8392.0,8392.0
2014-04-01,1091.269,10378.0,10378.0
2014-05-01,1471.946,13998.0,13998.0
2014-06-01,1550.351,14744.0,14744.0
2014-07-01,1172.902,11154.0,11154.0
2014-08-01,1072.513,10200.0,10200.0
2014-09-01,794.866,7559.0,7559.0
2014-10-01,632.936,6019.0,6019.0
2014-11-01,588.27,5594.0,5594.0
2014-12-01,475.341,4520.0,4520.0
2015-01-01,155.639,1450.0,1450.0
2015-02-01,513.047,4781.0,4781.0
2015-03-01,686.565,6398.0,6398.0
2015-04-01,1047.022,9757.0,9757.0
