measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2004-01-01,398.841,1845.02,43248.74
2004-02-01,375.987,1739.3,40770.46
2004-03-01,392.307,1814.8,42540.19
2004-04-01,398.66200000000003,1844.2,43229.35
2004-05-01,403.276,1865.54,43729.63
2004-06-01,385.87800000000004,1785.06,41843.03
2004-07-01,471.521,2181.24,51129.85
2004-08-01,487.31600000000003,2254.31,52842.55
2004-09-01,365.057,1688.74,39585.31
2004-10-01,365.038,1688.65,39583.28
2004-11-01,380.66900000000004,1760.96,41278.18
2004-12-01,396.34900000000005,1833.5,42978.48
2005-01-01,443.53700000000003,2051.79,47453.91
2005-02-01,399.16900000000004,1846.55,42707.1
2005-03-01,426.119,1971.21,45590.42
2005-04-01,419.66700000000003,1941.37,44900.13
2005-05-01,420.31,1944.34,44968.88
2005-06-01,435.211,2013.27,46563.13
2005-07-01,453.581,2098.25,48528.62
2005-08-01,447.94300000000004,2072.17,47925.45
2005-09-01,432.252,1999.58,46246.56
2005-10-01,441.17600000000004,2040.86,47201.35
2005-11-01,427.475,1977.49,45735.58
2005-12-01,435.3,2013.68,46572.71
2006-01-01,330.771,1530.14,56581.32
2006-02-01,286.54200000000003,1325.53,49015.49
2006-03-01,304.473,1408.48,52082.87
2006-04-01,304.367,1407.99,52064.64
2006-05-01,302.322,1398.53,51714.85
2006-06-01,310.24,1435.16,53069.29
2006-07-01,337.704,1562.21,57767.32
2006-08-01,331.127,1531.78,56642.34
2006-09-01,318.81100000000004,1474.81,54535.57
2006-10-01,303.995,1406.27,52001.14
2006-11-01,302.345,1398.64,51718.93
2006-12-01,324.11400000000003,1499.34,55442.64
2007-01-01,131.544,654.0,41962.0
2007-02-01,117.905,587.0,37608.0
2007-03-01,120.85900000000001,598.0,38544.0
2007-04-01,122.45400000000001,609.0,39063.0
2007-05-01,130.27200000000002,643.0,41556.0
2007-06-01,128.83,643.0,41093.0
2007-07-01,140.526,699.0,44827.0
2007-08-01,135.80700000000002,677.0,43315.0
2007-09-01,128.59,643.0,41014.0
2007-10-01,120.585,598.0,38465.0
2007-11-01,126.122,620.0,40224.0
2007-12-01,124.505,620.0,39717.0
2008-01-01,12.280000000000001,57.0,2511.0
2008-02-01,10.26,47.0,2092.0
2008-03-01,12.056000000000001,56.0,2463.0
2008-04-01,10.849,50.0,2216.0
2008-05-01,11.629000000000001,54.0,2378.0
2008-06-01,11.866000000000001,55.0,2425.0
2008-07-01,12.418000000000001,57.0,2539.0
2008-08-01,12.431000000000001,58.0,2539.0
2008-09-01,11.757000000000001,54.0,2397.0
2008-10-01,12.032,56.0,2454.0
2008-11-01,10.425,48.0,2130.0
2008-12-01,9.737,45.0,1988.0
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0
2012-01-01,0.0,7031.0,7031.0
2012-02-01,0.0,6947.0,6947.0
2012-03-01,0.0,6040.0,6040.0
2012-04-01,0.0,6502.0,6502.0
2012-05-01,0.0,6695.0,6695.0
2012-06-01,0.0,6854.0,6854.0
2012-07-01,0.0,7140.0,7140.0
2012-08-01,0.0,7090.0,7090.0
2012-09-01,0.0,7056.0,7056.0
2012-10-01,0.0,5418.0,5418.0
2012-11-01,0.0,6644.0,6644.0
2012-12-01,0.0,7123.0,7123.0
