measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-07-01,11658.37478,69660.63,293871.2,,,,6.971909999999999,41.66,175.74,573.1033199999999,3424.38,14446.14
2005-08-01,11545.41526,68985.68,291074.99,,,,7.45261,44.53,187.89,674.36414,4029.43,17001.6
2005-09-01,10402.20042,62154.79,262213.63,,,,4.93067,29.46,124.29,526.6899000000001,3147.06,13276.54
2005-10-01,9741.43648,58206.63,245551.79,,,,3.41017,20.38,85.96,482.53634,2883.23,12163.26
2005-11-01,9571.35185,57190.33,241141.02,,,,3.06263,18.3,77.16,223.07752,1332.92,5620.22
2005-12-01,11032.56923,65921.34,278151.69,,,,3.30638,19.76,83.36,662.10339,3956.17,16692.86
2006-01-01,8378.42224,50062.4,233265.12,,,,3.92476,23.45,109.27,280.51,1676.09,7809.73
2006-02-01,7877.51112,47069.37,219321.43,,,,3.91323,23.38,108.95,258.52665,1544.74,7197.76
2006-03-01,7692.4152,45963.39,214171.06,,,,4.2691099999999995,25.51,118.86,245.42968,1466.48,6833.22
2006-04-01,7698.86824,46001.95,214375.13,,,,3.58879,21.44,99.93,188.32697000000002,1125.28,5243.97
2006-05-01,8096.46395,48377.65,225457.85,,,,3.48123,20.8,96.94,171.12581999999998,1022.5,4765.25
2006-06-01,8282.33786,49488.28,230637.53,,,,4.45292,26.61,124.0,166.19322,993.03,4627.97
2006-07-01,8697.90502,51971.36,242199.94,,,,6.66923,39.85,185.71,198.18875,1184.21,5518.72
2006-08-01,8693.65468,51945.95,242094.07,,,,6.27855,37.52,174.84,169.39978,1012.19,4717.31
2006-09-01,7851.66957,46914.97,218636.35,,,,4.45345,26.61,124.01,177.21798,1058.91,4934.78
2006-10-01,7687.150900000001,45931.94,214057.8,,,,4.96657,29.68,138.3,167.93052999999998,1003.41,4676.22
2006-11-01,7793.97528,46570.23,217016.98,,,,4.27234,25.53,118.96,205.78737,1229.61,5729.98
2006-12-01,8308.21596,49642.89,231308.62,,,,4.1751499999999995,24.95,116.24,282.73289,1689.37,7871.55
2007-01-01,5211.178,31126.0,177584.0,,,,4.819,29.0,164.0,1019.231,6093.0,34733.0
2007-02-01,6766.603,40430.0,211292.0,,,,8.82,53.0,275.0,178.109,1062.0,5562.0
2007-03-01,6726.785000000001,40186.0,213635.0,,,,7.644,46.0,243.0,547.5260000000001,3270.0,17389.0
2007-04-01,7792.241,46565.0,231623.0,,,,9.334,56.0,277.0,107.456,643.0,3194.0
2007-05-01,8408.044,50233.0,227633.0,,,,3.843,23.0,104.0,19.547,120.0,529.0
2007-06-01,8194.341,48968.0,233696.0,,,,2.217,13.0,63.0,33.213,198.0,947.0
2007-07-01,9361.881000000001,55942.0,235224.0,,,,3.735,22.0,94.0,24.198,147.0,608.0
2007-08-01,9629.859,57540.0,253501.0,,,,5.386,33.0,142.0,92.59400000000001,553.0,2438.0
2007-09-01,7674.259,45858.0,215487.0,,,,5.195,31.0,146.0,66.327,397.0,1862.0
2007-10-01,9568.925000000001,57163.0,236421.0,,,,10.445,62.0,258.0,326.124,1946.0,8058.0
2007-11-01,7927.6720000000005,47366.0,227442.0,,,,8.177,49.0,235.0,437.007,2611.0,12538.0
2007-12-01,8531.377,50969.0,240698.0,,,,9.183,55.0,259.0,31.078000000000003,186.0,877.0
2008-01-01,7059.2300000000005,42180.0,215064.0,,,,9.534,57.0,290.0,141.169,844.0,4301.0
2008-02-01,6014.337,35937.0,202824.0,,,,11.545,69.0,389.0,303.456,1813.0,10234.0
2008-03-01,7119.35,42539.0,197890.0,,,,8.523,51.0,237.0,383.594,2292.0,10662.0
2008-04-01,6704.582,40061.0,190437.0,,,,14.179,85.0,403.0,480.608,2872.0,13651.0
2008-05-01,7273.712,43462.0,206602.0,,,,8.05,48.0,229.0,11.717,70.0,333.0
2008-06-01,5227.081,31233.0,138684.0,,,,9.511000000000001,57.0,252.0,34.494,206.0,915.0
2008-07-01,4377.151,26154.0,129155.0,,,,12.602,75.0,372.0,330.123,1973.0,9741.0
2008-08-01,7613.517000000001,45492.0,194463.0,,,,11.412,68.0,291.0,795.942,4756.0,20330.0
2008-09-01,9049.297,54071.0,226134.0,,,,9.521,57.0,238.0,623.8870000000001,3728.0,15590.0
2008-10-01,8116.522,48497.0,198892.0,,,,8.575000000000001,51.0,210.0,62.42100000000001,373.0,1530.0
2008-11-01,2889.261,17264.0,130125.0,,,,3.293,20.0,148.0,1.79,11.0,81.0
2008-12-01,4284.7300000000005,25602.0,121079.0,,,,14.726,88.0,416.0,2095.1820000000002,12519.0,59206.0
2009-01-01,6626.625,39595.0,216823.0,0.0,0.0,0.0,9.129,55.0,299.0,112.274,671.0,3674.0
2009-02-01,4800.396000000001,28683.0,143055.0,0.0,0.0,0.0,9.401,56.0,280.0,87.733,524.0,2615.0
2009-03-01,2998.518,17917.0,123266.0,0.0,0.0,0.0,12.427000000000001,74.0,511.0,52.412,313.0,2155.0
2009-04-01,1749.852,10456.0,58039.0,0.0,0.0,0.0,185.113,1106.0,6140.0,65.34,390.0,2167.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22207.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19851.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21527.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,120.998,723.0,23130.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.319,2.0,545.0,8.324,50.0,14213.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20668.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,522.0,0.0,0.0,26549.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,4611.0,0.0,0.0,30190.0,0.0,0.0,0.0
