measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2009-01-01,826.6790000000001,9404.0,9404.0
2009-02-01,835.903,9508.0,9508.0
2009-03-01,947.6880000000001,10779.0,10779.0
2009-04-01,895.395,10184.0,10184.0
2009-05-01,859.885,9781.0,9781.0
2009-06-01,897.71,10211.0,10211.0
2009-07-01,955.777,10871.0,10871.0
2009-08-01,913.1080000000001,10386.0,10386.0
2009-09-01,837.378,9524.0,9524.0
2009-10-01,905.176,10296.0,10296.0
2009-11-01,917.13,10432.0,10432.0
2009-12-01,920.171,10466.0,10466.0
2010-01-01,946.446,11099.0,11099.0
2010-02-01,792.1080000000001,9289.0,9289.0
2010-03-01,994.3570000000001,11660.0,11660.0
2010-04-01,1040.577,12202.0,12202.0
2010-05-01,937.315,10991.0,10991.0
2010-06-01,1020.359,11965.0,11965.0
2010-07-01,981.317,11508.0,11508.0
2010-08-01,1006.503,11803.0,11803.0
2010-09-01,978.562,11475.0,11475.0
2010-10-01,907.5070000000001,10642.0,10642.0
2010-11-01,1021.5790000000001,11979.0,11979.0
2010-12-01,1086.3700000000001,12740.0,12740.0
2011-01-01,768.402,9003.0,9003.0
2011-02-01,872.901,10226.0,10226.0
2011-03-01,886.837,10390.0,10390.0
2011-04-01,878.621,10294.0,10294.0
2011-05-01,943.55,11054.0,11054.0
2011-06-01,977.481,11452.0,11452.0
2011-07-01,987.556,11570.0,11570.0
2011-08-01,915.931,10730.0,10730.0
2011-09-01,876.148,10264.0,10264.0
2011-10-01,960.948,11258.0,11258.0
2011-11-01,954.226,11179.0,11179.0
2011-12-01,1010.399,11838.0,11838.0
2012-01-01,955.79,10797.0,10797.0
2012-02-01,925.481,10455.0,10455.0
2012-03-01,1018.772,11509.0,11509.0
2012-04-01,965.237,10904.0,10904.0
2012-05-01,950.072,10733.0,10733.0
2012-06-01,1005.984,11364.0,11364.0
2012-07-01,996.019,11252.0,11252.0
2012-08-01,992.129,11208.0,11208.0
2012-09-01,938.601,10603.0,10603.0
2012-10-01,949.521,10726.0,10726.0
2012-11-01,911.643,10299.0,10299.0
2012-12-01,995.751,11249.0,11249.0
2013-01-01,841.919,9701.0,9701.0
2013-02-01,777.845,8963.0,8963.0
2013-03-01,877.298,10109.0,10109.0
2013-04-01,755.188,8702.0,8702.0
2013-05-01,781.803,9009.0,9009.0
2013-06-01,867.358,9995.0,9995.0
2013-07-01,893.44,10295.0,10295.0
2013-08-01,904.16,10419.0,10419.0
2013-09-01,851.778,9815.0,9815.0
2013-10-01,850.304,9798.0,9798.0
2013-11-01,847.17,9762.0,9762.0
2013-12-01,931.737,10736.0,10736.0
2014-01-01,817.631,9065.0,9065.0
2014-02-01,675.127,7485.0,7485.0
2014-03-01,869.926,9644.0,9644.0
2014-04-01,926.522,10272.0,10272.0
2014-05-01,913.821,10131.0,10131.0
2014-06-01,887.748,9842.0,9842.0
2014-07-01,953.238,10568.0,10568.0
2014-08-01,955.12,10589.0,10589.0
2014-09-01,917.295,10169.0,10169.0
2014-10-01,748.446,8298.0,8298.0
2014-11-01,823.761,9133.0,9133.0
2014-12-01,977.365,10835.0,10835.0
2015-01-01,811.864,9169.0,9169.0
2015-02-01,640.145,7230.0,7230.0
2015-03-01,789.748,8919.0,8919.0
2015-04-01,793.12,8957.0,8957.0
2015-05-01,760.69,8591.0,8591.0
2015-06-01,785.759,8874.0,8874.0
2015-07-01,816.267,9219.0,9219.0
2015-08-01,837.478,9458.0,9458.0
2015-09-01,768.749,8682.0,8682.0
2015-10-01,749.165,8461.0,8461.0
2015-11-01,822.262,9287.0,9287.0
2015-12-01,876.753,9902.0,9902.0
2016-01-01,1023.286,11611.0,11611.0
2016-02-01,965.312,10953.0,10953.0
2016-03-01,1020.7,11581.0,11581.0
2016-04-01,960.269,10896.0,10896.0
2016-05-01,994.492,11284.0,11284.0
2016-06-01,952.196,10804.0,10804.0
2016-07-01,983.161,11156.0,11156.0
2016-08-01,976.12,11075.0,11075.0
2016-09-01,831.943,9439.0,9439.0
2016-10-01,760.371,8627.0,8627.0
2016-11-01,982.432,11147.0,11147.0
2016-12-01,996.718,11309.0,11309.0
2017-01-01,1073.566,11617.0,11617.0
2017-02-01,940.601,10178.0,10178.0
2017-03-01,1059.757,11467.0,11467.0
2017-04-01,871.89,9435.0,9435.0
2017-05-01,985.953,10669.0,10669.0
2017-06-01,1041.224,11267.0,11267.0
2017-07-01,1035.03,11200.0,11200.0
2017-08-01,1096.144,11862.0,11862.0
2017-09-01,948.742,10266.0,10266.0
2017-10-01,986.222,10672.0,10672.0
2017-11-01,1015.83,10992.0,10992.0
2017-12-01,1055.041,11417.0,11417.0
2018-01-01,984.143,10699.0,10699.0
2018-02-01,973.828,10587.0,10587.0
2018-03-01,1056.819,11489.0,11489.0
2018-04-01,919.277,9994.0,9994.0
2018-05-01,1034.397,11245.0,11245.0
2018-06-01,980.98,10665.0,10665.0
2018-07-01,1030.57,11204.0,11204.0
2018-08-01,1072.972,11665.0,11665.0
2018-09-01,948.187,10308.0,10308.0
2018-10-01,1022.447,11116.0,11116.0
2018-11-01,1041.789,11326.0,11326.0
2018-12-01,1050.591,11421.0,11421.0
2019-01-01,1008.261,11614.0,11614.0
2019-02-01,948.232,10922.0,10922.0
2019-03-01,978.014,11265.0,11265.0
2019-04-01,953.929,10987.0,10987.0
2019-05-01,969.712,11169.0,11169.0
2019-06-01,1023.41,11787.0,11787.0
2019-07-01,1050.608,12101.0,12101.0
2019-08-01,1049.366,12087.0,12087.0
2019-09-01,975.081,11231.0,11231.0
2019-10-01,1041.17,11992.0,11992.0
2019-11-01,990.438,11408.0,11408.0
2019-12-01,1063.779,12253.0,12253.0
2020-01-01,1106.413,12299.0,12299.0
2020-02-01,946.412,10520.0,10520.0
2020-03-01,1034.873,11504.0,11504.0
2020-04-01,1023.257,11375.0,11375.0
2020-05-01,1010.06,11228.0,11228.0
2020-06-01,1000.263,11119.0,11119.0
2020-07-01,1060.302,11786.0,11786.0
2020-08-01,1045.23,11619.0,11619.0
2020-09-01,989.492,10999.0,10999.0
2020-10-01,795.33,8841.0,8841.0
2020-11-01,898.451,9987.0,9987.0
2020-12-01,986.917,10970.0,10970.0
2021-01-01,910.626,10280.0,10280.0
2021-02-01,738.681,8339.0,8339.0
2021-03-01,908.797,10260.0,10260.0
2021-04-01,865.269,9768.0,9768.0
2021-05-01,888.839,10035.0,10035.0
2021-06-01,875.117,9880.0,9880.0
2021-07-01,858.842,9696.0,9696.0
2021-08-01,827.572,9343.0,9343.0
2021-09-01,812.025,9167.0,9167.0
2021-10-01,815.306,9205.0,9205.0
2021-11-01,719.051,8118.0,8118.0
2021-12-01,824.875,9312.0,9312.0
2022-01-01,749.16,8889.0,8889.0
2022-02-01,637.194,7561.0,7561.0
2022-03-01,852.309,10113.0,10113.0
2022-04-01,797.2,9459.0,9459.0
2022-05-01,801.194,9506.0,9506.0
2022-06-01,761.394,9034.0,9034.0
2022-07-01,768.037,9113.0,9113.0
2022-08-01,712.256,8451.0,8451.0
2022-09-01,570.26,6766.0,6766.0
2022-10-01,728.679,8646.0,8646.0
