measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,22.817,367.0,367.0
2022-02-01,20.314,328.0,328.0
2022-03-01,16.176,260.0,260.0
2022-04-01,16.862,271.0,271.0
2022-05-01,24.91,401.0,401.0
2022-06-01,30.323,488.0,488.0
2022-07-01,35.732,575.0,575.0
2022-08-01,35.918,578.0,578.0
2022-09-01,30.277,487.0,487.0
2022-10-01,23.4,377.0,377.0
2022-11-01,21.932,353.0,353.0
2022-12-01,24.339,392.0,392.0
2023-01-01,19.518,313.0,313.0
2023-02-01,18.41,296.0,296.0
2023-03-01,18.169,292.0,292.0
2023-04-01,17.547,282.0,282.0
2023-05-01,25.052,403.0,403.0
2023-06-01,28.94,466.0,466.0
2023-07-01,31.738,510.0,510.0
2023-08-01,34.933,562.0,562.0
2023-09-01,29.429,473.0,473.0
2023-10-01,21.723,349.0,349.0
2023-11-01,20.14,324.0,324.0
2023-12-01,21.401,344.0,344.0
2024-01-01,17.106,280.0,280.0
2024-02-01,11.812,193.0,193.0
2024-03-01,13.404,220.0,220.0
2024-04-01,12.593,206.0,206.0
2024-05-01,16.826,276.0,276.0
2024-06-01,18.983,311.0,311.0
2024-07-01,20.519,336.0,336.0
2024-08-01,23.185,380.0,380.0
2024-09-01,19.237,316.0,316.0
2024-10-01,16.664,274.0,274.0
2024-11-01,13.35,218.0,218.0
2024-12-01,14.321,235.0,235.0
