measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-01-01,2492.0,51656.0,51656.0
2009-02-01,3878.0,80396.0,80396.0
2009-03-01,4301.0,89158.0,89158.0
2009-04-01,1949.0,40406.0,40406.0
2009-05-01,3017.0,62554.0,62554.0
2009-06-01,1238.0,25669.0,25669.0
2009-07-01,6169.0,127895.0,127895.0
2009-08-01,5583.0,115745.0,115745.0
2009-09-01,3149.0,65291.0,65291.0
2009-10-01,8404.0,174227.0,174227.0
2009-11-01,6555.0,135890.0,135890.0
2009-12-01,4832.0,99973.0,99973.0
2010-01-01,7793.0,105211.0,105211.0
2010-02-01,6084.0,89534.0,89534.0
2010-03-01,8530.0,99881.0,99881.0
2010-04-01,4177.0,57637.0,57637.0
2010-05-01,8197.0,151489.0,151489.0
2010-06-01,5572.0,90419.0,90419.0
2010-07-01,3964.0,51126.0,51126.0
2010-08-01,3906.0,60182.0,60182.0
2010-09-01,6261.0,74929.0,74929.0
2010-10-01,6294.0,78076.0,78076.0
2010-11-01,6824.0,80043.0,80043.0
2010-12-01,6629.0,81660.0,81660.0
