measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2010-09-01,0.0,22.0,22.0
2010-10-01,0.0,0.0,0.0
2010-11-01,29.400000000000002,22.0,22.0
2010-12-01,151.0,1894.0,1894.0
2011-01-01,116.0,1449.0,1449.0
2011-02-01,95.0,1208.0,1208.0
2011-03-01,16.0,242.0,242.0
2011-04-01,49.0,648.0,648.0
2011-05-01,117.0,1623.0,1623.0
2011-06-01,155.0,2162.0,2162.0
2011-07-01,0.0,105.0,105.0
2011-08-01,0.0,105.0,105.0
2011-09-01,0.0,28.0,28.0
2011-10-01,0.0,33.0,33.0
2011-11-01,119.0,1480.0,1480.0
2011-12-01,32.0,413.0,413.0
2012-01-01,0.0,0.0,0.0
2012-02-01,12.0,193.0,193.0
2012-03-01,0.0,50.0,50.0
2012-04-01,0.0,28.0,28.0
2012-05-01,33.0,572.0,572.0
2012-06-01,9.0,132.0,132.0
2012-07-01,126.0,1661.0,1661.0
2012-08-01,0.0,61.0,61.0
2012-09-01,17.0,330.0,330.0
2012-10-01,0.0,17.0,17.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,22.0,22.0
2013-01-01,0.0,28.0,28.0
2013-02-01,18.0,198.0,198.0
2013-03-01,42.0,567.0,567.0
2013-04-01,0.0,55.0,55.0
2013-05-01,0.0,28.0,28.0
2013-06-01,24.0,292.0,292.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,55.0,55.0
2013-09-01,0.0,1238.0,1238.0
2013-10-01,0.0,171.0,171.0
2013-11-01,0.0,0.0,0.0
2013-12-01,0.0,33.0,33.0
2014-01-01,0.0,176.0,176.0
2014-02-01,0.0,1606.0,1606.0
2014-03-01,0.0,4147.0,4147.0
2014-04-01,0.0,110.0,110.0
2014-05-01,197.0,2547.0,2547.0
2014-06-01,0.0,72.0,72.0
2014-07-01,71.0,935.0,935.0
2014-08-01,181.0,2536.0,2536.0
2014-09-01,123.0,1717.0,1717.0
2014-10-01,34.0,481.0,481.0
2014-11-01,0.0,162.0,162.0
2014-12-01,48.0,676.0,676.0
2015-01-01,0.0,40.0,40.0
2015-02-01,57.0,803.0,803.0
2015-03-01,64.0,850.0,850.0
2015-04-01,11.0,168.0,168.0
2015-05-01,23.0,329.0,329.0
2015-06-01,0.0,29.0,29.0
2015-07-01,106.0,1410.0,1410.0
2015-08-01,0.0,81.0,81.0
2015-09-01,56.0,781.0,781.0
2015-10-01,0.0,87.0,87.0
2015-11-01,0.0,41.0,41.0
2015-12-01,202.0,2760.0,2760.0
2016-01-01,80.0,1094.0,1094.0
2016-02-01,0.0,92.0,92.0
2016-03-01,0.0,87.0,87.0
2016-04-01,0.0,75.0,75.0
2016-05-01,42.0,647.0,647.0
2016-06-01,0.0,265.0,265.0
2016-07-01,5.0,92.0,92.0
2016-08-01,10.0,225.0,225.0
2016-09-01,278.0,4097.0,4097.0
2016-10-01,14.0,231.0,231.0
2016-11-01,12.0,294.0,294.0
2016-12-01,0.0,69.0,69.0
2017-01-01,17.9,321.0,321.0
2017-02-01,9.76,178.0,178.0
2017-03-01,12.547,229.0,229.0
2017-04-01,15.217,275.0,275.0
2017-05-01,16.221,293.0,293.0
2017-06-01,11.142,201.0,201.0
2017-07-01,8.76,161.0,161.0
2017-08-01,7.249,132.0,132.0
2017-09-01,11.345,206.0,206.0
2017-10-01,13.169,241.0,241.0
2017-11-01,20.596,373.0,373.0
2017-12-01,20.094,367.0,367.0
2018-01-01,33.767,470.0,470.0
2018-02-01,25.272,356.0,356.0
2018-03-01,36.912,522.0,522.0
2018-04-01,26.255,373.0,373.0
2018-05-01,33.941,482.0,482.0
2018-06-01,47.484,671.0,671.0
2018-07-01,20.245,287.0,287.0
2018-08-01,27.567,390.0,390.0
2018-09-01,29.68,419.0,419.0
2018-10-01,31.935,453.0,453.0
2018-11-01,30.901,436.0,436.0
2018-12-01,33.041,465.0,465.0
2019-01-01,74.019,990.0,990.0
2019-02-01,68.916,919.0,919.0
2019-03-01,99.607,1326.0,1326.0
2019-04-01,57.957,770.0,770.0
2019-05-01,102.113,1359.0,1359.0
2019-06-01,87.438,1166.0,1166.0
2019-07-01,52.199,693.0,693.0
2019-08-01,68.818,919.0,919.0
2019-09-01,79.008,1051.0,1051.0
2019-10-01,83.635,1111.0,1111.0
2019-11-01,73.18,974.0,974.0
2019-12-01,78.11,1040.0,1040.0
2020-01-01,81.959,1089.0,1089.0
2020-02-01,85.213,1139.0,1139.0
2020-03-01,72.806,974.0,974.0
2020-04-01,82.568,1106.0,1106.0
2020-05-01,95.159,1271.0,1271.0
2020-06-01,114.712,1535.0,1535.0
2020-07-01,58.528,781.0,781.0
2020-08-01,94.877,1271.0,1271.0
2020-09-01,72.667,974.0,974.0
2020-10-01,90.663,1210.0,1210.0
2020-11-01,121.772,1628.0,1628.0
2020-12-01,97.076,1298.0,1298.0
2021-01-01,11.872,154.0,154.0
2021-02-01,2118.21,27121.0,27121.0
2021-03-01,0.919,11.0,11.0
2021-04-01,6.807,88.0,88.0
2021-05-01,0.68,11.0,11.0
2021-06-01,104.893,1342.0,1342.0
2021-07-01,301.745,3861.0,3861.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.643,6.0,6.0
2021-10-01,127.905,1639.0,1639.0
2021-11-01,101.023,1293.0,1293.0
2021-12-01,117.303,1502.0,1502.0
2022-01-01,1.192,17.0,17.0
2022-02-01,2.476,33.0,33.0
2022-03-01,3.684,44.0,44.0
2022-04-01,0.0,0.0,0.0
2022-05-01,84.568,1062.0,1062.0
2022-06-01,75.022,941.0,941.0
2022-07-01,614.583,7700.0,7700.0
2022-08-01,457.676,5737.0,5737.0
2022-09-01,140.391,1760.0,1760.0
2022-10-01,247.039,3097.0,3097.0
2022-11-01,0.0,0.0,0.0
2022-12-01,752.368,9427.0,9427.0
2023-01-01,27.658,363.0,363.0
2023-02-01,1.016,11.0,11.0
2023-03-01,92.529,1216.0,1216.0
2023-04-01,0.0,0.0,0.0
2023-05-01,10.551,138.0,138.0
2023-06-01,365.24,4807.0,4807.0
2023-07-01,936.466,12326.0,12326.0
2023-08-01,2497.813,32879.0,32879.0
2023-09-01,433.21,5704.0,5704.0
2023-10-01,0.0,0.0,0.0
2023-11-01,145.46,1914.0,1914.0
2023-12-01,0.057,0.0,0.0
2024-01-01,779.712,10164.0,10164.0
2024-02-01,0.733,11.0,11.0
2024-03-01,239.897,3130.0,3130.0
2024-04-01,800.163,10434.0,10434.0
2024-05-01,180.823,2360.0,2360.0
2024-06-01,106.882,1392.0,1392.0
2024-07-01,880.195,11473.0,11473.0
2024-08-01,1063.378,13866.0,13866.0
2024-09-01,363.383,4736.0,4736.0
2024-10-01,462.356,6028.0,6028.0
2024-11-01,74.483,974.0,974.0
2024-12-01,243.995,3179.0,3179.0
