measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2016-11-01,30935.0,285592.0,285592.0
2016-12-01,63935.0,590248.0,590248.0
2017-01-01,58224.998,536427.0,536427.0
2017-02-01,63101.728,581356.0,581356.0
2017-03-01,70256.054,647269.0,647269.0
2017-04-01,65870.631,606866.0,606866.0
2017-05-01,59541.345,548554.0,548554.0
2017-06-01,51489.275,474371.0,474371.0
2017-07-01,37223.598,342941.0,342941.0
2017-08-01,30618.187,282085.0,282085.0
2017-09-01,51805.256,477282.0,477282.0
2017-10-01,68119.299,627583.0,627583.0
2017-11-01,61316.643,564910.0,564910.0
2017-12-01,65383.986,602383.0,602383.0
2018-01-01,65956.922,600472.0,600472.0
2018-02-01,60622.233,551905.0,551905.0
2018-03-01,53925.552,490938.0,490938.0
2018-04-01,61691.144,561636.0,561636.0
2018-05-01,44881.286,408599.0,408599.0
2018-06-01,44806.737,407921.0,407921.0
2018-07-01,37432.165,340782.0,340782.0
2018-08-01,37464.689,341079.0,341079.0
2018-09-01,53022.368,482716.0,482716.0
2018-10-01,60633.379,552006.0,552006.0
2018-11-01,49824.954,453606.0,453606.0
2018-12-01,58332.571,531060.0,531060.0
2019-01-01,57675.872,513604.0,513604.0
2019-02-01,46290.367,412216.0,412216.0
2019-03-01,63596.741,566329.0,566329.0
2019-04-01,57367.468,510857.0,510857.0
2019-05-01,52481.51,467348.0,467348.0
2019-06-01,44043.67,392209.0,392209.0
2019-07-01,37470.211,333672.0,333672.0
2019-08-01,45187.932,402399.0,402399.0
2019-09-01,56392.191,502172.0,502172.0
2019-10-01,74657.044,664821.0,664821.0
2019-11-01,57555.602,512533.0,512533.0
2019-12-01,58404.392,520091.0,520091.0
2020-01-01,53755.649,471276.0,471276.0
2020-02-01,60872.436,533669.0,533669.0
2020-03-01,61383.982,538153.0,538153.0
2020-04-01,60616.133,531422.0,531422.0
2020-05-01,57397.123,503201.0,503201.0
2020-06-01,55043.148,482563.0,482563.0
2020-07-01,43580.238,382068.0,382068.0
2020-08-01,44823.175,392965.0,392965.0
2020-09-01,62216.707,545454.0,545454.0
2020-10-01,62912.234,551552.0,551552.0
2020-11-01,69600.285,610186.0,610186.0
2020-12-01,62887.89,551338.0,551338.0
2021-01-01,50204.99,444013.0,444013.0
2021-02-01,42196.313,373184.0,373184.0
2021-03-01,57170.862,505619.0,505619.0
2021-04-01,48613.77,429940.0,429940.0
2021-05-01,54913.446,485655.0,485655.0
2021-06-01,35697.18,315706.0,315706.0
2021-07-01,44206.817,390965.0,390965.0
2021-08-01,51423.735,454792.0,454792.0
2021-09-01,57157.371,505500.0,505500.0
2021-10-01,68070.048,602012.0,602012.0
2021-11-01,63834.617,564553.0,564553.0
2021-12-01,61612.851,544904.0,544904.0
2022-01-01,64802.693,221107.0,221107.0
2022-02-01,58211.811,198619.0,198619.0
2022-03-01,68073.637,232267.0,232267.0
2022-04-01,68424.311,233464.0,233464.0
2022-05-01,59907.966,204406.0,204406.0
2022-06-01,47497.888,162063.0,162063.0
2022-07-01,39841.449,135939.0,135939.0
2022-08-01,44826.143,152947.0,152947.0
2022-09-01,54254.85,185118.0,185118.0
2022-10-01,55363.934,188902.0,188902.0
2022-11-01,63136.009,215420.0,215420.0
2022-12-01,51448.309,175542.0,175542.0
2023-01-01,50179.0,171211.0,171211.0
2023-02-01,67938.0,231804.0,231804.0
2023-03-01,54650.0,186466.0,186466.0
2023-04-01,62414.0,212957.0,212957.0
2023-05-01,44454.0,151677.0,151677.0
2023-06-01,32436.0,110672.0,110672.0
2023-07-01,41326.0,141004.0,141004.0
2023-08-01,41042.0,140035.0,140035.0
2023-09-01,43458.0,148279.0,148279.0
2023-10-01,51171.0,174595.0,174595.0
2023-11-01,61931.0,211309.0,211309.0
2023-12-01,64514.0,220122.0,220122.0
2024-01-01,42234.0,144102.0,144102.0
2024-02-01,52923.0,180573.0,180573.0
2024-03-01,46718.0,159402.0,159402.0
2024-04-01,66201.0,225878.0,225878.0
2024-05-01,52579.0,179400.0,179400.0
2024-06-01,55847.0,190550.0,190550.0
2024-07-01,37035.0,126363.0,126363.0
2024-08-01,54129.0,184688.0,184688.0
2024-09-01,54129.0,184688.0,184688.0
2024-10-01,54503.0,185964.0,185964.0
2024-11-01,52918.0,180556.0,180556.0
2024-12-01,63081.0,215232.0,215232.0
