measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-02-01,0.0,0.0,0.0
2003-03-01,71.0,879.0,879.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0
2003-08-01,426.0,6329.0,6329.0
2003-09-01,1.0,23.0,23.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,53.557,808.0,808.0
2004-02-01,22.199,335.0,335.0
2004-03-01,6.843,103.0,103.0
2004-04-01,12.994,196.0,196.0
2004-05-01,25.058,378.0,378.0
2004-06-01,9.302,140.0,140.0
2004-07-01,4.918,74.0,74.0
2004-08-01,4.787,72.0,72.0
2004-09-01,2.0460000000000003,31.0,31.0
2004-10-01,1.9220000000000002,29.0,29.0
2004-11-01,3.208,48.0,48.0
2004-12-01,32.164,485.0,485.0
2005-01-01,777.114,9705.52,9705.52
2005-02-01,178.876,2234.02,2234.02
2005-03-01,153.497,1917.06,1917.06
2005-04-01,153.584,1918.14,1918.14
2005-05-01,154.851,1933.96,1933.96
2005-06-01,187.58,2342.73,2342.73
2005-07-01,355.25600000000003,4436.86,4436.86
2005-08-01,314.653,3929.76,3929.76
2005-09-01,175.08,2186.61,2186.61
2005-10-01,245.465,3065.67,3065.67
2005-11-01,165.287,2064.3,2064.3
2005-12-01,452.75600000000003,5654.56,5654.56
2006-01-01,120.345,1767.0,1767.0
2006-02-01,62.973000000000006,925.0,925.0
2006-03-01,52.898,777.0,777.0
2006-04-01,101.328,1488.0,1488.0
2006-05-01,94.71600000000001,1391.0,1391.0
2006-06-01,86.09,1264.0,1264.0
2006-07-01,124.70400000000001,1832.0,1832.0
2006-08-01,120.962,1777.0,1777.0
2006-09-01,55.572,816.0,816.0
2006-10-01,58.702000000000005,862.0,862.0
2006-11-01,69.123,1015.0,1015.0
2006-12-01,76.589,1125.0,1125.0
2007-01-01,55.594,815.0,815.0
2007-02-01,219.14200000000002,3211.0,3211.0
2007-03-01,116.37700000000001,1705.0,1705.0
2007-04-01,22.196,328.0,328.0
2007-05-01,29.506,434.0,434.0
2007-06-01,93.333,1365.0,1365.0
2007-07-01,50.951,744.0,744.0
2007-08-01,60.978,897.0,897.0
2007-09-01,40.249,592.0,592.0
2007-10-01,26.049,381.0,381.0
2007-11-01,18.055,264.0,264.0
2007-12-01,43.57,639.0,639.0
2008-01-01,153.02200000000002,2303.0,2303.0
2008-02-01,122.477,1840.0,1840.0
2008-03-01,39.931000000000004,598.0,598.0
2008-04-01,27.474,410.0,410.0
2008-05-01,28.189,422.0,422.0
2008-06-01,113.545,1705.0,1705.0
2008-07-01,52.944,797.0,797.0
2008-08-01,32.853,492.0,492.0
2008-09-01,40.959,615.0,615.0
2008-10-01,19.249000000000002,287.0,287.0
2008-11-01,41.25,621.0,621.0
2008-12-01,79.107,1190.0,1190.0
2009-01-01,82.134,1281.0,1281.0
2009-02-01,15.841000000000001,246.0,246.0
2009-03-01,19.463,304.0,304.0
2009-04-01,7.287,111.0,111.0
2009-05-01,6.904,105.0,105.0
2009-06-01,6.11,94.0,94.0
2009-07-01,9.588000000000001,152.0,152.0
2009-08-01,8.213000000000001,129.0,129.0
2009-09-01,5.242,82.0,82.0
2009-10-01,5.456,88.0,88.0
2009-11-01,6.464,99.0,99.0
2009-12-01,6.298,99.0,99.0
2010-01-01,144.805,2211.0,2211.0
2010-02-01,46.446000000000005,708.0,708.0
2010-03-01,46.503,708.0,708.0
2010-04-01,34.584,527.0,527.0
2010-05-01,38.499,585.0,585.0
2010-06-01,82.49300000000001,1258.0,1258.0
2010-07-01,255.794,3902.0,3902.0
2010-08-01,103.96300000000001,1585.0,1585.0
2010-09-01,47.176,720.0,720.0
2010-10-01,30.193,462.0,462.0
2010-11-01,32.297000000000004,491.0,491.0
2010-12-01,109.247,1667.0,1667.0
2011-01-01,128.809,1925.0,1925.0
2011-02-01,49.003,731.0,731.0
2011-03-01,92.475,1386.0,1386.0
2011-04-01,83.058,1246.0,1246.0
2011-05-01,122.48,1837.0,1837.0
2011-06-01,74.356,1112.0,1112.0
2011-07-01,148.11,2217.0,2217.0
2011-08-01,49.453,743.0,743.0
2011-09-01,47.705,714.0,714.0
2011-10-01,53.192,796.0,796.0
2011-11-01,46.319,696.0,696.0
2011-12-01,49.04,737.0,737.0
2012-01-01,38.9,579.0,579.0
2012-02-01,27.762,415.0,415.0
2012-03-01,25.642,380.0,380.0
2012-04-01,35.455,527.0,527.0
2012-05-01,61.212,913.0,913.0
2012-06-01,48.459,720.0,720.0
2012-07-01,104.784,1556.0,1556.0
2012-08-01,38.434,573.0,573.0
2012-09-01,43.039,638.0,638.0
2012-10-01,32.368,480.0,480.0
2012-11-01,56.384,837.0,837.0
2012-12-01,44.561,661.0,661.0
2013-01-01,171.158,2596.0,2596.0
2013-02-01,49.818,756.0,756.0
2013-03-01,41.225,627.0,627.0
2013-04-01,68.655,1043.0,1043.0
2013-05-01,64.701,984.0,984.0
2013-06-01,53.282,809.0,809.0
2013-07-01,131.419,1998.0,1998.0
2013-08-01,67.701,1031.0,1031.0
2013-09-01,48.018,733.0,733.0
2013-10-01,56.217,856.0,856.0
2013-11-01,53.348,809.0,809.0
2013-12-01,116.458,1770.0,1770.0
2014-01-01,1667.103,21451.0,21451.0
2014-02-01,199.835,2574.0,2574.0
2014-03-01,244.105,3143.0,3143.0
2014-04-01,58.638,755.0,755.0
2014-05-01,155.532,2004.0,2004.0
2014-06-01,70.066,901.0,901.0
2014-07-01,107.031,1377.0,1377.0
2014-08-01,94.763,1220.0,1220.0
2014-09-01,85.817,1104.0,1104.0
2014-10-01,52.443,674.0,674.0
2014-11-01,102.039,1313.0,1313.0
2014-12-01,146.628,1888.0,1888.0
2015-01-01,110.748,1555.0,1555.0
2015-02-01,591.252,8323.0,8323.0
2015-03-01,79.761,1123.0,1123.0
2015-04-01,29.97,420.0,420.0
2015-05-01,53.591,755.0,755.0
2015-06-01,47.537,668.0,668.0
2015-07-01,56.17,789.0,789.0
2015-08-01,46.735,657.0,657.0
2015-09-01,29.304,415.0,415.0
2015-10-01,43.089,605.0,605.0
2015-11-01,52.708,743.0,743.0
2015-12-01,48.135,680.0,680.0
2016-01-01,30.337,516.0,516.0
2016-02-01,18.371,307.0,307.0
2016-03-01,19.704,331.0,331.0
2016-04-01,26.566,447.0,447.0
2016-05-01,21.551,365.0,365.0
2016-06-01,22.049,371.0,371.0
2016-07-01,23.407,394.0,394.0
2016-08-01,22.293,377.0,377.0
2016-09-01,14.912,249.0,249.0
2016-10-01,17.424,296.0,296.0
2016-11-01,21.193,360.0,360.0
2016-12-01,21.193,360.0,360.0
2017-01-01,81.391,1188.0,1188.0
2017-02-01,63.706,930.0,930.0
2017-03-01,83.058,1211.0,1211.0
2017-04-01,55.815,813.0,813.0
2017-05-01,90.058,1316.0,1316.0
2017-06-01,95.868,1398.0,1398.0
2017-07-01,80.0,1170.0,1170.0
2017-08-01,107.741,1574.0,1574.0
2017-09-01,78.123,1141.0,1141.0
2017-10-01,56.698,831.0,831.0
2017-11-01,103.679,1515.0,1515.0
2017-12-01,101.863,1486.0,1486.0
2018-01-01,323.137,4225.0,4225.0
2018-02-01,129.003,1688.0,1688.0
2018-03-01,99.414,1298.0,1298.0
2018-04-01,111.878,1461.0,1461.0
2018-05-01,112.048,1467.0,1467.0
2018-06-01,183.75,2404.0,2404.0
2018-07-01,72.239,943.0,943.0
2018-08-01,114.483,1496.0,1496.0
2018-09-01,58.412,762.0,762.0
2018-10-01,81.673,1065.0,1065.0
2018-11-01,131.761,1723.0,1723.0
2018-12-01,167.202,2183.0,2183.0
2019-01-01,17.426,408.0,408.0
2019-02-01,15.955,385.0,385.0
2019-03-01,9.819,233.0,233.0
2019-04-01,5.27,128.0,128.0
2019-05-01,15.211,367.0,367.0
2019-06-01,31.54,758.0,758.0
2019-07-01,10.696,257.0,257.0
2019-08-01,26.472,635.0,635.0
2019-09-01,16.464,396.0,396.0
2019-10-01,34.176,822.0,822.0
2019-11-01,30.091,723.0,723.0
2019-12-01,4.88,117.0,117.0
2020-01-01,6.499,111.0,111.0
2020-02-01,4.991,93.0,93.0
2020-03-01,6.935,128.0,128.0
2020-04-01,5.075,93.0,93.0
2020-05-01,6.403,117.0,117.0
2020-06-01,4.73,87.0,87.0
2020-07-01,6.636,122.0,122.0
2020-08-01,5.881,105.0,105.0
2020-09-01,5.443,99.0,99.0
2020-10-01,4.28,76.0,76.0
