measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,50.181000000000004,549.0,549.0
2001-02-01,42.99,470.0,470.0
2001-03-01,46.691,511.0,511.0
2001-04-01,40.935,448.0,448.0
2001-05-01,40.144000000000005,439.0,439.0
2001-06-01,40.577000000000005,444.0,444.0
2001-07-01,42.66,466.0,466.0
2001-08-01,42.407000000000004,464.0,464.0
2001-09-01,50.091,548.0,548.0
2001-10-01,48.096000000000004,526.0,526.0
2001-11-01,49.813,545.0,545.0
2001-12-01,56.417,617.0,617.0
