measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2008-01-01,14036.0,138311.0,138311.0
2008-02-01,11114.0,109517.0,109517.0
2008-03-01,14460.0,142489.0,142489.0
2008-04-01,23096.0,227588.0,227588.0
2008-05-01,20409.0,201110.0,201110.0
2008-06-01,13746.0,135453.0,135453.0
2008-07-01,9251.0,91159.0,91159.0
2008-08-01,9346.0,92095.0,92095.0
2008-09-01,14358.0,141484.0,141484.0
2008-10-01,21113.0,208048.0,208048.0
2008-11-01,22635.0,223045.0,223045.0
2008-12-01,26026.0,256460.0,256460.0
2009-01-01,20702.0,202052.0,202052.0
2009-02-01,22853.0,223045.0,223045.0
2009-03-01,24822.0,242263.0,242263.0
2009-04-01,23169.0,226129.0,226129.0
2009-05-01,18545.0,180999.0,180999.0
2009-06-01,9449.0,92222.0,92222.0
2009-07-01,9325.0,91012.0,91012.0
2009-08-01,11932.0,116456.0,116456.0
2009-09-01,7949.0,77582.0,77582.0
2009-10-01,15745.0,153671.0,153671.0
2009-11-01,18367.0,179262.0,179262.0
2009-12-01,16127.0,157400.0,157400.0
2010-01-01,17788.0,173540.0,173540.0
2010-02-01,14412.0,140603.0,140603.0
2010-03-01,12283.0,119833.0,119833.0
2010-04-01,16434.0,160330.0,160330.0
2010-05-01,14622.0,142652.0,142652.0
2010-06-01,9592.0,93580.0,93580.0
2010-07-01,7729.0,75404.0,75404.0
2010-08-01,11507.0,112262.0,112262.0
2010-09-01,15423.0,150467.0,150467.0
2010-10-01,17116.0,166984.0,166984.0
2010-11-01,22467.0,219188.0,219188.0
2010-12-01,36468.0,355782.0,355782.0
2011-01-01,15092.0,146634.0,146634.0
2011-02-01,19599.0,190424.0,190424.0
2011-03-01,16921.0,164404.0,164404.0
2011-04-01,20589.0,200043.0,200043.0
2011-05-01,22684.0,220398.0,220398.0
2011-06-01,15051.0,146236.0,146236.0
2011-07-01,7446.0,72345.0,72345.0
2011-08-01,7414.0,72034.0,72034.0
2011-09-01,11867.0,115300.0,115300.0
2011-10-01,19631.0,190735.0,190735.0
2011-11-01,24510.0,238139.0,238139.0
2011-12-01,20147.0,195748.0,195748.0
2012-01-01,26879.0,255781.0,255781.0
2012-02-01,14843.0,141246.0,141246.0
2012-03-01,25049.0,238366.0,238366.0
2012-04-01,22724.0,216242.0,216242.0
2012-05-01,20738.0,197343.0,197343.0
2012-06-01,15315.0,145738.0,145738.0
2012-07-01,7632.0,72626.0,72626.0
2012-08-01,9942.0,94608.0,94608.0
2012-09-01,13361.0,127143.0,127143.0
2012-10-01,18612.0,177112.0,177112.0
2012-11-01,16773.0,159612.0,159612.0
2012-12-01,16362.0,155701.0,155701.0
2013-01-01,23848.0,227534.0,227534.0
2013-02-01,16885.0,161100.0,161100.0
2013-03-01,19333.0,184456.0,184456.0
2013-04-01,22825.0,217773.0,217773.0
2013-05-01,19361.0,184723.0,184723.0
2013-06-01,12828.0,122392.0,122392.0
2013-07-01,11626.0,110924.0,110924.0
2013-08-01,7840.0,74801.0,74801.0
2013-09-01,15182.0,144851.0,144851.0
2013-10-01,15202.0,145042.0,145042.0
2013-11-01,20510.0,195686.0,195686.0
2013-12-01,16026.0,152904.0,152904.0
2014-01-01,26064.0,247869.0,247869.0
2014-02-01,21168.0,201308.0,201308.0
2014-03-01,24224.0,230370.0,230370.0
2014-04-01,22790.0,216733.0,216733.0
2014-05-01,18120.0,172321.0,172321.0
