measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,223.209,3396.0,3396.0,539.474,6755.0,6755.0
2003-02-01,201.58100000000002,3067.0,3067.0,487.201,6101.0,6101.0
2003-03-01,206.82,3146.0,3146.0,499.862,6259.0,6259.0
2003-04-01,186.669,2840.0,2840.0,451.161,5650.0,5650.0
2003-05-01,188.851,2873.0,2873.0,456.432,5716.0,5716.0
2003-06-01,209.46900000000002,3187.0,3187.0,506.266,6340.0,6340.0
2003-07-01,243.51600000000002,3705.0,3705.0,588.554,7370.0,7370.0
2003-08-01,247.214,3761.0,3761.0,597.49,7482.0,7482.0
2003-09-01,208.411,3171.0,3171.0,503.708,6308.0,6308.0
2003-10-01,199.71300000000002,3038.0,3038.0,482.68600000000004,6044.0,6044.0
2003-11-01,196.16,2984.0,2984.0,474.1,5937.0,5937.0
2003-12-01,221.385,3368.0,3368.0,535.066,6700.0,6700.0
2004-01-01,297.432,4502.0,4502.0,130.7,1653.0,1653.0
2004-02-01,193.864,2935.0,2935.0,300.474,3801.0,3801.0
2004-03-01,197.544,2990.0,2990.0,341.598,4322.0,4322.0
2004-04-01,264.934,4010.0,4010.0,341.244,4317.0,4317.0
2004-05-01,250.80800000000002,3797.0,3797.0,392.014,4959.0,4959.0
2004-06-01,217.17,3287.0,3287.0,427.785,5412.0,5412.0
2004-07-01,272.689,4128.0,4128.0,520.139,6580.0,6580.0
2004-08-01,292.005,4420.0,4420.0,640.591,8104.0,8104.0
2004-09-01,241.318,3653.0,3653.0,575.107,7276.0,7276.0
2004-10-01,199.989,3027.0,3027.0,504.87800000000004,6387.0,6387.0
2004-11-01,220.635,3340.0,3340.0,495.55100000000004,6269.0,6269.0
2004-12-01,170.61100000000002,2583.0,2583.0,533.92,6755.0,6755.0
2005-01-01,476.452,7162.94,7162.94,646.258,7715.49,7715.49
2005-02-01,163.69400000000002,2460.96,2460.96,517.0110000000001,6172.44,6172.44
2005-03-01,181.434,2727.67,2727.67,717.448,8565.41,8565.41
2005-04-01,219.768,3303.98,3303.98,681.042,8130.77,8130.77
2005-05-01,204.109,3068.56,3068.56,651.238,7774.95,7774.95
2005-06-01,264.913,3982.68,3982.68,1229.352,14676.88,14676.88
2005-07-01,269.649,4053.88,4053.88,1618.384,19321.41,19321.41
2005-08-01,316.773,4762.33,4762.33,1607.703,19193.9,19193.9
2005-09-01,207.36200000000002,3117.47,3117.47,973.361,11620.67,11620.67
2005-10-01,230.27900000000002,3462.0,3462.0,690.171,8239.75,8239.75
2005-11-01,185.124,2783.14,2783.14,604.88,7221.48,7221.48
2005-12-01,391.44100000000003,5884.88,5884.88,756.153,9027.49,9027.49
2006-01-01,426.73,6460.0,6460.0,325.33,3825.0,3825.0
2006-02-01,223.294,3380.0,3380.0,367.75600000000003,4324.0,4324.0
2006-03-01,187.57,2839.0,2839.0,484.61400000000003,5697.0,5697.0
2006-04-01,359.297,5439.0,5439.0,401.035,4715.0,4715.0
2006-05-01,335.853,5084.0,5084.0,528.2660000000001,6211.0,6211.0
2006-06-01,305.267,4621.0,4621.0,680.466,8000.0,8000.0
2006-07-01,442.18600000000004,6694.0,6694.0,1217.671,14316.0,14316.0
2006-08-01,428.918,6493.0,6493.0,1082.008,12721.0,12721.0
2006-09-01,197.05200000000002,2983.0,2983.0,636.4590000000001,7483.0,7483.0
2006-10-01,208.151,3151.0,3151.0,689.412,8105.0,8105.0
2006-11-01,245.104,3710.0,3710.0,463.48600000000005,5449.0,5449.0
2006-12-01,271.57800000000003,4111.0,4111.0,470.49600000000004,5531.0,5531.0
2007-01-01,609.871,7353.0,7353.0,465.134,5608.0,5608.0
2007-02-01,1038.86,12527.0,12527.0,426.14300000000003,5138.0,5138.0
2007-03-01,501.401,6043.0,6043.0,616.3960000000001,7431.0,7431.0
2007-04-01,362.052,4364.0,4364.0,504.363,6081.0,6081.0
2007-05-01,181.08100000000002,2185.0,2185.0,605.929,7306.0,7306.0
2007-06-01,241.328,2907.0,2907.0,747.4680000000001,9012.0,9012.0
2007-07-01,245.858,2966.0,2966.0,867.734,10462.0,10462.0
2007-08-01,247.905,2989.0,2989.0,1017.032,12262.0,12262.0
2007-09-01,166.112,2003.0,2003.0,745.36,8986.0,8986.0
2007-10-01,94.57600000000001,1139.0,1139.0,607.288,7321.0,7321.0
2007-11-01,57.748000000000005,699.0,699.0,487.41900000000004,5877.0,5877.0
2007-12-01,219.33700000000002,2643.0,2643.0,520.605,6277.0,6277.0
2008-01-01,114.06800000000001,2038.0,2038.0,157.816,2817.0,2817.0
2008-02-01,72.913,1304.0,1304.0,143.982,2569.0,2569.0
2008-03-01,22.682000000000002,405.0,405.0,167.00400000000002,2980.0,2980.0
2008-04-01,9.626000000000001,170.0,170.0,155.145,2768.0,2768.0
2008-05-01,13.618,241.0,241.0,151.454,2702.0,2702.0
2008-06-01,96.628,1727.0,1727.0,222.18,3965.0,3965.0
2008-07-01,117.506,2097.0,2097.0,283.283,5056.0,5056.0
2008-08-01,44.43,793.0,793.0,228.17600000000002,4072.0,4072.0
2008-09-01,30.511000000000003,546.0,546.0,212.458,3791.0,3791.0
2008-10-01,11.263,200.0,200.0,193.73100000000002,3457.0,3457.0
2008-11-01,80.08500000000001,1427.0,1427.0,167.988,2998.0,2998.0
2008-12-01,225.245,4017.0,4017.0,156.208,2787.0,2787.0
2009-01-01,438.19300000000004,10287.0,10287.0,70.596,1658.0,1658.0
2009-02-01,70.435,1657.0,1657.0,67.144,1576.0,1576.0
2009-03-01,44.94,1058.0,1058.0,79.945,1877.0,1877.0
2009-04-01,13.066,306.0,306.0,79.233,1860.0,1860.0
2009-05-01,10.763,253.0,253.0,75.062,1763.0,1763.0
2009-06-01,33.106,776.0,776.0,79.854,1875.0,1875.0
2009-07-01,46.698,1099.0,1099.0,96.679,2270.0,2270.0
2009-08-01,77.287,1815.0,1815.0,117.739,2764.0,2764.0
2009-09-01,15.273000000000001,358.0,358.0,80.833,1898.0,1898.0
2009-10-01,7.185,170.0,170.0,72.413,1701.0,1701.0
2009-11-01,6.299,147.0,147.0,72.376,1699.0,1699.0
2009-12-01,50.373000000000005,1181.0,1181.0,75.50800000000001,1773.0,1773.0
2010-01-01,102.245,1809.0,1809.0,133.49800000000002,2368.0,2368.0
2010-02-01,28.432000000000002,505.0,505.0,126.47200000000001,2242.0,2242.0
2010-03-01,18.401,329.0,329.0,128.812,2284.0,2284.0
2010-04-01,17.302,305.0,305.0,138.34900000000002,2453.0,2453.0
2010-05-01,23.729000000000003,423.0,423.0,149.937,2659.0,2659.0
2010-06-01,87.921,1557.0,1557.0,196.42700000000002,3482.0,3482.0
2010-07-01,174.062,3084.0,3084.0,267.483,4742.0,4742.0
2010-08-01,94.86,1680.0,1680.0,241.299,4278.0,4278.0
2010-09-01,43.338,769.0,769.0,217.69400000000002,3859.0,3859.0
2010-10-01,10.163,182.0,182.0,161.57600000000002,2864.0,2864.0
2010-11-01,10.219000000000001,182.0,182.0,170.161,3017.0,3017.0
2010-12-01,61.262,1087.0,1087.0,152.358,2701.0,2701.0
2011-01-01,147.257,3360.0,3360.0,98.141,2240.0,2240.0
2011-02-01,36.722,840.0,840.0,90.011,2055.0,2055.0
2011-03-01,26.612,605.0,605.0,111.945,2556.0,2556.0
2011-04-01,15.403,352.0,352.0,99.008,2261.0,2261.0
2011-05-01,24.714,564.0,564.0,107.348,2452.0,2452.0
2011-06-01,78.701,1797.0,1797.0,126.804,2896.0,2896.0
2011-07-01,142.026,3242.0,3242.0,185.375,4233.0,4233.0
2011-08-01,51.073,1169.0,1169.0,158.828,3627.0,3627.0
2011-09-01,26.543,605.0,605.0,129.123,2949.0,2949.0
2011-10-01,19.176,441.0,441.0,119.777,2736.0,2736.0
2011-11-01,13.544,311.0,311.0,106.472,2432.0,2432.0
2011-12-01,19.085,435.0,435.0,116.312,2657.0,2657.0
2012-01-01,25.19,617.0,617.0,72.886,1796.0,1796.0
2012-02-01,18.1,446.0,446.0,69.777,1720.0,1720.0
2012-03-01,16.14,399.0,399.0,67.539,1665.0,1665.0
2012-04-01,8.23,206.0,206.0,73.557,1814.0,1814.0
2012-05-01,20.554,505.0,505.0,91.08,2245.0,2245.0
2012-06-01,66.031,1627.0,1627.0,103.456,2550.0,2550.0
2012-07-01,149.883,3695.0,3695.0,133.921,3301.0,3301.0
2012-08-01,68.068,1680.0,1680.0,117.629,2900.0,2900.0
2012-09-01,21.251,523.0,523.0,88.519,2182.0,2182.0
2012-10-01,19.467,482.0,482.0,83.667,2062.0,2062.0
2012-11-01,31.563,775.0,775.0,83.328,2054.0,2054.0
2012-12-01,15.395,382.0,382.0,76.769,1893.0,1893.0
2013-01-01,207.52,3331.0,3331.0,55.303,890.0,890.0
2013-02-01,66.241,1063.0,1063.0,56.698,910.0,910.0
2013-03-01,19.762,317.0,317.0,58.984,948.0,948.0
2013-04-01,15.262,247.0,247.0,48.95,786.0,786.0
2013-05-01,34.946,564.0,564.0,57.466,923.0,923.0
2013-06-01,59.667,958.0,958.0,66.872,1074.0,1074.0
2013-07-01,173.235,2785.0,2785.0,97.102,1560.0,1560.0
2013-08-01,28.965,464.0,464.0,71.951,1156.0,1156.0
2013-09-01,38.107,611.0,611.0,56.645,910.0,910.0
2013-10-01,12.699,206.0,206.0,48.551,780.0,780.0
2013-11-01,13.713,217.0,217.0,52.173,838.0,838.0
2013-12-01,32.742,529.0,529.0,60.446,971.0,971.0
2014-01-01,-268.715,5570.0,5570.0,-14.33,297.0,297.0
2014-02-01,-95.712,1986.0,1986.0,-16.227,336.0,336.0
2014-03-01,-75.601,1569.0,1569.0,-17.237,357.0,357.0
2014-04-01,-1.976,41.0,41.0,-14.263,296.0,296.0
2014-05-01,-1.731,35.0,35.0,-15.366,319.0,319.0
2014-06-01,-4.13,88.0,88.0,-20.205,419.0,419.0
2014-07-01,-6.801,141.0,141.0,-23.679,491.0,491.0
2014-08-01,-5.082,106.0,106.0,-21.678,450.0,450.0
2014-09-01,-3.677,76.0,76.0,-20.206,419.0,419.0
2014-10-01,-3.297,71.0,71.0,-17.026,353.0,353.0
2014-11-01,-4.89,100.0,100.0,-16.035,332.0,332.0
2014-12-01,-5.681,118.0,118.0,-17.455,362.0,362.0
2015-01-01,-38.518,1551.0,1551.0,-14.152,569.0,569.0
2015-02-01,-139.144,5598.0,5598.0,-11.836,476.0,476.0
2015-03-01,-10.712,429.0,429.0,-16.251,654.0,654.0
2015-04-01,-1.317,53.0,53.0,-11.819,475.0,475.0
2015-05-01,-1.871,76.0,76.0,-16.15,650.0,650.0
2015-06-01,-1.605,65.0,65.0,-15.938,641.0,641.0
2015-07-01,-4.111,164.0,164.0,-21.102,849.0,849.0
2015-08-01,-4.576,182.0,182.0,-21.248,855.0,855.0
2015-09-01,-3.889,159.0,159.0,-19.222,773.0,773.0
2015-10-01,-1.493,59.0,59.0,-15.999,643.0,643.0
2015-11-01,-0.683,29.0,29.0,-13.005,523.0,523.0
2015-12-01,-1.802,70.0,70.0,-12.557,505.0,505.0
2016-01-01,24.931,1397.0,1397.0,17.004,956.0,956.0
2016-02-01,60.795,3416.0,3416.0,16.134,906.0,906.0
2016-03-01,4.293,239.0,239.0,17.653,991.0,991.0
2016-04-01,4.289,239.0,239.0,18.587,1043.0,1043.0
2016-05-01,2.124,122.0,122.0,21.009,1180.0,1180.0
2016-06-01,2.647,151.0,151.0,23.849,1339.0,1339.0
2016-07-01,16.189,908.0,908.0,30.94,1738.0,1738.0
2016-08-01,25.348,1426.0,1426.0,33.398,1875.0,1875.0
2016-09-01,7.094,396.0,396.0,24.186,1358.0,1358.0
2016-10-01,2.553,145.0,145.0,17.645,991.0,991.0
2016-11-01,2.9,163.0,163.0,16.079,904.0,904.0
2016-12-01,16.656,937.0,937.0,18.697,1050.0,1050.0
2017-01-01,7.157,599.0,599.0,13.929,1143.0,1143.0
2017-02-01,5.961,489.0,489.0,12.095,992.0,992.0
2017-03-01,9.088,745.0,745.0,13.196,1083.0,1083.0
2017-04-01,8.598,704.0,704.0,11.447,939.0,939.0
2017-05-01,4.423,361.0,361.0,12.393,1017.0,1017.0
2017-06-01,3.411,279.0,279.0,15.507,1272.0,1272.0
2017-07-01,3.224,262.0,262.0,19.735,1620.0,1620.0
2017-08-01,2.473,204.0,204.0,18.672,1532.0,1532.0
2017-09-01,2.687,221.0,221.0,15.467,1269.0,1269.0
2017-10-01,4.838,396.0,396.0,12.384,1016.0,1016.0
2017-11-01,5.615,460.0,460.0,11.213,920.0,920.0
2017-12-01,85.973,7053.0,7053.0,13.514,1109.0,1109.0
2018-01-01,66.765,4440.0,4440.0,15.931,1059.0,1059.0
2018-02-01,1.401,93.0,93.0,13.862,923.0,923.0
2018-03-01,1.396,93.0,93.0,15.408,1026.0,1026.0
2018-04-01,1.11,76.0,76.0,15.932,1060.0,1060.0
2018-05-01,0.264,17.0,17.0,17.687,1177.0,1177.0
2018-06-01,0.679,47.0,47.0,20.549,1368.0,1368.0
2018-07-01,0.625,41.0,41.0,29.144,1940.0,1940.0
2018-08-01,0.538,35.0,35.0,30.403,2023.0,2023.0
2018-09-01,0.618,41.0,41.0,22.695,1510.0,1510.0
2018-10-01,0.669,47.0,47.0,18.905,1258.0,1258.0
2018-11-01,0.703,47.0,47.0,16.284,1084.0,1084.0
2018-12-01,1.298,87.0,87.0,16.134,1073.0,1073.0
2019-01-01,-242.344,3494.0,3494.0,-50.13,722.0,722.0
2019-02-01,-50.138,724.0,724.0,-47.919,691.0,691.0
2019-03-01,-0.827,12.0,12.0,-44.611,644.0,644.0
2019-04-01,-0.415,6.0,6.0,-39.254,567.0,567.0
2019-05-01,-0.659,12.0,12.0,-38.054,549.0,549.0
2019-06-01,-0.436,6.0,6.0,-50.694,732.0,732.0
2019-07-01,-0.21,6.0,6.0,-86.272,1245.0,1245.0
2019-08-01,-0.398,6.0,6.0,-75.42,1088.0,1088.0
2019-09-01,-1.75,23.0,23.0,-53.879,777.0,777.0
2019-10-01,-0.462,6.0,6.0,-45.431,656.0,656.0
2019-11-01,-0.911,12.0,12.0,-47.969,692.0,692.0
2019-12-01,-34.305,497.0,497.0,-53.512,773.0,773.0
2020-01-01,71.093,1594.0,1594.0,3.783,84.0,84.0
2020-02-01,53.305,1205.0,1205.0,3.553,81.0,81.0
2020-03-01,45.141,1018.0,1018.0,3.478,78.0,78.0
2020-04-01,32.074,722.0,722.0,2.482,56.0,56.0
2020-05-01,67.814,1530.0,1530.0,2.9,66.0,66.0
2020-06-01,28.113,634.0,634.0,4.614,105.0,105.0
2020-07-01,46.754,1053.0,1053.0,6.643,150.0,150.0
2020-08-01,18.921,425.0,425.0,5.917,133.0,133.0
2020-09-01,49.173,1111.0,1111.0,4.643,105.0,105.0
2020-10-01,28.113,634.0,634.0,3.477,78.0,78.0
2020-11-01,68.038,1536.0,1536.0,3.585,81.0,81.0
2020-12-01,79.732,1798.0,1798.0,3.654,83.0,83.0
2021-01-01,1.031,81.0,81.0,0.249,23.0,23.0
2021-02-01,8.465,733.0,733.0,0.209,19.0,19.0
2021-03-01,1.268,111.0,111.0,0.206,17.0,17.0
2021-04-01,10.082,873.0,873.0,0.175,15.0,15.0
2021-05-01,0.394,35.0,35.0,0.222,20.0,20.0
2021-06-01,0.359,29.0,29.0,0.315,27.0,27.0
2021-07-01,0.323,29.0,29.0,0.35,30.0,30.0
2021-08-01,0.055,6.0,6.0,0.381,32.0,32.0
2021-09-01,0.727,64.0,64.0,0.259,22.0,22.0
2021-10-01,0.922,81.0,81.0,0.257,22.0,22.0
2021-11-01,1.354,116.0,116.0,0.259,22.0,22.0
2021-12-01,3.882,338.0,338.0,0.256,22.0,22.0
2022-01-01,-6.847,290.0,290.0,-2.926,119.0,119.0
2022-02-01,-0.773,29.0,29.0,-2.688,110.0,110.0
2022-03-01,-0.055,0.0,0.0,-2.944,121.0,121.0
2022-04-01,-0.034,0.0,0.0,-3.224,132.0,132.0
2022-05-01,-0.1,6.0,6.0,-3.78,155.0,155.0
2022-06-01,-0.012,0.0,0.0,-3.961,163.0,163.0
2022-07-01,-0.016,0.0,0.0,-5.346,219.0,219.0
2022-08-01,-0.011,0.0,0.0,-5.325,218.0,218.0
2022-09-01,-0.018,0.0,0.0,-3.613,148.0,148.0
2022-10-01,-0.042,0.0,0.0,-3.397,139.0,139.0
2022-11-01,-0.127,6.0,6.0,-3.141,128.0,128.0
2022-12-01,-4.268,174.0,174.0,-3.352,137.0,137.0
2023-01-01,0.087,17.0,17.0,1.67,199.0,199.0
2023-02-01,1.936,231.0,231.0,1.507,178.0,178.0
2023-03-01,0.067,6.0,6.0,1.463,172.0,172.0
2023-04-01,0.032,6.0,6.0,1.293,153.0,153.0
2023-05-01,0.061,6.0,6.0,1.461,172.0,172.0
2023-06-01,0.01,0.0,0.0,1.944,229.0,229.0
2023-07-01,0.012,0.0,0.0,2.828,334.0,334.0
2023-08-01,0.014,0.0,0.0,2.225,263.0,263.0
2023-09-01,0.027,6.0,6.0,2.007,237.0,237.0
2023-10-01,0.048,6.0,6.0,1.574,185.0,185.0
2023-11-01,0.023,0.0,0.0,1.89,223.0,223.0
