measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-07-01,-7.456,0.0,0.0,80.631,713.0,713.0
2021-08-01,-7.137,0.0,0.0,81.274,719.0,719.0
2021-09-01,-7.055,0.0,0.0,75.532,668.0,668.0
2021-10-01,-7.523,0.0,0.0,55.82,494.0,494.0
2021-11-01,-6.959,0.0,0.0,55.206,488.0,488.0
2021-12-01,-7.87,0.0,0.0,29.537,261.0,261.0
2022-01-01,-0.339,0.0,0.0,85.461,292.0,292.0
2022-02-01,-0.281,0.0,0.0,56.241,192.0,192.0
2022-03-01,-0.291,0.0,0.0,83.936,286.0,286.0
2022-04-01,-0.348,0.0,0.0,102.553,350.0,350.0
2022-05-01,-0.348,0.0,0.0,115.426,394.0,394.0
2022-06-01,-0.354,0.0,0.0,116.099,396.0,396.0
2022-07-01,-0.339,0.0,0.0,128.156,437.0,437.0
2022-08-01,-0.332,0.0,0.0,113.05,386.0,386.0
2022-09-01,-0.338,0.0,0.0,93.723,320.0,320.0
2022-10-01,-0.349,0.0,0.0,74.291,253.0,253.0
2022-11-01,-0.337,0.0,0.0,61.277,209.0,209.0
2022-12-01,-0.344,0.0,0.0,39.787,136.0,136.0
2023-01-01,-2.0,0.0,0.0,30.0,102.0,102.0
2023-02-01,-3.0,0.0,0.0,36.0,123.0,123.0
2023-03-01,-3.0,0.0,0.0,65.0,222.0,222.0
2023-04-01,-4.0,0.0,0.0,174.0,594.0,594.0
2023-05-01,-4.0,0.0,0.0,249.0,850.0,850.0
2023-06-01,-4.0,0.0,0.0,187.0,638.0,638.0
2023-07-01,-3.0,0.0,0.0,195.0,665.0,665.0
2023-08-01,-4.0,0.0,0.0,197.0,672.0,672.0
2023-09-01,-4.0,0.0,0.0,157.0,536.0,536.0
2023-10-01,-4.0,0.0,0.0,128.0,437.0,437.0
2023-11-01,-4.0,0.0,0.0,119.0,406.0,406.0
2023-12-01,-1.0,0.0,0.0,73.0,249.0,249.0
2024-01-01,-2.0,0.0,0.0,44.0,150.0,150.0
2024-02-01,-3.0,0.0,0.0,147.0,502.0,502.0
2024-03-01,-5.0,0.0,0.0,159.0,543.0,543.0
2024-04-01,-4.0,0.0,0.0,174.0,594.0,594.0
2024-05-01,-5.0,0.0,0.0,204.0,696.0,696.0
2024-06-01,0.0,0.0,0.0,216.0,737.0,737.0
2024-07-01,-5.0,0.0,0.0,229.0,781.0,781.0
2024-08-01,-4.0,0.0,0.0,197.0,672.0,672.0
2024-09-01,-5.0,0.0,0.0,184.0,628.0,628.0
2024-10-01,0.0,0.0,0.0,164.0,560.0,560.0
2024-11-01,-1.0,0.0,0.0,117.0,399.0,399.0
2024-12-01,0.0,0.0,0.0,85.0,290.0,290.0
