measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2015-01-01,664.429,4426.0,4426.0
2015-02-01,491.99,3278.0,3278.0
2015-03-01,576.38,3839.0,3839.0
2015-04-01,553.106,3684.0,3684.0
2015-05-01,539.976,3597.0,3597.0
2015-06-01,759.3,5058.0,5058.0
2015-07-01,856.394,5705.0,5705.0
2015-08-01,903.338,6018.0,6018.0
2015-09-01,897.097,5976.0,5976.0
2015-10-01,864.172,5757.0,5757.0
2015-11-01,637.175,4245.0,4245.0
2015-12-01,681.543,4541.0,4541.0
2016-01-01,727.917,5214.0,5214.0
2016-02-01,577.693,4138.0,4138.0
2016-03-01,449.29,3219.0,3219.0
2016-04-01,429.668,3078.0,3078.0
2016-05-01,463.804,3323.0,3323.0
2016-06-01,705.598,5055.0,5055.0
2016-07-01,832.264,5962.0,5962.0
2016-08-01,920.515,6595.0,6595.0
2016-09-01,762.043,5460.0,5460.0
2016-10-01,751.699,5385.0,5385.0
2016-11-01,577.993,4141.0,4141.0
2016-12-01,654.516,4689.0,4689.0
2017-01-01,654.121,4839.0,4839.0
2017-02-01,499.278,3695.0,3695.0
2017-03-01,413.47,3059.0,3059.0
2017-04-01,369.353,2733.0,2733.0
2017-05-01,458.218,3391.0,3391.0
2017-06-01,602.855,4461.0,4461.0
2017-07-01,822.096,6083.0,6083.0
2017-08-01,928.031,6867.0,6867.0
2017-09-01,763.597,5650.0,5650.0
2017-10-01,723.177,5351.0,5351.0
2017-11-01,628.497,4650.0,4650.0
2017-12-01,666.307,4930.0,4930.0
2018-01-01,595.677,4291.0,4291.0
2018-02-01,523.019,3766.0,3766.0
2018-03-01,543.959,3918.0,3918.0
2018-04-01,409.375,2948.0,2948.0
2018-05-01,373.701,2691.0,2691.0
2018-06-01,511.207,3681.0,3681.0
2018-07-01,892.054,6425.0,6425.0
2018-08-01,825.23,5943.0,5943.0
2018-09-01,664.146,4783.0,4783.0
2018-10-01,742.364,5346.0,5346.0
2018-11-01,663.645,4779.0,4779.0
2018-12-01,668.623,4815.0,4815.0
2019-01-01,676.587,5550.0,5550.0
2019-02-01,627.34,5146.0,5146.0
2019-03-01,547.07,4488.0,4488.0
2019-04-01,383.878,3149.0,3149.0
2019-05-01,330.793,2713.0,2713.0
2019-06-01,442.33,3629.0,3629.0
2019-07-01,697.29,5719.0,5719.0
2019-08-01,819.051,6719.0,6719.0
2019-09-01,720.704,5912.0,5912.0
2019-10-01,738.157,6055.0,6055.0
2019-11-01,723.939,5938.0,5938.0
2019-12-01,750.861,6160.0,6160.0
2020-01-01,573.314,4078.0,4078.0
2020-02-01,506.293,3601.0,3601.0
2020-03-01,562.019,3997.0,3997.0
2020-04-01,397.46,2826.0,2826.0
2020-05-01,373.72,2658.0,2658.0
2020-06-01,525.716,3739.0,3739.0
2020-07-01,735.421,5231.0,5231.0
2020-08-01,914.547,6505.0,6505.0
2020-09-01,796.428,5664.0,5664.0
2020-10-01,827.11,5882.0,5882.0
2020-11-01,660.666,4699.0,4699.0
2020-12-01,732.306,5208.0,5208.0
2021-01-01,540.683,3947.0,3947.0
2021-02-01,458.516,3346.0,3346.0
2021-03-01,492.993,3597.0,3597.0
2021-04-01,437.45,3192.0,3192.0
2021-05-01,457.191,3335.0,3335.0
2021-06-01,625.183,4561.0,4561.0
2021-07-01,862.74,6294.0,6294.0
2021-08-01,787.711,5747.0,5747.0
2021-09-01,670.249,4890.0,4890.0
2021-10-01,638.953,4661.0,4661.0
2021-11-01,587.23,4284.0,4284.0
2021-12-01,606.101,4422.0,4422.0
2022-01-01,552.664,3994.0,3994.0
2022-02-01,458.859,3316.0,3316.0
2022-03-01,424.566,3068.0,3068.0
2022-04-01,434.898,3143.0,3143.0
2022-05-01,399.093,2885.0,2885.0
2022-06-01,542.793,3923.0,3923.0
2022-07-01,725.117,5241.0,5241.0
2022-08-01,874.95,6324.0,6324.0
2022-09-01,801.889,5796.0,5796.0
2022-10-01,736.412,5322.0,5322.0
2022-11-01,676.268,4888.0,4888.0
2022-12-01,747.491,5402.0,5402.0
2023-01-01,661.609,4768.0,4768.0
2023-02-01,563.563,4061.0,4061.0
2023-03-01,541.656,3903.0,3903.0
2023-04-01,423.147,3049.0,3049.0
2023-05-01,274.07,1975.0,1975.0
2023-06-01,360.549,2598.0,2598.0
2023-07-01,834.6,6015.0,6015.0
2023-08-01,842.128,6069.0,6069.0
2023-09-01,596.082,4296.0,4296.0
2023-10-01,727.926,5246.0,5246.0
2023-11-01,683.805,4928.0,4928.0
2023-12-01,769.865,5548.0,5548.0
2024-01-01,680.0,4732.0,4732.0
2024-02-01,636.0,4438.0,4438.0
2024-03-01,683.0,4721.0,4721.0
2024-04-01,657.0,4555.0,4555.0
2024-05-01,660.0,4610.0,4610.0
2024-06-01,628.0,4426.0,4426.0
2024-07-01,637.0,4521.0,4521.0
2024-08-01,621.0,4553.0,4553.0
2024-09-01,628.0,4562.0,4562.0
2024-10-01,645.0,4675.0,4675.0
2024-11-01,625.0,4526.0,4526.0
2024-12-01,632.0,4641.0,4641.0
