measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,2081.599,32148.0,39950.0
2003-02-01,2617.389,40422.0,50233.0
2003-03-01,2761.889,42654.0,53007.0
2003-04-01,3956.49,61103.0,75934.0
2003-05-01,4337.2880000000005,66984.0,83242.0
2003-06-01,3927.8880000000004,60661.0,75385.0
2003-07-01,4747.0830000000005,73312.0,91107.0
2003-08-01,4135.57,63868.0,79371.0
2003-09-01,2979.1290000000004,46009.0,57176.0
2003-10-01,2158.748,33339.0,41431.0
2003-11-01,2328.34,35958.0,44686.0
2003-12-01,2317.588,35792.0,44480.0
2004-01-01,3565.72,36940.74,70576.0
2004-02-01,3441.56,35654.45,68128.0
2004-03-01,3462.9,35875.53,68544.0
2004-04-01,3127.28,32398.52,61904.0
2004-05-01,2937.16,30428.88,58144.0
2004-06-01,2686.9,27836.2,53184.0
2004-07-01,3263.08,33805.4,64592.0
2004-08-01,2830.46,29323.47,56032.0
2004-09-01,3070.05,31805.62,60768.0
2004-10-01,2748.01,28469.29,54400.0
2004-11-01,2877.99,29815.88,57792.0
2004-12-01,2651.98,27474.43,52496.0
2005-01-01,2974.02,30810.75,58864.0
2005-02-01,2886.72,29906.32,57136.0
2005-03-01,3240.77,33574.27,64144.0
2005-04-01,2867.32,29705.34,56752.0
2005-05-01,2609.3,27032.26,51648.0
2005-06-01,2457.01,25454.54,48640.0
2005-07-01,3249.5,33664.71,64320.0
2005-08-01,3447.38,35714.74,68240.0
2005-09-01,3077.81,31886.01,60928.0
2005-10-01,2624.82,27193.05,51952.0
2005-11-01,3270.84,33885.79,64736.0
2005-12-01,3035.13,31443.85,60080.0
2006-01-01,3011.85,31202.67,59616.0
2006-02-01,2700.48,27976.88,53456.0
2006-03-01,3271.81,33895.84,64768.0
2006-04-01,2859.56,29624.95,56608.0
2006-05-01,2622.88,27172.95,51920.0
2006-06-01,3057.44,31674.98,60512.0
2006-07-01,3067.14,31775.47,60704.0
2006-08-01,3147.65,32609.55,52960.0
2006-09-01,2852.77,29554.6,56464.0
2006-10-01,2993.42,31011.73,59248.0
2006-11-01,2983.72,30911.24,59056.0
2006-12-01,2833.37,29353.62,56080.0
2007-01-01,2912.91,30176.0,57664.0
2007-02-01,2834.34,29360.0,56096.0
2007-03-01,3223.31,33392.0,63808.0
2007-04-01,3190.33,33056.0,63152.0
2007-05-01,3128.25,32416.0,61920.0
2007-06-01,2666.53,27632.0,52784.0
2007-07-01,2372.62,24576.0,47008.0
2007-08-01,3228.16,33440.0,54320.0
2007-09-01,3069.08,31792.0,64656.0
2007-10-01,3274.72,33920.0,63696.0
2007-11-01,3507.52,36336.0,63808.0
2007-12-01,3708.31,38416.0,60256.0
2008-01-01,2663.0,26761.0,33120.0
2008-02-01,2713.0,27263.0,47744.0
2008-03-01,3239.0,32549.0,63456.0
2008-04-01,3012.0,30268.0,74416.0
2008-05-01,3433.0,34499.0,59872.0
2008-06-01,3255.0,32710.0,65632.0
2008-07-01,2684.0,26972.0,40592.0
2008-08-01,3434.0,34509.0,67648.0
2008-09-01,2574.0,25867.0,53008.0
2008-10-01,3634.0,36519.0,59696.0
2008-11-01,3165.0,31806.0,50640.0
2008-12-01,3539.0,35564.0,56624.0
2009-01-01,2863.0,28771.0,45808.0
2009-02-01,2372.0,23837.0,37952.0
2009-03-01,2808.0,28218.0,73504.0
2009-04-01,2422.0,24339.0,62896.0
2009-05-01,3288.0,33042.0,71584.0
2009-06-01,3447.0,34639.0,54336.0
2009-07-01,2725.0,27384.0,54528.0
2009-08-01,3737.0,37554.0,64832.0
2009-09-01,3513.0,35303.0,58080.0
2009-10-01,3399.0,34157.0,75072.0
2009-11-01,3145.0,31605.0,82992.0
2009-12-01,3277.0,32931.0,86496.0
2010-01-01,3083.0,30982.0,51344.0
2010-02-01,2809.0,28228.0,83232.0
2010-03-01,2832.0,28459.0,87392.0
2010-04-01,1797.0,18058.0,51392.0
2010-05-01,3137.0,31524.0,67936.0
2010-06-01,2819.0,28329.0,48672.0
2010-07-01,3352.0,33685.0,65472.0
2010-08-01,3145.0,31605.0,82064.0
2010-09-01,2768.0,27816.0,74176.0
2010-10-01,3547.0,35644.0,57168.0
2010-11-01,3167.0,31826.0,55856.0
2010-12-01,3389.0,34057.0,93424.0
2011-01-01,2829.0,28429.0,62336.0
2011-02-01,2596.0,26088.0,85328.0
2011-03-01,2951.0,29655.0,45248.0
2011-04-01,1798.0,18068.0,59344.0
2011-05-01,2740.0,27535.0,67088.0
2011-06-01,2872.0,28861.0,69728.0
2011-07-01,3188.0,32037.0,60496.0
2011-08-01,3508.0,35252.0,69968.0
2011-09-01,3214.0,32298.0,84176.0
2011-10-01,3250.0,32660.0,72912.0
2011-11-01,3612.0,36298.0,90544.0
2011-12-01,3557.0,35745.0,85920.0
2012-01-01,3321.0,33373.0,87312.0
2012-02-01,3067.0,30821.0,88128.0
2012-03-01,2592.0,26047.0,89296.0
2012-04-01,1947.0,16880.0,16880.0
2012-05-01,2891.0,29052.0,52608.0
2012-06-01,3412.0,34288.0,113232.0
2012-07-01,3147.0,31625.0,94272.0
2012-08-01,3458.0,20384.0,20384.0
2012-09-01,2363.0,23746.0,57328.0
2012-10-01,3089.0,31042.0,59568.0
2012-11-01,3205.0,32208.0,96928.0
2012-12-01,2849.0,28630.0,85888.0
2013-01-01,2979.0,29936.0,71552.0
2013-02-01,2604.0,26168.0,58880.0
2013-03-01,2920.0,29344.0,49408.0
2013-04-01,2702.0,27153.0,86992.0
2013-05-01,2784.0,27977.0,66256.0
2013-06-01,1767.0,17757.0,50608.0
2013-07-01,3264.0,32800.0,107696.0
2013-08-01,3510.0,35273.0,59744.0
2013-09-01,3071.0,30861.0,92208.0
2013-10-01,3277.0,32931.0,95120.0
2013-11-01,3167.0,31826.0,70864.0
2013-12-01,2946.0,29605.0,62128.0
2014-01-01,2902.0,29163.0,68208.0
2014-02-01,2561.0,25736.0,40544.0
2014-03-01,1815.0,18239.0,79584.0
2014-04-01,2480.0,24922.0,29296.0
2014-05-01,2514.0,25264.0,83424.0
2014-06-01,1374.0,13808.0,37920.0
2014-07-01,2745.0,27585.0,82112.0
2014-08-01,2949.0,29635.0,70784.0
2014-09-01,2659.0,26721.0,28816.0
2014-10-01,2780.0,27937.0,70496.0
2014-11-01,2522.0,25344.0,65904.0
2014-12-01,3010.0,30248.0,110896.0
2015-01-01,2114.0,21244.0,37216.0
2015-02-01,1643.0,16511.0,57552.0
2015-03-01,2067.0,20772.0,66896.0
2015-04-01,2133.0,21435.0,77072.0
