measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-1175.0,0.0,0.0
2024-02-01,-1031.0,0.0,0.0
2024-03-01,-1227.0,0.0,0.0
2024-04-01,-1154.0,0.0,0.0
2024-05-01,-1188.0,0.0,0.0
2024-06-01,-1241.0,0.0,0.0
2024-07-01,-1106.0,0.0,0.0
2024-08-01,-1113.0,0.0,0.0
2024-09-01,-1223.0,0.0,0.0
2024-10-01,-1188.0,0.0,0.0
2024-11-01,-873.0,0.0,0.0
2024-12-01,-1059.0,0.0,0.0
