measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2016-06-01,8718.883,69984.0,69984.0
2016-07-01,10684.686,85762.0,85762.0
2016-08-01,10822.744,86870.0,86870.0
2016-09-01,9169.142,73598.0,73598.0
2016-10-01,7365.282,59118.0,59118.0
2016-11-01,7805.237,62649.0,62649.0
2016-12-01,7780.026,62448.0,62448.0
2017-01-01,5132.998,40056.0,40056.0
2017-02-01,4806.19,37506.0,37506.0
2017-03-01,4752.125,37084.0,37084.0
2017-04-01,3920.748,30596.0,30596.0
2017-05-01,4146.502,32358.0,32358.0
2017-06-01,5242.387,40910.0,40910.0
2017-07-01,6735.11,52559.0,52559.0
2017-08-01,6529.135,50951.0,50951.0
2017-09-01,6064.707,47327.0,47327.0
2017-10-01,5997.925,46806.0,46806.0
2017-11-01,4812.598,37556.0,37556.0
2017-12-01,5150.575,40194.0,40194.0
2018-01-01,4693.332,36426.0,36426.0
2018-02-01,4926.179,38233.0,38233.0
2018-03-01,5489.341,42605.0,42605.0
2018-04-01,4780.485,37103.0,37103.0
2018-05-01,4649.408,36086.0,36086.0
2018-06-01,5868.646,45549.0,45549.0
2018-07-01,6961.782,54033.0,54033.0
2018-08-01,6855.682,53210.0,53210.0
2018-09-01,5954.517,46215.0,46215.0
2018-10-01,5496.629,42661.0,42661.0
2018-11-01,4424.483,34340.0,34340.0
2018-12-01,4519.516,35077.0,35077.0
2019-01-01,4226.816,32580.0,32580.0
2019-02-01,4042.576,31160.0,31160.0
2019-03-01,4184.711,32256.0,32256.0
2019-04-01,2875.912,22167.0,22167.0
2019-05-01,3887.574,29965.0,29965.0
2019-06-01,4568.712,35215.0,35215.0
2019-07-01,5782.878,44574.0,44574.0
2019-08-01,5654.757,43586.0,43586.0
2019-09-01,4853.402,37409.0,37409.0
2019-10-01,4611.529,35545.0,35545.0
2019-11-01,4020.075,30986.0,30986.0
2019-12-01,4516.058,34810.0,34810.0
2020-01-01,3976.249,31082.0,31082.0
2020-02-01,3634.929,28415.0,28415.0
2020-03-01,3594.884,28102.0,28102.0
2020-04-01,2821.883,22059.0,22059.0
2020-05-01,2960.398,23142.0,23142.0
2020-06-01,3946.672,30852.0,30852.0
2020-07-01,4997.764,39069.0,39069.0
2020-08-01,4936.085,38587.0,38587.0
2020-09-01,4419.2,34546.0,34546.0
2020-10-01,3819.352,29857.0,29857.0
2020-11-01,2900.161,22671.0,22671.0
2020-12-01,4102.423,32070.0,32070.0
2021-01-01,3671.556,29099.0,29099.0
2021-02-01,3284.368,26031.0,26031.0
2021-03-01,3263.803,25869.0,25869.0
2021-04-01,2764.08,21907.0,21907.0
2021-05-01,3185.543,25248.0,25248.0
2021-06-01,3666.387,29060.0,29060.0
2021-07-01,4014.043,31815.0,31815.0
2021-08-01,4006.804,31757.0,31757.0
2021-09-01,3589.943,28454.0,28454.0
2021-10-01,3131.131,24817.0,24817.0
2021-11-01,3247.211,25737.0,25737.0
2021-12-01,3743.131,29668.0,29668.0
2022-01-01,5174.133,40304.0,40304.0
2022-02-01,4818.861,37535.0,37535.0
2022-03-01,5006.923,38999.0,38999.0
2022-04-01,3982.732,31022.0,31022.0
2022-05-01,4195.553,32680.0,32680.0
2022-06-01,5019.744,39100.0,39100.0
2022-07-01,5985.984,46626.0,46626.0
2022-08-01,5942.242,46285.0,46285.0
2022-09-01,5377.899,41889.0,41889.0
2022-10-01,5103.83,39754.0,39754.0
2022-11-01,4619.382,35981.0,35981.0
2022-12-01,5281.717,41140.0,41140.0
2023-01-01,6178.963,52071.0,52071.0
2023-02-01,5655.801,47663.0,47663.0
2023-03-01,5958.784,50217.0,50217.0
2023-04-01,4675.409,39401.0,39401.0
2023-05-01,5034.298,42426.0,42426.0
2023-06-01,6072.745,51177.0,51177.0
2023-07-01,6861.939,57828.0,57828.0
2023-08-01,6788.313,57207.0,57207.0
2023-09-01,6056.967,51044.0,51044.0
2023-10-01,4578.959,38588.0,38588.0
2023-11-01,4658.25,39256.0,39256.0
2023-12-01,5615.572,47324.0,47324.0
2024-01-01,3447.143,30200.0,30200.0
2024-02-01,3391.425,29710.0,29710.0
2024-03-01,3575.495,31323.0,31323.0
2024-04-01,2855.945,25019.0,25019.0
2024-05-01,3393.19,29726.0,29726.0
2024-06-01,3848.215,33712.0,33712.0
2024-07-01,4155.856,36408.0,36408.0
2024-08-01,4002.435,35063.0,35063.0
2024-09-01,3498.733,30651.0,30651.0
2024-10-01,2655.114,23261.0,23261.0
2024-11-01,3040.733,26639.0,26639.0
2024-12-01,3638.716,31877.0,31877.0
