measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,214.40200000000002,936.0,936.0,375.702,2035.0,2035.0
2003-02-01,197.817,863.0,863.0,346.639,1878.0,1878.0
2003-03-01,218.06900000000002,952.0,952.0,382.12800000000004,2070.0,2070.0
2003-04-01,206.225,900.0,900.0,361.373,1958.0,1958.0
2003-05-01,236.12400000000002,1030.0,1030.0,413.766,2242.0,2242.0
2003-06-01,246.01700000000002,1074.0,1074.0,431.10200000000003,2336.0,2336.0
2003-07-01,315.86400000000003,1378.0,1378.0,553.496,2999.0,2999.0
2003-08-01,296.743,1295.0,1295.0,519.99,2817.0,2817.0
2003-09-01,271.16700000000003,1183.0,1183.0,475.173,2574.0,2574.0
2003-10-01,255.192,1114.0,1114.0,447.17900000000003,2423.0,2423.0
2003-11-01,216.02,943.0,943.0,378.53700000000003,2051.0,2051.0
2003-12-01,229.36,1001.0,1001.0,401.91400000000004,2177.0,2177.0
2004-01-01,2.333,8.0,8.0,388.113,1404.0,1404.0
2004-02-01,2.333,8.0,8.0,653.056,2362.0,2362.0
2004-03-01,2.333,8.0,8.0,703.815,2546.0,2546.0
2004-04-01,2.333,8.0,8.0,419.94100000000003,1519.0,1519.0
2004-05-01,2.333,8.0,8.0,710.956,2572.0,2572.0
2004-06-01,2.333,8.0,8.0,710.89,2571.0,2571.0
2004-07-01,2.333,8.0,8.0,748.2760000000001,2706.0,2706.0
2004-08-01,2.333,8.0,8.0,763.95,2763.0,2763.0
2004-09-01,2.333,8.0,8.0,756.3380000000001,2736.0,2736.0
2004-10-01,2.333,8.0,8.0,702.597,2541.0,2541.0
2004-11-01,2.333,8.0,8.0,382.30400000000003,1383.0,1383.0
2004-12-01,2.333,8.0,8.0,740.763,2679.0,2679.0
2005-01-01,601.76,2480.71,2480.71,,,
2005-02-01,513.219,2115.71,2115.71,,,
2005-03-01,573.345,2363.58,2363.58,,,
2005-04-01,529.37,2182.29,2182.29,,,
2005-05-01,580.01,2391.05,2391.05,,,
2005-06-01,562.3960000000001,2318.44,2318.44,,,
2005-07-01,604.215,2490.83,2490.83,,,
2005-08-01,582.025,2399.36,2399.36,,,
2005-09-01,554.1270000000001,2284.35,2284.35,,,
2005-10-01,478.20700000000005,1971.37,1971.37,,,
2005-11-01,532.481,2195.12,2195.12,,,
2005-12-01,595.846,2456.33,2456.33,,,
