measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,1175.923,15434.0,15434.0
2003-02-01,1084.959,14240.0,14240.0
2003-03-01,1196.037,15698.0,15698.0
2003-04-01,1131.075,14845.0,14845.0
2003-05-01,1295.0610000000001,16998.0,16998.0
2003-06-01,1349.324,17710.0,17710.0
2003-07-01,1732.41,22738.0,22738.0
2003-08-01,1627.538,21362.0,21362.0
2003-09-01,1487.2620000000002,19520.0,19520.0
2003-10-01,1399.644,18370.0,18370.0
2003-11-01,1184.799,15551.0,15551.0
2003-12-01,1257.967,16511.0,16511.0
2004-01-01,725.594,9523.45,9727.8
2004-02-01,1220.914,16024.56,16368.4
2004-03-01,1315.8110000000001,17270.08,17640.66
2004-04-01,785.0970000000001,10304.43,10525.54
2004-05-01,1329.161,17445.3,17819.64
2004-06-01,1329.038,17443.68,17817.99
2004-07-01,1398.933,18361.05,18755.04
2004-08-01,1428.235,18745.66,19147.89
2004-09-01,1414.0040000000001,18558.87,18957.09
2004-10-01,1313.5330000000001,17240.18,17610.12
2004-11-01,714.7330000000001,9380.91,9582.2
2004-12-01,1384.8870000000002,18176.71,18566.74
2005-01-01,990.3140000000001,12015.19,12015.19
2005-02-01,893.8620000000001,10844.96,10844.96
2005-03-01,964.658,11703.91,11703.91
2005-04-01,969.291,11760.12,11760.12
2005-05-01,1064.578,12916.21,12916.21
2005-06-01,1367.3880000000001,16590.11,16590.11
2005-07-01,1750.9660000000001,21243.96,21243.96
2005-08-01,1814.558,22015.5,22015.5
2005-09-01,1368.564,16604.39,16604.39
2005-10-01,1062.27,12888.21,12888.21
2005-11-01,947.7990000000001,11499.36,11499.36
2005-12-01,1081.411,13120.43,13120.43
2006-01-01,1407.8780000000002,14313.76,14313.76
2006-02-01,1241.29,12620.08,12620.08
2006-03-01,1374.8970000000002,13978.45,13978.45
2006-04-01,1310.0040000000001,13318.69,13318.69
2006-05-01,1526.9180000000001,15524.03,15524.03
2006-06-01,1618.459,16454.73,16454.73
2006-07-01,1822.314,18527.29,18527.29
2006-08-01,1882.5610000000001,19139.82,19139.82
2006-09-01,1532.85,15584.34,15584.34
2006-10-01,1606.8670000000002,16336.87,16336.87
2006-11-01,1357.347,13800.01,13800.01
2006-12-01,1522.116,15475.21,15475.21
2007-01-01,1338.9460000000001,13370.0,13370.0
2007-02-01,1217.92,12162.0,12162.0
2007-03-01,1126.606,11250.0,11250.0
2007-04-01,1121.393,11198.0,11198.0
2007-05-01,1250.8220000000001,12490.0,12490.0
2007-06-01,1478.893,14767.0,14767.0
2007-07-01,2014.574,20116.0,20116.0
2007-08-01,2233.36,22301.0,22301.0
2007-09-01,1759.933,17574.0,17574.0
2007-10-01,1667.8960000000002,16655.0,16655.0
2007-11-01,1585.746,15834.0,15834.0
2007-12-01,1767.0710000000001,17645.0,17645.0
2008-01-01,1312.976,17233.0,17817.0
2008-02-01,1100.1490000000001,14440.0,14930.0
2008-03-01,1032.486,13551.0,14012.0
2008-04-01,1174.5410000000002,15416.0,15939.0
2008-05-01,933.581,12253.0,12669.0
2008-06-01,1021.8100000000001,13411.0,13866.0
2008-07-01,1338.377,17566.0,18163.0
2008-08-01,1565.757,20551.0,21248.0
2008-09-01,1410.248,18510.0,19137.0
2008-10-01,1314.7250000000001,17256.0,17842.0
2008-11-01,1144.961,15028.0,15538.0
2008-12-01,1280.809,16811.0,17381.0
