measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-02-01,,,,6.1370000000000005,30.9,303.7,,,,1259.297,6340.31,62318.85
2005-03-01,,,,8.75508,44.08,433.94,,,,1356.90392,6831.74,67254.67
2005-04-01,,,,7.199929999999999,36.25,356.45,,,,1365.01807,6872.59,67577.67
2005-05-01,,,,7.4480699999999995,37.5,368.62,,,,1499.66693,7550.52,74220.96
2005-06-01,,,,6.5245299999999995,32.85,322.4,,,,1929.27747,9713.52,95332.49
2005-07-01,,,,18.95289,95.42,940.56,,,,2459.87811,12384.99,122075.04
2005-08-01,,,,22.91049,115.35,1138.43,,,,2545.94651,12818.33,126508.6
2005-09-01,,,,18.8996,95.16,939.92,,,,1918.5674000000001,9659.6,95414.49
2005-10-01,,,,8.0046,40.3,396.31,,,,1495.8444000000002,7531.27,74060.07
2005-11-01,,,,8.017149999999999,40.36,397.19,,,,1333.77485,6715.29,66079.27
2005-12-01,,,,17.97787,90.51,895.88,,,,1512.96713,7617.49,75394.5
2006-01-01,,,,9.1621,46.13,426.16,,,,1762.7549000000001,8875.12,81991.09
2006-02-01,,,,11.07258,55.75,516.01,,,,1551.18142,7809.89,72289.47
2006-03-01,,,,9.37036,47.18,435.95,,,,1721.03764,8665.08,80070.37
2006-04-01,,,,7.223269999999999,36.37,335.71,,,,1641.51273,8264.68,76291.2
2006-05-01,,,,12.73444,64.12,593.19,,,,1909.00256,9611.44,88923.68
2006-06-01,,,,11.99101,60.37,558.14,,,,2024.95799,10195.26,94254.82
2006-07-01,,,,12.668700000000001,63.78,589.47,,,,2280.8453,11483.6,106126.76
2006-08-01,,,,19.87445,100.06,927.42,,,,2349.46555,11829.09,109635.41
2006-09-01,,,,12.98513,65.38,604.93,,,,1916.21787,9647.77,89269.15
2006-10-01,,,,6.94931,34.99,322.67,,,,2015.40969,10147.18,93579.72
2006-11-01,,,,5.62481,28.32,261.13,,,,1702.69519,8572.73,79048.31
2006-12-01,,,,10.625689999999999,53.5,494.42,,,,1905.06831,9591.64,88644.04
2007-01-01,,,,12.457,65.0,608.0,,,,1161.459,5847.0,56747.0
2007-02-01,,,,47.48,242.0,2319.0,,,,1012.4490000000001,5098.0,49467.0
2007-03-01,,,,13.86,71.0,679.0,,,,1317.502,6633.0,64370.0
2007-04-01,,,,9.996,53.0,490.0,,,,1004.168,5056.0,49062.0
2007-05-01,,,,2.059,12.0,100.0,,,,939.5110000000001,4730.0,45903.0
2007-06-01,,,,6.299,30.0,307.0,,,,1774.7730000000001,8936.0,86712.0
2007-07-01,,,,2.78,12.0,136.0,,,,2848.388,14341.0,139167.0
2007-08-01,,,,13.206000000000001,65.0,643.0,,,,3792.244,19093.0,185282.0
2007-09-01,,,,1.6620000000000001,6.0,83.0,,,,2119.241,10670.0,103543.0
2007-10-01,,,,3.2630000000000003,18.0,159.0,,,,2074.004,10442.0,101332.0
2007-11-01,,,,1.0390000000000001,6.0,53.0,,,,1081.818,5446.0,52856.0
2007-12-01,,,,2.1870000000000003,12.0,106.0,,,,1609.2740000000001,8103.0,78626.0
2008-01-01,8.934000000000001,102.0,118.0,57.300000000000004,461.0,5935.0,,,,659.715,5313.0,68366.0
2008-02-01,3.5,40.0,47.0,22.453,181.0,2325.0,,,,563.6850000000001,4540.0,58414.0
2008-03-01,0.505,6.0,6.0,3.242,26.0,336.0,,,,276.562,2227.0,28660.0
2008-04-01,1.056,12.0,12.0,6.772,55.0,702.0,,,,321.154,2586.0,33281.0
2008-05-01,0.882,10.0,12.0,5.66,46.0,584.0,,,,160.854,1295.0,16669.0
2008-06-01,9.476,108.0,118.0,60.787000000000006,490.0,6301.0,,,,1343.496,10820.0,139225.0
2008-07-01,4.6240000000000006,53.0,59.0,29.665000000000003,239.0,3074.0,,,,1829.211,14731.0,189559.0
2008-08-01,1.8350000000000002,21.0,24.0,11.77,95.0,1221.0,,,,1452.6960000000001,11699.0,150541.0
2008-09-01,2.3480000000000003,27.0,30.0,15.063,121.0,1564.0,,,,1090.669,8784.0,113025.0
2008-10-01,0.674,6.0,6.0,4.325,35.0,448.0,,,,648.942,5226.0,67249.0
2008-11-01,10.062000000000001,114.0,130.0,64.55,520.0,6691.0,,,,475.48900000000003,3829.0,49274.0
2008-12-01,8.104000000000001,92.0,100.0,51.989000000000004,419.0,5387.0,,,,661.951,5331.0,68598.0
2009-01-01,11.624,130.0,130.0,68.45400000000001,470.0,4685.0,,,,1275.332,8762.0,87176.0
2009-02-01,4.267,49.0,53.0,25.126,173.0,1717.0,,,,969.229,6659.0,66253.0
2009-03-01,3.371,38.0,41.0,19.855,136.0,1357.0,,,,1165.9640000000002,8011.0,79701.0
2009-04-01,0.312,4.0,6.0,1.84,13.0,124.0,,,,833.402,5726.0,56969.0
2009-05-01,0.883,10.0,12.0,5.197,36.0,354.0,,,,728.2330000000001,5003.0,49780.0
2009-06-01,0.608,6.0,6.0,3.5820000000000003,25.0,248.0,,,,1216.893,8361.0,83183.0
2009-07-01,1.098,12.0,12.0,6.4670000000000005,44.0,443.0,,,,1760.727,12097.0,120358.0
2009-08-01,2.175,24.0,24.0,12.808,88.0,873.0,,,,2483.6440000000002,17064.0,169774.0
2009-09-01,0.279,3.0,6.0,1.6420000000000001,11.0,112.0,,,,1916.814,13169.0,131028.0
2009-10-01,0.35800000000000004,4.0,6.0,2.1060000000000003,14.0,142.0,,,,776.4720000000001,5335.0,53077.0
2009-11-01,0.459,5.0,6.0,2.704,19.0,183.0,,,,701.295,4818.0,47939.0
2009-12-01,0.5660000000000001,6.0,6.0,3.3360000000000003,23.0,230.0,,,,1139.8780000000002,7831.0,77919.0
2010-01-01,4.986000000000001,57.0,71.0,4.7540000000000004,30.0,295.0,,,,1087.0910000000001,6966.0,67633.0
2010-02-01,2.658,30.0,35.0,2.535,16.0,159.0,,,,1160.405,7436.0,72195.0
2010-03-01,0.624,6.0,6.0,0.595,4.0,35.0,,,,494.805,3171.0,30785.0
2010-04-01,0.617,6.0,6.0,0.5890000000000001,4.0,35.0,,,,472.94800000000004,3031.0,29425.0
2010-05-01,1.454,17.0,18.0,1.387,9.0,89.0,,,,911.0590000000001,5838.0,56682.0
2010-06-01,7.415,84.0,100.0,7.071000000000001,45.0,443.0,,,,1780.663,11410.0,110785.0
2010-07-01,10.468,119.0,142.0,9.984,64.0,620.0,,,,2395.106,15347.0,149013.0
2010-08-01,5.841,66.0,77.0,5.57,36.0,348.0,,,,2067.743,13250.0,128646.0
2010-09-01,4.662,53.0,65.0,4.446000000000001,28.0,277.0,,,,1588.582,10179.0,98834.0
2010-10-01,1.0130000000000001,12.0,12.0,0.9660000000000001,6.0,59.0,,,,1555.9470000000001,9970.0,96804.0
2010-11-01,1.8070000000000002,21.0,24.0,1.723,11.0,106.0,,,,1117.4660000000001,7161.0,69524.0
2010-12-01,11.455,130.0,153.0,10.925,70.0,679.0,,,,1592.64,10205.0,99087.0
2011-01-01,3.042,29.0,29.0,12.98,82.0,878.0,,,,1149.32,7292.0,77944.0
2011-02-01,0.409,5.0,6.0,1.745,11.0,120.0,,,,1039.193,6593.0,70475.0
2011-03-01,0.869,10.0,11.0,3.711,24.0,251.0,,,,874.346,5547.0,59295.0
2011-04-01,0.37,4.0,6.0,1.58,10.0,108.0,,,,486.296,3085.0,32979.0
2011-05-01,1.898,22.0,23.0,8.1,51.0,547.0,,,,629.962,3997.0,42721.0
2011-06-01,2.223,25.0,29.0,9.487,60.0,644.0,,,,1235.625,7839.0,83796.0
2011-07-01,3.972,45.0,51.0,16.952,108.0,1151.0,,,,2046.514,12984.0,138787.0
2011-08-01,2.658,30.0,34.0,11.343,72.0,770.0,,,,1679.63,10656.0,113906.0
2011-09-01,0.413,5.0,6.0,1.764,11.0,120.0,,,,1442.777,9153.0,97844.0
2011-10-01,0.843,10.0,11.0,3.598,23.0,245.0,,,,1296.484,8225.0,87923.0
2011-11-01,0.693,8.0,11.0,2.958,19.0,200.0,,,,890.842,5652.0,60414.0
2011-12-01,0.61,6.0,6.0,2.604,17.0,177.0,,,,1490.189,9454.0,101060.0
2012-01-01,0.673,8.0,11.0,3.659,23.0,255.0,,,,1240.162,7765.0,85055.0
2012-02-01,0.847,10.0,11.0,4.599,29.0,313.0,,,,1238.668,7755.0,84953.0
2012-03-01,0.3,3.0,6.0,1.631,10.0,110.0,,,,1216.498,7617.0,83432.0
2012-04-01,0.375,4.0,6.0,2.037,13.0,139.0,,,,650.199,4071.0,44594.0
2012-05-01,0.755,9.0,11.0,4.099,26.0,284.0,,,,1100.427,6890.0,75472.0
2012-06-01,1.954,17.0,17.0,10.615,66.0,730.0,,,,1342.728,8407.0,92090.0
2012-07-01,4.962,58.0,69.0,26.956,169.0,1849.0,,,,1751.737,10968.0,120141.0
2012-08-01,0.532,6.0,6.0,2.888,18.0,197.0,,,,1472.84,9222.0,101014.0
2012-09-01,0.766,9.0,11.0,4.164,26.0,284.0,,,,1292.785,8094.0,88664.0
2012-10-01,0.726,8.0,11.0,3.946,25.0,272.0,,,,922.444,5776.0,63265.0
2012-11-01,0.488,6.0,6.0,2.65,17.0,180.0,,,,867.51,5432.0,59498.0
2012-12-01,0.362,4.0,6.0,1.969,12.0,133.0,,,,1045.789,6548.0,71725.0
2013-01-01,1.804,18.0,18.0,,,,,,,1095.733,7048.0,78344.0
2013-02-01,0.357,4.0,6.0,,,,,,,1107.693,7125.0,79199.0
2013-03-01,0.442,5.0,6.0,,,,,,,735.863,4733.0,52613.0
2013-04-01,0.315,4.0,6.0,,,,,,,1046.538,6731.0,74826.0
2013-05-01,0.589,6.0,6.0,,,,,,,940.588,6050.0,67251.0
2013-06-01,1.364,16.0,18.0,,,,,,,928.452,5972.0,66383.0
2013-07-01,2.174,25.0,30.0,,,,,,,1521.7,9787.0,108800.0
2013-08-01,2.012,23.0,24.0,,,,,,,1445.309,9296.0,103337.0
2013-09-01,0.796,9.0,12.0,,,,,,,1176.355,7566.0,84108.0
2013-10-01,0.409,5.0,6.0,,,,,,,880.113,5661.0,62927.0
2013-11-01,0.432,5.0,6.0,,,,,,,1055.439,6789.0,75463.0
2013-12-01,0.306,3.0,6.0,0.08,1.0,6.0,,,,1009.137,6491.0,72152.0
2014-01-01,7.038,80.0,124.0,2.257,14.0,138.0,,,,1308.049,8091.0,81967.0
2014-02-01,0.775,9.0,12.0,0.248,2.0,17.0,,,,1321.726,8176.0,82823.0
2014-03-01,1.038,12.0,18.0,0.333,2.0,23.0,,,,1197.716,7409.0,75052.0
2014-04-01,0.117,0.0,0.0,0.037,0.0,0.0,,,,984.881,6092.0,61716.0
2014-05-01,0.156,0.0,0.0,0.05,0.0,6.0,,,,1413.32,8742.0,88563.0
2014-06-01,0.138,0.0,0.0,0.044,0.0,0.0,,,,1470.197,9094.0,92127.0
2014-07-01,0.905,10.0,12.0,0.29,2.0,17.0,,,,1550.392,9590.0,97152.0
2014-08-01,0.502,6.0,6.0,0.161,1.0,11.0,,,,1470.188,9094.0,92126.0
2014-09-01,0.181,0.0,0.0,0.058,0.0,6.0,,,,1423.045,8802.0,89172.0
2014-10-01,0.296,3.0,6.0,0.095,1.0,6.0,,,,709.038,4386.0,44430.0
2014-11-01,0.574,7.0,12.0,0.184,1.0,11.0,,,,980.13,6063.0,61418.0
2014-12-01,0.28,3.0,6.0,0.09,1.0,6.0,,,,1180.471,7302.0,73972.0
2015-01-01,0.766,6.0,6.0,0.123,1.0,6.0,,,,1061.969,6502.0,67997.0
2015-02-01,4.788,54.0,65.0,0.763,5.0,52.0,,,,1056.548,6469.0,67647.0
2015-03-01,0.258,3.0,6.0,0.041,0.0,0.0,,,,1070.313,6553.0,68529.0
2015-04-01,0.056,0.0,0.0,0.009,0.0,0.0,,,,689.151,4220.0,44124.0
2015-05-01,0.347,4.0,6.0,0.055,0.0,6.0,,,,1283.717,7860.0,82193.0
2015-06-01,0.323,4.0,6.0,0.052,0.0,6.0,,,,1521.902,9318.0,97443.0
2015-07-01,1.088,12.0,12.0,0.173,1.0,11.0,,,,1654.531,10130.0,105935.0
2015-08-01,0.535,6.0,6.0,0.085,1.0,6.0,,,,1533.129,9387.0,98162.0
2015-09-01,0.101,0.0,0.0,0.016,0.0,0.0,,,,1262.651,7731.0,80844.0
2015-10-01,0.116,0.0,0.0,0.018,0.0,0.0,,,,639.046,3913.0,40916.0
2015-11-01,0.349,4.0,6.0,0.056,0.0,6.0,,,,929.964,5694.0,59542.0
2015-12-01,0.273,3.0,6.0,0.043,0.0,0.0,,,,1370.645,8392.0,87759.0
2016-01-01,4.02,19.0,40.0,1.665,10.0,121.0,64.645,306.0,684.0,931.84,5434.0,65173.0
2016-02-01,1.35,6.0,11.0,0.559,3.0,40.0,64.366,305.0,681.0,927.801,5410.0,64892.0
2016-03-01,0.671,3.0,6.0,0.278,2.0,17.0,56.125,266.0,593.0,809.02,4718.0,56584.0
2016-04-01,0.328,2.0,6.0,0.136,1.0,11.0,28.39,135.0,300.0,409.225,2386.0,28622.0
2016-05-01,0.596,3.0,6.0,0.247,1.0,17.0,58.959,279.0,623.0,849.859,4956.0,59441.0
2016-06-01,1.03,5.0,11.0,0.426,2.0,29.0,79.595,377.0,842.0,1147.322,6690.0,80247.0
2016-07-01,1.539,7.0,17.0,0.637,4.0,46.0,96.436,457.0,1019.0,1390.074,8106.0,97225.0
2016-08-01,1.365,6.0,17.0,0.565,3.0,40.0,100.099,474.0,1058.0,1442.873,8414.0,100918.0
2016-09-01,0.776,4.0,6.0,0.321,2.0,23.0,74.963,355.0,792.0,1080.562,6301.0,75577.0
2016-10-01,0.272,1.0,6.0,0.112,1.0,6.0,45.957,218.0,486.0,662.442,3863.0,46333.0
2016-11-01,0.256,0.0,0.0,0.106,1.0,6.0,60.644,287.0,641.0,874.154,5097.0,61140.0
2016-12-01,0.286,1.0,6.0,0.118,1.0,6.0,60.332,286.0,638.0,869.658,5071.0,60826.0
2017-01-01,1.039,5.0,18.0,0.444,3.0,34.0,98.584,467.0,1034.0,760.532,4790.0,58286.0
2017-02-01,1.365,6.0,12.0,0.584,4.0,46.0,102.823,487.0,1080.0,793.231,4996.0,60792.0
2017-03-01,0.665,3.0,6.0,0.285,2.0,23.0,115.392,547.0,1211.0,890.199,5606.0,68224.0
2017-04-01,0.247,0.0,0.0,0.106,1.0,6.0,79.356,376.0,834.0,612.193,3856.0,46917.0
2017-05-01,0.758,4.0,6.0,0.324,2.0,23.0,93.101,441.0,978.0,718.231,4523.0,55044.0
2017-06-01,0.658,3.0,6.0,0.282,2.0,23.0,135.702,643.0,1425.0,1046.882,6593.0,80232.0
2017-07-01,0.461,2.0,6.0,0.197,1.0,17.0,147.667,700.0,1551.0,1139.184,7175.0,87305.0
2017-08-01,0.55,3.0,6.0,0.236,1.0,17.0,145.047,687.0,1523.0,1118.975,7047.0,85756.0
2017-09-01,0.475,2.0,6.0,0.203,1.0,17.0,124.887,592.0,1312.0,963.447,6068.0,73837.0
2017-10-01,1.94,9.0,18.0,0.83,5.0,63.0,74.324,352.0,780.0,573.38,3611.0,43942.0
2017-11-01,0.951,5.0,12.0,0.407,3.0,29.0,116.477,552.0,1223.0,898.564,5659.0,68864.0
2017-12-01,1.567,7.0,18.0,0.671,4.0,52.0,122.964,583.0,1291.0,948.613,5974.0,72699.0
2018-01-01,6.801,32.0,76.0,26.909,152.0,1642.0,126.361,599.0,1331.0,1080.605,6103.0,66253.0
2018-02-01,0.303,1.0,6.0,1.198,7.0,76.0,133.786,634.0,1409.0,1144.08,6462.0,70146.0
2018-03-01,0.246,0.0,0.0,0.973,5.0,59.0,118.951,564.0,1253.0,1017.22,5745.0,62368.0
2018-04-01,0.678,3.0,6.0,2.681,15.0,164.0,98.618,467.0,1039.0,843.337,4763.0,51707.0
2018-05-01,0.841,4.0,12.0,3.326,19.0,205.0,121.94,578.0,1284.0,1042.777,5890.0,63935.0
2018-06-01,0.72,3.0,6.0,2.848,16.0,176.0,152.623,723.0,1607.0,1305.167,7372.0,80023.0
2018-07-01,0.73,3.0,6.0,2.888,16.0,176.0,157.817,748.0,1662.0,1349.582,7622.0,82746.0
2018-08-01,0.743,4.0,6.0,2.938,17.0,182.0,164.035,777.0,1727.0,1402.758,7923.0,86007.0
2018-09-01,1.033,5.0,12.0,4.088,23.0,252.0,152.818,724.0,1609.0,1306.831,7381.0,80124.0
2018-10-01,1.69,8.0,18.0,6.684,38.0,410.0,105.775,501.0,1114.0,904.542,5109.0,55460.0
2018-11-01,1.789,8.0,18.0,7.079,40.0,434.0,127.017,602.0,1338.0,1086.194,6135.0,66597.0
2018-12-01,1.612,8.0,18.0,6.378,36.0,393.0,122.073,578.0,1285.0,1043.917,5896.0,64005.0
2019-01-01,3.372,16.0,23.0,4.514,27.0,305.0,112.903,535.0,1087.0,968.51,5761.0,66954.0
2019-02-01,0.669,3.0,6.0,0.895,5.0,64.0,112.573,533.0,1084.0,965.677,5745.0,66759.0
2019-03-01,1.152,5.0,12.0,1.54,9.0,106.0,111.404,528.0,1072.0,955.648,5685.0,66066.0
2019-04-01,0.673,3.0,6.0,0.9,5.0,64.0,97.413,462.0,937.0,835.632,4971.0,57769.0
2019-05-01,0.94,4.0,12.0,1.257,7.0,88.0,103.54,491.0,996.0,888.189,5284.0,61402.0
2019-06-01,1.651,8.0,18.0,2.208,13.0,152.0,117.122,555.0,1128.0,1004.696,5977.0,69457.0
2019-07-01,2.263,11.0,23.0,3.027,18.0,211.0,144.771,686.0,1393.0,1241.875,7388.0,85854.0
2019-08-01,2.333,11.0,23.0,3.12,19.0,217.0,136.317,646.0,1312.0,1169.361,6956.0,80841.0
2019-09-01,1.892,9.0,18.0,2.531,15.0,176.0,109.828,520.0,1057.0,942.127,5604.0,65131.0
2019-10-01,1.208,6.0,12.0,1.616,10.0,111.0,86.083,408.0,828.0,738.442,4393.0,51050.0
2019-11-01,1.021,5.0,12.0,1.365,8.0,94.0,98.917,469.0,952.0,848.532,5048.0,58661.0
2019-12-01,1.022,5.0,12.0,1.367,8.0,94.0,121.933,578.0,1174.0,1045.971,6222.0,72311.0
2020-01-01,0.406,2.0,6.0,0.96,6.0,94.0,16.122,76.0,176.0,774.409,4830.0,71419.0
2020-02-01,0.225,0.0,0.0,0.532,3.0,47.0,13.836,66.0,150.0,664.631,4145.0,61297.0
2020-03-01,0.45,2.0,6.0,1.064,7.0,100.0,14.086,67.0,153.0,676.651,4220.0,62406.0
2020-04-01,0.25,0.0,0.0,0.59,4.0,53.0,12.43,59.0,135.0,597.067,3724.0,55066.0
2020-05-01,0.63,3.0,6.0,1.492,9.0,135.0,12.979,62.0,141.0,623.449,3888.0,57498.0
2020-06-01,0.552,3.0,6.0,1.307,8.0,123.0,13.727,65.0,149.0,659.406,4113.0,60815.0
2020-07-01,0.972,5.0,18.0,2.3,14.0,211.0,16.944,80.0,184.0,813.911,5076.0,75064.0
2020-08-01,0.938,4.0,12.0,2.22,14.0,205.0,16.175,77.0,176.0,776.996,4846.0,71660.0
2020-09-01,1.156,5.0,12.0,2.736,17.0,252.0,12.531,59.0,136.0,601.942,3754.0,55515.0
2020-10-01,0.384,2.0,6.0,0.908,6.0,82.0,10.92,52.0,118.0,524.559,3272.0,48379.0
2020-11-01,0.799,4.0,6.0,1.89,12.0,176.0,9.705,46.0,105.0,466.186,2908.0,42995.0
2020-12-01,1.298,6.0,12.0,3.072,19.0,281.0,12.485,59.0,135.0,599.722,3740.0,55311.0
2021-01-01,0.465,2.0,6.0,5.427,32.0,405.0,2.569,12.0,28.0,902.803,5360.0,66692.0
2021-02-01,2.592,12.0,23.0,30.251,180.0,2234.0,1.916,9.0,20.0,673.355,3998.0,49741.0
2021-03-01,1.4,7.0,18.0,16.34,97.0,1208.0,2.615,12.0,28.0,918.912,5456.0,67880.0
2021-04-01,0.688,3.0,6.0,8.033,48.0,592.0,2.148,10.0,23.0,755.061,4483.0,55776.0
2021-05-01,0.568,3.0,6.0,6.628,39.0,492.0,2.237,11.0,24.0,786.272,4668.0,58082.0
2021-06-01,0.83,4.0,12.0,9.683,57.0,715.0,2.88,14.0,31.0,1012.167,6009.0,74768.0
2021-07-01,0.969,5.0,12.0,11.314,67.0,838.0,2.932,14.0,32.0,1030.433,6118.0,76119.0
2021-08-01,0.927,4.0,12.0,10.817,64.0,797.0,2.92,14.0,32.0,1026.422,6094.0,75822.0
2021-09-01,0.723,3.0,6.0,8.433,50.0,621.0,2.528,12.0,28.0,888.597,5276.0,65640.0
2021-10-01,0.614,3.0,6.0,7.171,43.0,528.0,2.369,11.0,26.0,832.648,4944.0,61508.0
2021-11-01,0.872,4.0,12.0,10.182,60.0,750.0,2.091,10.0,22.0,734.897,4363.0,54287.0
2021-12-01,0.729,3.0,6.0,8.505,50.0,627.0,2.418,11.0,26.0,849.649,5044.0,62763.0
2022-01-01,,,,6.61,40.0,384.0,1.537,7.0,10.0,1046.714,6274.0,60542.0
2022-02-01,,,,1.993,12.0,117.0,1.419,7.0,12.0,966.796,5795.0,55920.0
2022-03-01,,,,1.065,6.0,61.0,1.771,8.0,14.0,1206.166,7230.0,69764.0
2022-04-01,,,,1.1,7.0,61.0,0.908,4.0,7.0,618.676,3709.0,35784.0
2022-05-01,,,,1.446,9.0,83.0,1.259,6.0,10.0,857.733,5142.0,49611.0
2022-06-01,,,,1.456,9.0,83.0,1.832,9.0,15.0,1248.324,7483.0,72203.0
2022-07-01,,,,4.43,27.0,256.0,2.104,10.0,17.0,1433.142,8591.0,82893.0
2022-08-01,,,,3.646,22.0,211.0,2.146,10.0,17.0,1462.085,8764.0,84567.0
2022-09-01,,,,0.393,2.0,22.0,1.723,8.0,14.0,1174.053,7038.0,67907.0
2022-10-01,,,,0.667,4.0,39.0,1.686,8.0,14.0,1148.255,6883.0,66415.0
2022-11-01,,,,1.078,6.0,61.0,1.576,7.0,13.0,1073.808,6437.0,62109.0
2022-12-01,5.179,25.0,41.0,9.586,57.0,556.0,1.86,9.0,15.0,1266.778,7593.0,73270.0
2023-01-01,,,,13.088,78.0,756.0,0.0,0.0,0.0,1122.228,6682.0,65345.0
2023-02-01,,,,8.415,50.0,492.0,0.0,0.0,0.0,841.06,5008.0,48974.0
2023-03-01,,,,11.126,66.0,645.0,0.0,0.0,0.0,1085.426,6463.0,63203.0
2023-04-01,,,,8.211,49.0,481.0,0.0,0.0,0.0,859.692,5119.0,50059.0
2023-05-01,,,,9.317,55.0,545.0,0.0,0.0,0.0,727.965,4335.0,42388.0
2023-06-01,,,,8.585,51.0,498.0,0.0,0.0,0.0,1250.536,7446.0,72817.0
2023-07-01,,,,7.887,47.0,457.0,0.0,0.0,0.0,1502.578,8947.0,87493.0
2023-08-01,,,,9.018,54.0,528.0,0.0,0.0,0.0,1473.937,8776.0,85826.0
2023-09-01,,,,7.437,44.0,434.0,0.0,0.0,0.0,1058.477,6303.0,61634.0
2023-10-01,,,,7.462,44.0,434.0,0.0,0.0,0.0,717.241,4271.0,41764.0
2023-11-01,,,,11.485,68.0,668.0,0.0,0.0,0.0,1156.368,6885.0,67334.0
2023-12-01,4.885,23.0,47.0,9.835,59.0,575.0,1.115,5.0,11.0,1133.626,6750.0,66010.0
2024-01-01,,,,22.05,136.0,1360.0,,,,1153.734,7117.0,71531.0
2024-02-01,,,,0.452,3.0,29.0,,,,1187.752,7327.0,73641.0
2024-03-01,,,,1.292,8.0,82.0,,,,1096.184,6762.0,67964.0
2024-04-01,,,,3.874,24.0,240.0,,,,689.46,4253.0,42747.0
2024-05-01,,,,1.644,10.0,100.0,,,,709.618,4377.0,43996.0
2024-06-01,,,,5.544,34.0,346.0,,,,1093.449,6745.0,67794.0
2024-07-01,,,,22.238,137.0,1378.0,,,,1279.236,7891.0,79313.0
2024-08-01,,,,14.442,89.0,897.0,,,,1267.176,7816.0,78565.0
2024-09-01,0.777,4.0,6.0,5.312,33.0,328.0,2.843,13.0,23.0,1117.484,6893.0,69285.0
2024-10-01,0.772,4.0,6.0,5.273,33.0,328.0,2.046,10.0,17.0,804.103,4960.0,49855.0
2024-11-01,0.174,0.0,0.0,1.189,7.0,76.0,2.293,11.0,18.0,901.308,5560.0,55881.0
2024-12-01,0.443,2.0,6.0,3.027,19.0,188.0,2.652,13.0,21.0,1042.159,6428.0,64614.0
