measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2022-12-01,19133.0,150852.0,150852.0
2023-01-01,2768.43,19570.0,19570.0
2023-02-01,2374.181,16783.0,16783.0
2023-03-01,2995.09,21173.0,21173.0
2023-04-01,2824.984,19970.0,19970.0
2023-05-01,2235.81,15806.0,15806.0
2023-06-01,3351.575,23693.0,23693.0
2023-07-01,3385.831,23935.0,23935.0
2023-08-01,3057.289,21612.0,21612.0
2023-09-01,2893.88,20458.0,20458.0
2023-10-01,2495.748,17643.0,17643.0
2023-11-01,2963.271,20948.0,20948.0
2023-12-01,2864.911,20252.0,20252.0
2024-01-01,4576.0,31928.0,31928.0
2024-02-01,604.0,7613.0,7613.0
2024-03-01,3728.0,21279.0,21279.0
2024-04-01,4224.0,30073.0,30073.0
2024-05-01,4194.0,28843.0,28843.0
2024-06-01,3161.0,23794.0,23794.0
2024-07-01,4460.0,30779.0,30779.0
2024-08-01,3521.0,26030.0,26030.0
2024-09-01,3848.0,27402.0,27402.0
2024-10-01,4091.0,29006.0,29006.0
2024-11-01,3329.0,25230.0,25230.0
2024-12-01,3344.0,25044.0,25044.0
