measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,141066.0,1386088.0,1386088.0,108.0,1230.0,1230.0
2003-02-01,137997.0,1355156.0,1355156.0,390.0,4452.0,4452.0
2003-03-01,130292.0,1289442.0,1289442.0,102.0,1176.0,1176.0
2003-04-01,122524.0,1247818.0,1247818.0,183.0,2166.0,2166.0
2003-05-01,120860.0,1253780.0,1253780.0,87.0,1044.0,1044.0
2003-06-01,113499.0,1179772.0,1179772.0,122.0,1470.0,1470.0
2003-07-01,129898.0,1331902.0,1331902.0,128.0,1524.0,1524.0
2003-08-01,137794.0,1419990.0,1419990.0,14.0,168.0,168.0
2003-09-01,120589.0,1241240.0,1241240.0,105.0,1260.0,1260.0
2003-10-01,60682.0,559306.0,559306.0,287.0,3078.0,3078.0
2003-11-01,127711.0,1261326.0,1261326.0,239.0,2742.0,2742.0
2003-12-01,145601.0,1426546.0,1426546.0,32.0,360.0,360.0
2004-01-01,154768.0,1517406.0,1517406.0,227.0,2586.0,2586.0
2004-02-01,149164.0,1452088.0,1452088.0,4.0,48.0,48.0
2004-03-01,156081.0,1514876.0,1514876.0,43.0,480.0,480.0
2004-04-01,148619.0,1437634.0,1437634.0,85.0,954.0,954.0
2004-05-01,117352.0,1158388.0,1158388.0,166.0,1908.0,1908.0
2004-06-01,132260.0,1319802.0,1319802.0,112.0,1296.0,1296.0
2004-07-01,147565.0,1477542.0,1477542.0,63.0,738.0,738.0
2004-08-01,126960.0,1289002.0,1289002.0,116.0,1368.0,1368.0
2004-09-01,129890.0,1325874.0,1325874.0,122.0,1452.0,1452.0
2004-10-01,80459.0,799326.0,799326.0,47.0,546.0,546.0
2004-11-01,87437.0,866668.0,866668.0,196.0,2262.0,2262.0
2004-12-01,155149.0,1541518.0,1541518.0,41.0,468.0,468.0
2005-01-01,111113.0,1136366.0,1136366.0,652.0,7752.0,7752.0
2005-02-01,89885.0,898348.0,898348.0,209.0,2430.0,2430.0
2005-03-01,92008.0,911966.0,911966.0,23.0,270.0,270.0
2005-04-01,85789.0,866470.0,866470.0,241.0,2832.0,2832.0
2005-05-01,75789.0,742148.0,742148.0,8.0,90.0,90.0
2005-06-01,62320.0,574772.0,574772.0,46.0,498.0,498.0
2005-07-01,104556.0,1053624.0,1053624.0,222.0,2604.0,2604.0
2005-08-01,148976.0,1505680.0,1505680.0,76.0,888.0,888.0
2005-09-01,112228.0,1122132.0,1122132.0,27.0,312.0,312.0
2005-10-01,75587.0,773102.0,773102.0,36.0,426.0,426.0
2005-11-01,108412.0,1083434.0,1083434.0,331.0,3846.0,3846.0
2005-12-01,115676.0,1122990.0,1122990.0,365.0,4116.0,4116.0
2006-01-01,143801.0,1406900.0,1406900.0,47.0,678.0,678.0
2006-02-01,138890.0,1338216.0,1338216.0,61.0,828.0,828.0
2006-03-01,158188.0,1524842.0,1524842.0,40.0,630.0,630.0
2006-04-01,156049.0,1521630.0,1521630.0,40.0,600.0,600.0
2006-05-01,152499.0,1467686.0,1467686.0,14.0,162.0,162.0
2006-06-01,114031.0,1114916.0,1114916.0,170.0,2130.0,2130.0
2006-07-01,145325.0,1435192.0,1435192.0,110.0,1440.0,1440.0
2006-08-01,145815.0,1445158.0,1445158.0,115.0,1326.0,1326.0
2006-09-01,124022.0,1295360.0,1295360.0,343.0,4158.0,4158.0
2006-10-01,82468.0,803858.0,803858.0,293.0,3654.0,3654.0
2006-11-01,149936.0,1467884.0,1467884.0,57.0,876.0,876.0
2006-12-01,152401.0,1489862.0,1489862.0,120.0,1572.0,1572.0
2007-01-01,167756.935,1642102.0,1642102.0,3.065,30.0,30.0
2007-02-01,143416.09100000001,1401796.0,1401796.0,128.90900000000002,1260.0,1260.0
2007-03-01,165005.667,1599576.0,1599576.0,4.333,42.0,42.0
2007-04-01,160414.254,1569304.0,1569304.0,52.746,516.0,516.0
2007-05-01,147843.571,1469644.0,1469644.0,139.429,1386.0,1386.0
2007-06-01,125076.304,1266738.0,1266738.0,164.696,1668.0,1668.0
2007-07-01,146200.691,1472944.0,1472944.0,92.309,930.0,930.0
2007-08-01,155674.407,1580590.0,1580590.0,26.593,270.0,270.0
2007-09-01,149852.631,1517340.0,1517340.0,34.369,348.0,348.0
