measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2016-12-01,533.0,4247.0,4247.0
2017-01-01,957.681,7776.0,7776.0
2017-02-01,730.979,5936.0,5936.0
2017-03-01,605.349,4916.0,4916.0
2017-04-01,540.76,4392.0,4392.0
2017-05-01,670.864,5449.0,5449.0
2017-06-01,882.623,7168.0,7168.0
2017-07-01,1203.608,9775.0,9775.0
2017-08-01,1358.705,11034.0,11034.0
2017-09-01,1117.961,9079.0,9079.0
2017-10-01,1058.784,8599.0,8599.0
2017-11-01,920.165,7472.0,7472.0
2017-12-01,975.521,7922.0,7922.0
2018-01-01,797.933,6735.0,6735.0
2018-02-01,700.604,5913.0,5913.0
2018-03-01,728.654,6150.0,6150.0
2018-04-01,548.373,4628.0,4628.0
2018-05-01,500.587,4225.0,4225.0
2018-06-01,684.782,5779.0,5779.0
2018-07-01,1194.941,10085.0,10085.0
2018-08-01,1105.427,9329.0,9329.0
2018-09-01,889.649,7508.0,7508.0
2018-10-01,994.426,8392.0,8392.0
2018-11-01,888.978,7503.0,7503.0
2018-12-01,895.646,7559.0,7559.0
2019-01-01,871.543,7939.0,7939.0
2019-02-01,808.106,7360.0,7360.0
2019-03-01,704.707,6419.0,6419.0
2019-04-01,494.491,4504.0,4504.0
2019-05-01,426.11,3881.0,3881.0
2019-06-01,569.786,5190.0,5190.0
2019-07-01,898.212,8181.0,8181.0
2019-08-01,1055.058,9610.0,9610.0
2019-09-01,928.373,8455.0,8455.0
2019-10-01,950.854,8660.0,8660.0
2019-11-01,932.54,8494.0,8494.0
2019-12-01,967.22,8810.0,8810.0
2020-01-01,699.514,6621.0,6621.0
2020-02-01,617.737,5844.0,5844.0
2020-03-01,685.729,6488.0,6488.0
2020-04-01,484.948,4588.0,4588.0
2020-05-01,455.983,4314.0,4314.0
2020-06-01,641.435,6069.0,6069.0
2020-07-01,897.3,8490.0,8490.0
2020-08-01,1115.855,10557.0,10557.0
2020-09-01,971.736,9194.0,9194.0
2020-10-01,1009.172,9548.0,9548.0
2020-11-01,806.091,7626.0,7626.0
2020-12-01,893.5,8453.0,8453.0
2021-01-01,717.261,6394.0,6394.0
2021-02-01,608.262,5423.0,5423.0
2021-03-01,653.999,5831.0,5831.0
2021-04-01,580.315,5174.0,5174.0
2021-05-01,606.504,5407.0,5407.0
2021-06-01,829.36,7395.0,7395.0
2021-07-01,1144.501,10204.0,10204.0
2021-08-01,1044.968,9317.0,9317.0
2021-09-01,889.144,7928.0,7928.0
2021-10-01,847.628,7557.0,7557.0
2021-11-01,779.012,6946.0,6946.0
2021-12-01,804.046,7168.0,7168.0
2022-01-01,827.46,7195.0,7195.0
2022-02-01,687.013,5974.0,5974.0
2022-03-01,635.669,5527.0,5527.0
2022-04-01,651.138,5662.0,5662.0
2022-05-01,597.53,5196.0,5196.0
2022-06-01,812.681,7066.0,7066.0
2022-07-01,1085.659,9440.0,9440.0
2022-08-01,1309.993,11392.0,11392.0
2022-09-01,1200.605,10440.0,10440.0
2022-10-01,1102.571,9588.0,9588.0
2022-11-01,1012.522,8804.0,8804.0
2022-12-01,1119.159,9731.0,9731.0
2023-01-01,978.0,8860.0,8860.0
2023-02-01,884.0,8041.0,8041.0
2023-03-01,977.0,8873.0,8873.0
2023-04-01,943.0,8580.0,8580.0
2023-05-01,968.0,8827.0,8827.0
2023-06-01,929.0,8609.0,8609.0
2023-07-01,955.0,8973.0,8973.0
2023-08-01,888.0,8418.0,8418.0
2023-09-01,843.0,7870.0,7870.0
2023-10-01,938.0,8846.0,8846.0
2023-11-01,841.0,7626.0,7626.0
2023-12-01,956.0,4011.0,4011.0
2024-01-01,131.0,1117.0,1117.0
2024-02-01,844.0,7826.0,7826.0
2024-03-01,927.0,8702.0,8702.0
2024-04-01,898.0,8489.0,8489.0
2024-05-01,840.0,8003.0,8003.0
2024-06-01,597.0,5458.0,5458.0
2024-07-01,894.0,8419.0,8419.0
2024-08-01,862.0,8313.0,8313.0
2024-09-01,893.0,8568.0,8568.0
2024-10-01,878.0,8212.0,8212.0
2024-11-01,606.0,5547.0,5547.0
2024-12-01,869.0,8051.0,8051.0
