measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2003-01-01,1111.354,11604.0,11604.0
2003-02-01,1065.5040000000001,11125.0,11125.0
2003-03-01,1076.605,11241.0,11241.0
2003-04-01,984.2320000000001,10277.0,10277.0
2003-05-01,1001.8140000000001,10460.0,10460.0
2003-06-01,1046.8210000000001,10930.0,10930.0
2003-07-01,1211.962,12655.0,12655.0
2003-08-01,1296.885,13541.0,13541.0
2003-09-01,1105.9180000000001,11547.0,11547.0
2003-10-01,1077.166,11247.0,11247.0
2003-11-01,1083.093,11309.0,11309.0
2003-12-01,1181.643,12338.0,12338.0
2004-01-01,1203.25,12954.0,12954.0
2004-02-01,1203.25,12954.0,12954.0
2004-03-01,1203.25,12954.0,12954.0
2004-04-01,1203.25,12954.0,12954.0
2004-05-01,1203.25,12954.0,12954.0
2004-06-01,1203.25,12954.0,12954.0
2004-07-01,1203.25,12954.0,12954.0
2004-08-01,1203.25,12954.0,12954.0
2004-09-01,1203.25,12954.0,12954.0
2004-10-01,1203.25,12954.0,12954.0
2004-11-01,1203.25,12954.0,12954.0
2004-12-01,1203.25,12954.0,12954.0
2005-01-01,994.5630000000001,11111.96,11111.96
2005-02-01,887.2280000000001,9912.74,9912.74
2005-03-01,1013.3380000000001,11321.72,11321.72
2005-04-01,1011.243,11298.32,11298.32
2005-05-01,1111.715,12420.86,12420.86
2005-06-01,1101.3880000000001,12305.48,12305.48
2005-07-01,1140.428,12741.67,12741.67
2005-08-01,1135.2740000000001,12684.08,12684.08
2005-09-01,1069.42,11948.32,11948.32
2005-10-01,1079.5,12060.94,12060.94
2005-11-01,1087.239,12147.41,12147.41
2005-12-01,1089.664,12174.5,12174.5
2006-01-01,812.1320000000001,10115.0,10115.0
2006-02-01,727.3520000000001,9059.0,9059.0
2006-03-01,653.0,8133.0,8133.0
2006-04-01,593.6840000000001,7394.0,7394.0
2006-05-01,690.931,8605.0,8605.0
2006-06-01,469.91700000000003,5853.0,5853.0
2006-07-01,623.287,7763.0,7763.0
2006-08-01,612.647,7630.0,7630.0
2006-09-01,569.71,7096.0,7096.0
2006-10-01,652.8480000000001,8131.0,8131.0
2006-11-01,717.0790000000001,8931.0,8931.0
2006-12-01,735.415,9159.0,9159.0
2007-01-01,860.979,12400.0,12400.0
2007-02-01,702.395,10116.0,10116.0
2007-03-01,956.32,13773.0,13773.0
2007-04-01,962.316,13860.0,13860.0
2007-05-01,1007.711,14514.0,14514.0
2007-06-01,888.1170000000001,12791.0,12791.0
2007-07-01,767.667,11056.0,11056.0
2007-08-01,1081.8780000000002,15582.0,15582.0
2007-09-01,750.255,10805.0,10805.0
2007-10-01,748.735,10783.0,10783.0
2007-11-01,894.85,12888.0,12888.0
2007-12-01,871.778,12556.0,12556.0
2008-01-01,862.724,12063.0,12063.0
2008-02-01,944.888,13213.0,13213.0
2008-03-01,826.759,11561.0,11561.0
2008-04-01,962.4970000000001,13459.0,13459.0
2008-05-01,664.988,9299.0,9299.0
2008-06-01,711.611,9951.0,9951.0
2008-07-01,840.282,11750.0,11750.0
2008-08-01,587.166,8211.0,8211.0
2008-09-01,786.873,11003.0,11003.0
2008-10-01,790.822,11058.0,11058.0
2008-11-01,516.014,7215.0,7215.0
2008-12-01,687.376,9612.0,9612.0
2009-01-01,942.057,13277.0,13277.0
2009-02-01,736.8380000000001,10385.0,10385.0
2009-03-01,1022.327,14409.0,14409.0
2009-04-01,928.359,13085.0,13085.0
2009-05-01,893.566,12594.0,12594.0
2009-06-01,1014.918,14305.0,14305.0
2009-07-01,934.613,13173.0,13173.0
2009-08-01,856.278,12069.0,12069.0
2009-09-01,971.615,13694.0,13694.0
2009-10-01,384.95,5426.0,5426.0
2009-11-01,1026.894,14474.0,14474.0
2009-12-01,855.585,12059.0,12059.0
2010-01-01,963.542,11515.0,11515.0
2010-02-01,881.671,10536.0,10536.0
2010-03-01,1007.985,12045.0,12045.0
2010-04-01,1043.761,12473.0,12473.0
2010-05-01,882.015,10540.0,10540.0
2010-06-01,1018.302,12169.0,12169.0
2010-07-01,926.864,11076.0,11076.0
2010-08-01,1038.24,12407.0,12407.0
2010-09-01,910.1740000000001,10877.0,10877.0
2010-10-01,930.595,11121.0,11121.0
2010-11-01,1157.134,13828.0,13828.0
2010-12-01,907.7170000000001,10847.0,10847.0
2011-01-01,738.031,10359.0,10359.0
2011-02-01,778.255,10922.0,10922.0
2011-03-01,900.387,12636.0,12636.0
2011-04-01,918.875,12896.0,12896.0
2011-05-01,624.242,8761.0,8761.0
2011-06-01,937.906,13163.0,13163.0
2011-07-01,798.804,11211.0,11211.0
2011-08-01,888.763,12473.0,12473.0
2011-09-01,783.59,10997.0,10997.0
2011-10-01,878.814,12333.0,12333.0
2011-11-01,872.333,12242.0,12242.0
2011-12-01,898.0,12602.0,12602.0
2012-01-01,559.046,8646.0,8646.0
2012-02-01,555.797,8595.0,8595.0
2012-03-01,523.344,8093.0,8093.0
2012-04-01,586.694,9073.0,9073.0
2012-05-01,638.68,9877.0,9877.0
2012-06-01,584.688,9041.0,9041.0
2012-07-01,497.427,7692.0,7692.0
2012-08-01,661.505,10230.0,10230.0
2012-09-01,564.709,8733.0,8733.0
2012-10-01,588.232,9096.0,9096.0
2012-11-01,604.608,9350.0,9350.0
2012-12-01,546.27,8448.0,8448.0
2013-01-01,78.928,1339.0,1339.0
2013-02-01,66.459,1127.0,1127.0
2013-03-01,73.092,1240.0,1240.0
2013-04-01,75.375,1278.0,1278.0
2013-05-01,79.305,1345.0,1345.0
2013-06-01,73.692,1250.0,1250.0
2013-07-01,78.948,1339.0,1339.0
2013-08-01,77.432,1313.0,1313.0
2013-09-01,64.769,1098.0,1098.0
