measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,116387.0,1317480.0,1317480.0,80.0,930.0,930.0
2003-02-01,112963.0,1289976.0,1289976.0,20.0,234.0,234.0
2003-03-01,121092.0,1387944.0,1387944.0,56.0,642.0,642.0
2003-04-01,111823.0,1247888.0,1247888.0,133.0,1542.0,1542.0
2003-05-01,118118.0,1318130.0,1318130.0,69.0,798.0,798.0
2003-06-01,116778.0,1344840.0,1344840.0,44.0,510.0,510.0
2003-07-01,124382.0,1425096.0,1425096.0,0.0,0.0,0.0
2003-08-01,117113.0,1346352.0,1346352.0,111.0,1290.0,1290.0
2003-09-01,116702.0,1327104.0,1327104.0,338.0,3918.0,3918.0
2003-10-01,107799.0,1204824.0,1204824.0,204.0,2376.0,2376.0
2003-11-01,108048.0,1209386.0,1209386.0,79.0,918.0,918.0
2003-12-01,98679.0,1187496.0,1187496.0,275.0,3006.0,3006.0
2004-01-01,97623.131,1134031.0,1134031.0,156.76600000000002,1869.0,1869.0
2004-02-01,81897.596,951357.0,951357.0,240.18200000000002,2863.0,2863.0
2004-03-01,79617.671,924872.0,924872.0,209.436,2496.0,2496.0
2004-04-01,85516.943,993400.0,993400.0,243.42200000000003,2902.0,2902.0
2004-05-01,99906.472,1160555.0,1160555.0,114.438,1364.0,1364.0
2004-06-01,98935.16,1149272.0,1149272.0,79.004,942.0,942.0
2004-07-01,100576.051,1168333.0,1168333.0,165.591,1974.0,1974.0
2004-08-01,94383.619,1096399.0,1096399.0,123.745,1475.0,1475.0
2004-09-01,96682.133,1123100.0,1123100.0,144.22,1719.0,1719.0
2004-10-01,101043.905,1173768.0,1173768.0,160.351,1911.0,1911.0
2004-11-01,94938.87,1102849.0,1102849.0,191.649,2284.0,2284.0
2004-12-01,102017.45,1185077.0,1185077.0,115.19600000000001,1373.0,1373.0
2005-01-01,119411.734,1369717.98,1369717.98,125.911,1443.95,1443.95
2005-02-01,103967.744,1192566.96,1192566.96,63.903000000000006,732.84,732.84
2005-03-01,107866.248,1237284.93,1237284.93,77.34100000000001,886.95,886.95
2005-04-01,96130.045,1102664.26,1102664.26,80.59100000000001,924.22,924.22
2005-05-01,105531.462,1210503.66,1210503.66,94.962,1089.03,1089.03
2005-06-01,117540.165,1348250.06,1348250.06,85.97800000000001,985.99,985.99
2005-07-01,124252.391,1425242.97,1425242.97,137.673,1578.84,1578.84
2005-08-01,125634.817,1441100.15,1441100.15,152.355,1747.22,1747.22
2005-09-01,115133.837,1320648.16,1320648.16,151.298,1735.09,1735.09
2005-10-01,108722.346,1247104.84,1247104.84,90.27900000000001,1035.33,1035.33
2005-11-01,105999.248,1215869.43,1215869.43,71.959,825.23,825.23
2005-12-01,118378.962,1357871.53,1357871.53,156.751,1797.63,1797.63
2006-01-01,108755.16500000001,1228210.0,1228210.0,124.3,1406.0,1406.0
2006-02-01,99202.519,1120329.0,1120329.0,123.004,1392.0,1392.0
2006-03-01,101074.366,1141468.0,1141468.0,107.849,1220.0,1220.0
2006-04-01,92049.691,1039549.0,1039549.0,142.27100000000002,1610.0,1610.0
2006-05-01,107754.68,1216911.0,1216911.0,128.578,1455.0,1455.0
2006-06-01,116422.317,1314798.0,1314798.0,153.774,1740.0,1740.0
2006-07-01,124336.993,1404181.0,1404181.0,149.172,1688.0,1688.0
2006-08-01,125807.63,1420789.0,1420789.0,160.53900000000002,1816.0,1816.0
2006-09-01,111073.883,1254396.0,1254396.0,114.049,1290.0,1290.0
2006-10-01,105919.486,1196186.0,1196186.0,146.794,1661.0,1661.0
2006-11-01,104310.966,1178020.0,1178020.0,128.12800000000001,1450.0,1450.0
2006-12-01,114224.305,1289975.0,1289975.0,142.543,1613.0,1613.0
2007-01-01,122137.202,1334926.0,1334926.0,53.798,588.0,588.0
2007-02-01,92624.255,1087782.0,1087782.0,180.745,2123.0,2123.0
2007-03-01,99823.338,1090635.0,1090635.0,206.662,2258.0,2258.0
2007-04-01,117536.863,1363244.0,1363244.0,119.137,1382.0,1382.0
2007-05-01,119890.346,1516089.0,1516089.0,150.654,1905.0,1905.0
2007-06-01,108947.658,1261244.0,1261244.0,246.342,2852.0,2852.0
2007-07-01,116424.616,1425810.0,1425810.0,87.384,1070.0,1070.0
2007-08-01,119996.365,1443608.0,1443608.0,37.635,453.0,453.0
2007-09-01,91414.177,1028278.0,1028278.0,409.82300000000004,4610.0,4610.0
2007-10-01,118843.0,1366203.0,1366203.0,0.0,0.0,0.0
2007-11-01,110710.44,1284952.0,1284952.0,4.56,53.0,53.0
2007-12-01,119434.993,1192631.0,1192631.0,63.007000000000005,629.0,629.0
2008-01-01,11356.102,140446.0,140446.0,154.994,1917.0,1917.0
2008-02-01,90760.945,1096372.0,1096372.0,87.131,1053.0,1053.0
2008-03-01,37886.391,446878.0,446878.0,130.609,1541.0,1541.0
2008-04-01,59092.216,701552.0,701552.0,284.784,3381.0,3381.0
2008-05-01,109483.634,1219729.0,1219729.0,187.366,2087.0,2087.0
2008-06-01,103939.76000000001,1207508.0,1207508.0,102.24000000000001,1188.0,1188.0
2008-07-01,122547.464,1420850.0,1420850.0,2.536,29.0,29.0
2008-08-01,110338.851,1259800.0,1259800.0,108.149,1235.0,1235.0
2008-09-01,110579.292,1234405.0,1234405.0,358.708,4004.0,4004.0
2008-10-01,110069.546,1234571.0,1234571.0,31.454,353.0,353.0
2008-11-01,101238.782,1188216.0,1188216.0,110.218,1294.0,1294.0
2008-12-01,113469.274,1292454.0,1292454.0,86.726,988.0,988.0
2009-01-01,106156.381,1075650.0,1075650.0,152.619,1546.0,1546.0
2009-02-01,98042.977,1080049.0,1080049.0,111.02300000000001,1223.0,1223.0
2009-03-01,62026.974,693088.0,693088.0,151.026,1688.0,1688.0
2009-04-01,97366.112,1080668.0,1080668.0,264.88800000000003,2940.0,2940.0
2009-05-01,112259.112,1261448.0,1261448.0,109.888,1235.0,1235.0
2009-06-01,104319.463,1170215.0,1170215.0,87.537,982.0,982.0
2009-07-01,113779.571,1273097.0,1273097.0,29.429000000000002,329.0,329.0
2009-08-01,111575.389,1311397.0,1311397.0,198.61100000000002,2334.0,2334.0
2009-09-01,109507.64600000001,1247659.0,1247659.0,11.354000000000001,129.0,129.0
2009-10-01,104801.075,1203631.0,1203631.0,231.925,2664.0,2664.0
2009-11-01,100973.442,1156731.0,1156731.0,79.558,911.0,911.0
2009-12-01,89534.24799999999,1009353.0,1009353.0,392.752,4428.0,4428.0
2010-01-01,109500.924,1244383.0,1244383.0,121.07600000000001,1376.0,1376.0
2010-02-01,107801.503,1170409.0,1170409.0,19.497,212.0,212.0
2010-03-01,112072.507,1195136.0,1195136.0,96.49300000000001,1029.0,1029.0
2010-04-01,115206.507,1238004.0,1238004.0,98.49300000000001,1058.0,1058.0
2010-05-01,110991.335,1201650.0,1201650.0,77.665,841.0,841.0
2010-06-01,112712.90000000001,1204576.0,1204576.0,1.1,12.0,12.0
2010-07-01,122562.0,1332980.0,1332980.0,0.0,0.0,0.0
2010-08-01,110729.804,1229513.0,1229513.0,75.196,835.0,835.0
2010-09-01,109600.073,1235026.0,1235026.0,105.927,1194.0,1194.0
2010-10-01,92845.547,1041333.0,1041333.0,193.453,2170.0,2170.0
2010-11-01,71119.206,812421.0,812421.0,254.794,2911.0,2911.0
2010-12-01,119818.0,1338990.0,1338990.0,0.0,0.0,0.0
2011-01-01,112051.21,1238111.0,1238111.0,62.794,694.0,694.0
2011-02-01,95542.397,1048189.0,1048189.0,68.603,753.0,753.0
2011-03-01,112081.41,1242332.0,1242332.0,1.591,18.0,18.0
2011-04-01,108730.88,1203673.0,1203673.0,2.125,24.0,24.0
2011-05-01,97596.97,1080888.0,1080888.0,155.03,1717.0,1717.0
2011-06-01,104460.92,1146395.0,1146395.0,76.083,835.0,835.0
2011-07-01,116506.8,1286164.0,1286164.0,3.196,35.0,35.0
2011-08-01,119111.95,1324228.0,1324228.0,10.049,112.0,112.0
2011-09-01,113428.27,1265908.0,1265908.0,43.73,488.0,488.0
2011-10-01,117432.18,1292287.0,1292287.0,12.824,141.0,141.0
2011-11-01,118594.36,1320859.0,1320859.0,2.64,29.0,29.0
2011-12-01,116177.41,1300958.0,1300958.0,64.586,723.0,723.0
2012-01-01,107731.99,1200463.0,1200463.0,229.015,2552.0,2552.0
2012-02-01,93056.321,1064101.0,1064101.0,241.679,2764.0,2764.0
2012-03-01,111750.49,1275304.0,1275304.0,0.515,6.0,6.0
2012-04-01,108838.66,1241470.0,1241470.0,11.341,129.0,129.0
2012-05-01,98099.334,1119184.0,1119184.0,189.666,2164.0,2164.0
2012-06-01,105339.79,1202964.0,1202964.0,59.213,676.0,676.0
2012-07-01,108633.31,1240288.0,1240288.0,6.695,76.0,76.0
2012-08-01,114871.27,1281026.0,1281026.0,23.727,265.0,265.0
