measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,50343.356,448554.21,448554.21,9358.202000000001,0.0,0.0
2005-07-01,64465.605,574382.02,574382.02,11983.353,0.0,0.0
2005-08-01,66806.886,595242.6,595242.6,12418.568,0.0,0.0
2005-09-01,50386.653,448939.98,448939.98,9366.251,0.0,0.0
2005-10-01,39109.779,348464.17,348464.17,7270.02,0.0,0.0
2005-11-01,34895.259,310913.23,310913.23,6486.594,0.0,0.0
2005-12-01,39814.462,354742.83,354742.83,7401.012000000001,0.0,0.0
2006-01-01,56090.434,525040.0,525040.0,9898.321,0.0,0.0
2006-02-01,49453.514,462914.0,462914.0,8727.098,0.0,0.0
2006-03-01,54776.457,512740.0,512740.0,9666.442000000001,0.0,0.0
2006-04-01,52191.111,488540.0,488540.0,9210.204,0.0,0.0
2006-05-01,60833.044,569433.0,569433.0,10735.253,0.0,0.0
2006-06-01,64480.093,603572.0,603572.0,11378.85,0.0,0.0
2006-07-01,72601.74,679595.0,679595.0,12812.083,0.0,0.0
2006-08-01,75002.01699999999,702064.0,702064.0,13235.662,0.0,0.0
2006-09-01,61069.383,571646.0,571646.0,10776.959,0.0,0.0
2006-10-01,64018.258,599249.0,599249.0,11297.35,0.0,0.0
2006-11-01,54077.265,506195.0,506195.0,9543.055,0.0,0.0
2006-12-01,60641.736,567643.0,567643.0,10701.492,0.0,0.0
