measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2013-11-01,806.853,10196.0,10196.0
2013-12-01,757.147,9569.0,9569.0
2014-01-01,3314.451,38288.0,38288.0
2014-02-01,2896.448,33459.0,33459.0
2014-03-01,3123.456,36081.0,36081.0
2014-04-01,2923.145,33767.0,33767.0
2014-05-01,2995.161,34599.0,34599.0
2014-06-01,2233.477,25801.0,25801.0
2014-07-01,2611.931,30172.0,30172.0
2014-08-01,3513.649,40589.0,40589.0
2014-09-01,3387.389,39130.0,39130.0
2014-10-01,3479.901,40199.0,40199.0
2014-11-01,3211.137,37094.0,37094.0
2014-12-01,2986.855,34503.0,34503.0
2015-01-01,2813.258,30807.0,30807.0
2015-02-01,2841.765,31119.0,31119.0
2015-03-01,3117.89,34143.0,34143.0
2015-04-01,3042.631,33318.0,33318.0
2015-05-01,3180.506,34828.0,34828.0
2015-06-01,1922.569,21053.0,21053.0
2015-07-01,3104.127,33992.0,33992.0
2015-08-01,3042.275,33315.0,33315.0
2015-09-01,2958.825,32401.0,32401.0
2015-10-01,3206.961,35118.0,35118.0
2015-11-01,2528.306,27686.0,27686.0
2015-12-01,2323.887,25448.0,25448.0
2016-01-01,2721.049,26185.0,26185.0
2016-02-01,3061.498,29462.0,29462.0
2016-03-01,3406.659,32784.0,32784.0
2016-04-01,3401.932,32738.0,32738.0
2016-05-01,3318.509,31936.0,31936.0
2016-06-01,2400.52,23101.0,23101.0
2016-07-01,3099.056,29824.0,29824.0
2016-08-01,2813.971,27080.0,27080.0
2016-09-01,2843.49,27364.0,27364.0
2016-10-01,3266.535,31436.0,31436.0
2016-11-01,3130.051,30122.0,30122.0
2016-12-01,3260.73,31380.0,31380.0
2017-01-01,3087.654,33058.0,33058.0
2017-02-01,2763.44,29587.0,29587.0
2017-03-01,3152.284,33750.0,33750.0
2017-04-01,2932.339,31395.0,31395.0
2017-05-01,3125.986,33468.0,33468.0
2017-06-01,2971.629,31816.0,31816.0
2017-07-01,3167.91,33917.0,33917.0
2017-08-01,3141.372,33633.0,33633.0
2017-09-01,2976.179,31864.0,31864.0
2017-10-01,2634.414,28205.0,28205.0
2017-11-01,2986.107,31970.0,31970.0
2017-12-01,3289.686,35221.0,35221.0
2018-01-01,3147.804,34007.0,34007.0
2018-02-01,2914.551,31487.0,31487.0
2018-03-01,2941.777,31781.0,31781.0
2018-04-01,2763.898,29860.0,29860.0
2018-05-01,2795.829,30205.0,30205.0
2018-06-01,2619.242,28297.0,28297.0
2018-07-01,2743.501,29639.0,29639.0
2018-08-01,2831.357,30588.0,30588.0
2018-09-01,2777.567,30008.0,30008.0
2018-10-01,2799.818,30248.0,30248.0
2018-11-01,2710.858,29287.0,29287.0
2018-12-01,2884.798,31166.0,31166.0
2019-01-01,2806.206,30107.0,30107.0
2019-02-01,2523.461,27074.0,27074.0
2019-03-01,2827.654,30338.0,30338.0
2019-04-01,2630.147,28219.0,28219.0
2019-05-01,2394.979,25696.0,25696.0
2019-06-01,2487.494,26688.0,26688.0
2019-07-01,2726.486,29252.0,29252.0
2019-08-01,2822.31,30281.0,30281.0
2019-09-01,2615.961,28066.0,28066.0
2019-10-01,2374.927,25481.0,25481.0
2019-11-01,2514.806,26981.0,26981.0
2019-12-01,2748.569,29489.0,29489.0
2020-01-01,2812.299,31107.0,31107.0
2020-02-01,2567.645,28401.0,28401.0
2020-03-01,2711.318,29990.0,29990.0
2020-04-01,2525.577,27936.0,27936.0
2020-05-01,2662.4,29449.0,29449.0
2020-06-01,2472.776,27351.0,27351.0
2020-07-01,2761.276,30543.0,30543.0
2020-08-01,2638.009,29179.0,29179.0
2020-09-01,2615.136,28926.0,28926.0
2020-10-01,2536.931,28061.0,28061.0
2020-11-01,2521.388,27889.0,27889.0
2020-12-01,2354.245,26040.0,26040.0
2021-01-01,2441.064,27262.0,27262.0
2021-02-01,2231.945,24926.0,24926.0
2021-03-01,2530.684,28263.0,28263.0
2021-04-01,2110.598,23571.0,23571.0
2021-05-01,2255.321,25188.0,25188.0
2021-06-01,2309.637,25795.0,25795.0
2021-07-01,2243.712,25058.0,25058.0
2021-08-01,2224.798,24847.0,24847.0
2021-09-01,2285.84,25529.0,25529.0
2021-10-01,2201.394,24586.0,24586.0
2021-11-01,2148.522,23995.0,23995.0
2021-12-01,2212.485,24709.0,24709.0
2022-01-01,2946.386,27044.0,27044.0
2022-02-01,2611.765,23972.0,23972.0
2022-03-01,2864.624,26293.0,26293.0
2022-04-01,2284.732,20971.0,20971.0
2022-05-01,2330.743,21393.0,21393.0
2022-06-01,2542.985,23341.0,23341.0
2022-07-01,2741.836,25166.0,25166.0
2022-08-01,2879.889,26433.0,26433.0
2022-09-01,2776.94,25489.0,25489.0
2022-10-01,2788.069,25591.0,25591.0
2022-11-01,2387.657,21916.0,21916.0
2022-12-01,2694.374,24731.0,24731.0
2023-01-01,2622.091,29149.0,29149.0
2023-02-01,2564.92,28514.0,28514.0
2023-03-01,2748.44,30555.0,30555.0
2023-04-01,2445.672,27189.0,27189.0
2023-05-01,3022.44,33601.0,33601.0
2023-06-01,2762.487,30711.0,30711.0
2023-07-01,2844.914,31627.0,31627.0
2023-08-01,2993.016,33273.0,33273.0
2023-09-01,2798.164,31107.0,31107.0
2023-10-01,2815.065,31295.0,31295.0
2023-11-01,2810.272,31242.0,31242.0
2023-12-01,3177.519,35325.0,35325.0
2024-01-01,2744.045,31262.0,31262.0
2024-02-01,2453.303,27949.0,27949.0
2024-03-01,2946.744,33570.0,33570.0
