measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2015-05-01,159.048,1482.0,1482.0
2015-06-01,148.251,1382.0,1382.0
2015-07-01,158.838,1480.0,1480.0
2015-08-01,141.613,1320.0,1320.0
2015-09-01,96.777,902.0,902.0
2015-10-01,86.944,810.0,810.0
2015-11-01,63.995,596.0,596.0
2015-12-01,95.924,894.0,894.0
2016-01-01,67.384,622.0,622.0
2016-02-01,82.311,760.0,760.0
2016-03-01,123.281,1138.0,1138.0
2016-04-01,129.162,1192.0,1192.0
2016-05-01,139.095,1284.0,1284.0
2016-06-01,137.552,1270.0,1270.0
2016-07-01,143.184,1322.0,1322.0
2016-08-01,176.168,1626.0,1626.0
2016-09-01,168.289,1554.0,1554.0
2016-10-01,170.859,1577.0,1577.0
2016-11-01,176.239,1627.0,1627.0
2016-12-01,191.476,1768.0,1768.0
2017-01-01,86.159,794.0,794.0
2017-02-01,105.178,969.0,969.0
2017-03-01,129.485,1193.0,1193.0
2017-04-01,141.039,1299.0,1299.0
2017-05-01,154.185,1421.0,1421.0
2017-06-01,131.874,1215.0,1215.0
2017-07-01,147.166,1356.0,1356.0
2017-08-01,132.861,1224.0,1224.0
2017-09-01,127.588,1175.0,1175.0
2017-10-01,111.101,1024.0,1024.0
2017-11-01,98.133,904.0,904.0
2017-12-01,80.231,739.0,739.0
2018-01-01,83.203,757.0,757.0
2018-02-01,80.267,731.0,731.0
2018-03-01,118.758,1081.0,1081.0
2018-04-01,128.801,1173.0,1173.0
2018-05-01,113.829,1036.0,1036.0
2018-06-01,125.52,1143.0,1143.0
2018-07-01,120.944,1101.0,1101.0
2018-08-01,123.319,1123.0,1123.0
2018-09-01,100.868,918.0,918.0
2018-10-01,106.384,969.0,969.0
2018-11-01,77.404,705.0,705.0
2018-12-01,69.703,635.0,635.0
2019-01-01,82.955,739.0,739.0
2019-02-01,81.676,727.0,727.0
2019-03-01,126.835,1129.0,1129.0
2019-04-01,133.256,1187.0,1187.0
2019-05-01,143.719,1280.0,1280.0
2019-06-01,127.618,1136.0,1136.0
2019-07-01,135.894,1210.0,1210.0
2019-08-01,123.723,1102.0,1102.0
2019-09-01,126.696,1128.0,1128.0
2019-10-01,103.599,923.0,923.0
2019-11-01,92.698,825.0,825.0
2019-12-01,78.331,698.0,698.0
2020-01-01,64.748,568.0,568.0
2020-02-01,68.706,602.0,602.0
2020-03-01,90.962,797.0,797.0
2020-04-01,100.178,878.0,878.0
2020-05-01,111.415,977.0,977.0
2020-06-01,101.322,888.0,888.0
2020-07-01,108.571,952.0,952.0
2020-08-01,94.873,832.0,832.0
2020-09-01,80.22,703.0,703.0
2020-10-01,79.346,696.0,696.0
2020-11-01,67.282,590.0,590.0
2020-12-01,65.377,573.0,573.0
2021-01-01,29.017,257.0,257.0
2021-02-01,28.808,255.0,255.0
2021-03-01,42.857,379.0,379.0
2021-04-01,50.476,446.0,446.0
2021-05-01,55.288,489.0,489.0
2021-06-01,45.047,398.0,398.0
2021-07-01,47.921,424.0,424.0
2021-08-01,44.42,393.0,393.0
2021-09-01,42.996,380.0,380.0
2021-10-01,38.361,339.0,339.0
2021-11-01,34.508,305.0,305.0
2021-12-01,27.301,241.0,241.0
2022-01-01,76.055,259.0,259.0
2022-02-01,85.648,292.0,292.0
2022-03-01,110.156,376.0,376.0
2022-04-01,127.341,434.0,434.0
2022-05-01,130.222,444.0,444.0
2022-06-01,130.69,446.0,446.0
2022-07-01,121.139,413.0,413.0
2022-08-01,113.246,386.0,386.0
2022-09-01,102.439,350.0,350.0
2022-10-01,100.301,342.0,342.0
2022-11-01,68.423,233.0,233.0
2022-12-01,64.34,220.0,220.0
2023-01-01,56.0,191.0,191.0
2023-02-01,99.0,338.0,338.0
2023-03-01,130.0,444.0,444.0
2023-04-01,140.0,478.0,478.0
2023-05-01,151.0,515.0,515.0
2023-06-01,57.0,194.0,194.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,15.0,51.0,51.0
2024-03-01,39.0,133.0,133.0
2024-04-01,37.0,126.0,126.0
2024-05-01,37.0,126.0,126.0
2024-06-01,45.0,154.0,154.0
2024-07-01,31.0,106.0,106.0
2024-08-01,23.0,78.0,78.0
2024-09-01,15.0,51.0,51.0
2024-10-01,39.0,133.0,133.0
2024-11-01,20.0,68.0,68.0
2024-12-01,19.0,65.0,65.0
