measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2019-01-01,0.446,4.0,4.0
2019-02-01,0.426,4.0,4.0
2019-03-01,0.422,4.0,4.0
2019-04-01,0.491,4.0,4.0
2019-05-01,0.479,4.0,4.0
2019-06-01,0.38,3.0,3.0
2019-07-01,0.393,3.0,3.0
2019-08-01,0.378,3.0,3.0
2019-09-01,0.369,3.0,3.0
2019-10-01,0.422,4.0,4.0
2019-11-01,0.391,3.0,3.0
2019-12-01,0.403,4.0,4.0
2020-01-01,0.359,3.0,3.0
2020-02-01,0.347,3.0,3.0
2020-03-01,0.345,3.0,3.0
2020-04-01,0.348,3.0,3.0
2020-05-01,0.362,3.0,3.0
2020-06-01,0.381,3.0,3.0
2020-07-01,0.314,3.0,3.0
2020-08-01,0.288,3.0,3.0
2020-09-01,0.234,2.0,2.0
2020-10-01,0.33,3.0,3.0
2020-11-01,0.335,3.0,3.0
2020-12-01,0.357,3.0,3.0
2021-01-01,143.121,1266.0,1266.0
2021-02-01,113.846,1007.0,1007.0
2021-03-01,195.313,1727.0,1727.0
2021-04-01,169.421,1498.0,1498.0
2021-05-01,170.111,1504.0,1504.0
2021-06-01,127.72,1130.0,1130.0
2021-07-01,97.851,865.0,865.0
2021-08-01,128.002,1132.0,1132.0
2021-09-01,121.364,1073.0,1073.0
2021-10-01,151.15,1337.0,1337.0
2021-11-01,147.536,1305.0,1305.0
2021-12-01,167.565,1482.0,1482.0
2022-01-01,2243.838,7656.0,7656.0
2022-02-01,2228.519,7604.0,7604.0
2022-03-01,2860.918,9761.0,9761.0
2022-04-01,3071.207,10479.0,10479.0
2022-05-01,3185.798,10870.0,10870.0
2022-06-01,2485.948,8482.0,8482.0
2022-07-01,2241.252,7647.0,7647.0
2022-08-01,1605.266,5477.0,5477.0
2022-09-01,1481.226,5054.0,5054.0
2022-10-01,1931.431,6590.0,6590.0
2022-11-01,2341.786,7990.0,7990.0
2022-12-01,2199.811,7506.0,7506.0
2023-01-01,1318.0,4497.0,4497.0
2023-02-01,2732.0,9322.0,9322.0
2023-03-01,2653.0,9052.0,9052.0
2023-04-01,3015.0,10287.0,10287.0
2023-05-01,2796.0,9540.0,9540.0
2023-06-01,1473.0,5026.0,5026.0
2023-07-01,795.0,2713.0,2713.0
2023-08-01,1736.0,5923.0,5923.0
2023-09-01,1429.0,4876.0,4876.0
2023-10-01,2447.0,8349.0,8349.0
2023-11-01,1608.0,5486.0,5486.0
2023-12-01,2256.0,7697.0,7697.0
2024-01-01,141.0,481.0,481.0
2024-02-01,186.0,635.0,635.0
2024-03-01,137.0,467.0,467.0
2024-04-01,181.0,618.0,618.0
2024-05-01,130.0,444.0,444.0
2024-06-01,209.0,713.0,713.0
2024-07-01,142.0,485.0,485.0
2024-08-01,102.0,348.0,348.0
2024-09-01,158.0,539.0,539.0
2024-10-01,174.0,594.0,594.0
2024-11-01,170.0,580.0,580.0
2024-12-01,122.0,416.0,416.0
