measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2012-01-01,1429.444,16589.0,18415.0
2012-02-01,1335.74,15502.0,17208.0
2012-03-01,1419.486,16474.0,18288.0
2012-04-01,1269.296,14731.0,16353.0
2012-05-01,1259.939,14622.0,16232.0
2012-06-01,1602.304,18595.0,20643.0
2012-07-01,2124.403,24655.0,27369.0
2012-08-01,2142.279,24862.0,27599.0
2012-09-01,1850.564,21477.0,23841.0
2012-10-01,1872.109,21727.0,24119.0
2012-11-01,1930.968,22410.0,24877.0
2012-12-01,1668.248,19361.0,21492.0
2013-01-01,1394.753,19038.0,19840.0
2013-02-01,1328.923,18140.0,18905.0
2013-03-01,1423.715,19434.0,20253.0
2013-04-01,1340.476,18297.0,19069.0
2013-05-01,1531.4,20904.0,21786.0
2013-06-01,1341.573,18312.0,19085.0
2013-07-01,1771.127,24176.0,25196.0
2013-08-01,1571.247,21448.0,22352.0
2013-09-01,1463.109,19971.0,20814.0
2013-10-01,1311.499,17902.0,18657.0
2013-11-01,1341.935,18317.0,19090.0
2013-12-01,1265.243,17271.0,17999.0
2014-01-01,1003.054,13887.0,14146.0
2014-02-01,1097.218,15190.0,15476.0
2014-03-01,1160.284,16064.0,16365.0
2014-04-01,1451.233,20092.0,20469.0
2014-05-01,1339.301,18542.0,18890.0
2014-06-01,1493.152,20672.0,21060.0
2014-07-01,1865.805,25831.0,26315.0
2014-08-01,1776.14,24590.0,25052.0
2014-09-01,1342.741,18590.0,18939.0
2014-10-01,1174.621,16262.0,16568.0
2014-11-01,1422.264,19691.0,20060.0
2014-12-01,1659.187,22971.0,23402.0
2015-01-01,1286.315,18342.0,20635.0
2015-02-01,900.345,12838.0,14443.0
2015-03-01,1011.184,14418.0,16220.0
2015-04-01,1074.259,15318.0,17232.0
2015-05-01,1024.262,14605.0,16431.0
2015-06-01,1104.444,15748.0,17716.0
2015-07-01,1326.15,18910.0,21273.0
2015-08-01,1423.368,20296.0,22832.0
2015-09-01,1241.178,17698.0,19910.0
2015-10-01,1236.995,17638.0,19843.0
2015-11-01,1187.377,16931.0,19047.0
2015-12-01,1353.123,19294.0,21705.0
2016-01-01,1244.535,9085.0,19104.0
2016-02-01,1140.525,8326.0,17507.0
2016-03-01,1046.724,7641.0,16067.0
2016-04-01,1330.169,9710.0,20418.0
2016-05-01,1195.362,8726.0,18348.0
2016-06-01,1076.198,7856.0,16519.0
2016-07-01,1306.448,9537.0,20054.0
2016-08-01,1402.054,10235.0,21522.0
2016-09-01,1154.092,8425.0,17715.0
2016-10-01,1134.384,8281.0,17412.0
2016-11-01,1157.253,8448.0,17763.0
2016-12-01,1111.256,8112.0,17058.0
2017-01-01,1486.508,10848.0,21796.0
2017-02-01,1189.213,8679.0,17436.0
2017-03-01,1125.155,8211.0,16496.0
2017-04-01,1022.345,7461.0,14990.0
2017-05-01,923.917,6743.0,13547.0
2017-06-01,1082.919,7903.0,15877.0
2017-07-01,1476.989,10779.0,21656.0
2017-08-01,1472.861,10749.0,21595.0
2017-09-01,1089.477,7951.0,15973.0
2017-10-01,1293.757,9442.0,18968.0
2017-11-01,1450.697,10587.0,21270.0
2017-12-01,1465.162,10693.0,21482.0
2018-01-01,1035.608,7498.0,15834.0
2018-02-01,1015.519,7353.0,15526.0
2018-03-01,1201.387,8698.0,18368.0
2018-04-01,1015.596,7353.0,15527.0
2018-05-01,952.513,6897.0,14563.0
2018-06-01,1294.041,9369.0,19785.0
2018-07-01,1558.258,11282.0,23825.0
2018-08-01,1629.209,11796.0,24910.0
2018-09-01,1350.936,9781.0,20655.0
2018-10-01,1348.332,9762.0,20615.0
2018-11-01,1427.037,10332.0,21818.0
2018-12-01,1489.564,10785.0,22774.0
2019-01-01,1211.351,8853.0,18125.0
2019-02-01,1082.464,7911.0,16195.0
2019-03-01,1091.863,7979.0,16336.0
2019-04-01,1193.07,8719.0,17850.0
2019-05-01,1137.207,8311.0,17015.0
2019-06-01,1243.677,9089.0,18607.0
2019-07-01,1667.082,12183.0,24941.0
2019-08-01,1524.13,11139.0,22803.0
2019-09-01,1227.378,8970.0,18363.0
2019-10-01,1018.736,7445.0,15242.0
2019-11-01,1282.729,9374.0,19191.0
2019-12-01,1594.313,11651.0,23853.0
2020-01-01,1202.157,8908.0,20719.0
2020-02-01,1126.49,8348.0,19417.0
2020-03-01,1020.924,7565.0,17597.0
2020-04-01,1045.178,7745.0,18015.0
2020-05-01,926.655,6867.0,15972.0
2020-06-01,1238.897,9180.0,21354.0
2020-07-01,1489.257,11036.0,25669.0
2020-08-01,1326.853,9832.0,22870.0
2020-09-01,1169.57,8667.0,20159.0
2020-10-01,954.692,7074.0,16455.0
2020-11-01,1067.313,7909.0,18397.0
2020-12-01,1204.014,8922.0,20752.0
2021-01-01,1118.446,8490.0,17420.0
2021-02-01,1030.442,7822.0,16049.0
2021-03-01,1150.115,8731.0,17913.0
2021-04-01,882.694,6701.0,13747.0
2021-05-01,986.662,7490.0,15368.0
2021-06-01,1267.843,9625.0,19746.0
2021-07-01,1291.389,9803.0,20113.0
2021-08-01,1388.882,10543.0,21632.0
2021-09-01,1168.606,8871.0,18201.0
2021-10-01,1007.263,7646.0,15688.0
2021-11-01,1385.86,10520.0,21585.0
2021-12-01,1195.798,9078.0,18624.0
2022-01-01,1113.801,8485.0,19825.0
2022-02-01,900.758,6862.0,16033.0
2022-03-01,1155.131,8799.0,20561.0
2022-04-01,914.095,6963.0,16270.0
2022-05-01,964.273,7345.0,17164.0
2022-06-01,1245.439,9487.0,22168.0
2022-07-01,1478.005,11259.0,26307.0
2022-08-01,1497.858,11410.0,26661.0
2022-09-01,1324.398,10089.0,23574.0
2022-10-01,1057.844,8058.0,18829.0
2022-11-01,1165.333,8877.0,20742.0
2022-12-01,974.065,7420.0,17338.0
2023-01-01,1040.254,8141.0,18906.0
2023-02-01,892.113,6982.0,16214.0
2023-03-01,1125.424,8807.0,20455.0
2023-04-01,1061.506,8307.0,19293.0
2023-05-01,840.12,6575.0,15270.0
2023-06-01,1259.376,9856.0,22890.0
2023-07-01,1272.247,9956.0,23124.0
2023-08-01,1148.796,8990.0,20879.0
2023-09-01,1087.394,8510.0,19764.0
2023-10-01,937.793,7339.0,17044.0
2023-11-01,1113.468,8714.0,20237.0
2023-12-01,1076.509,8425.0,19566.0
2024-01-01,952.965,7746.0,16333.0
2024-02-01,828.365,6733.0,14199.0
2024-03-01,952.185,7740.0,16320.0
2024-04-01,722.381,5872.0,12382.0
2024-05-01,774.375,6294.0,13273.0
2024-06-01,1001.091,8137.0,17159.0
2024-07-01,1190.335,9676.0,20402.0
2024-08-01,1167.757,9492.0,20015.0
2024-09-01,1060.913,8624.0,18184.0
2024-10-01,987.295,8025.0,16922.0
2024-11-01,1068.445,8685.0,18313.0
2024-12-01,1069.893,8697.0,18338.0
