measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,1190.747,11622.0,11622.0
2009-07-01,850.5540000000001,8301.0,8301.0
2009-08-01,1173.326,11452.0,11452.0
2009-09-01,831.071,8111.0,8111.0
2009-10-01,724.3480000000001,7070.0,7070.0
2009-11-01,617.421,6026.0,6026.0
2009-12-01,263.533,2572.0,2572.0
2010-01-01,811.2620000000001,7915.0,7915.0
2010-02-01,431.017,4205.0,4205.0
2010-03-01,1785.019,17415.0,17415.0
2010-04-01,2777.391,27096.0,27096.0
2010-05-01,2655.4320000000002,25906.0,25906.0
2010-06-01,2849.306,27798.0,27798.0
2010-07-01,2589.755,25266.0,25266.0
2010-08-01,2561.647,24991.0,24991.0
2010-09-01,1526.6280000000002,14894.0,14894.0
2010-10-01,1397.75,13636.0,13636.0
2010-11-01,1342.104,13094.0,13094.0
2010-12-01,1121.689,10943.0,10943.0
2011-01-01,1643.323,15967.0,15967.0
2011-02-01,1730.617,16815.0,16815.0
2011-03-01,1680.395,16327.0,16327.0
2011-04-01,2926.964,28438.0,28438.0
2011-05-01,2628.681,25540.0,25540.0
2011-06-01,3232.774,31410.0,31410.0
2011-07-01,2694.943,26184.0,26184.0
2011-08-01,3240.347,31483.0,31483.0
2011-09-01,1492.784,14504.0,14504.0
2011-10-01,2147.196,20862.0,20862.0
2011-11-01,2427.071,23581.0,23581.0
2011-12-01,1254.905,12193.0,12193.0
2012-01-01,1582.28,15057.0,15057.0
2012-02-01,1904.969,18128.0,18128.0
2012-03-01,2410.559,22939.0,22939.0
2012-04-01,2034.691,19362.0,19362.0
2012-05-01,2711.517,25803.0,25803.0
2012-06-01,2959.636,28164.0,28164.0
2012-07-01,2941.802,27994.0,27994.0
2012-08-01,2776.027,26417.0,26417.0
2012-09-01,1736.261,16522.0,16522.0
2012-10-01,1601.988,15245.0,15245.0
2012-11-01,981.833,9343.0,9343.0
2012-12-01,2322.437,22100.0,22100.0
2013-01-01,1584.958,15122.0,15122.0
2013-02-01,2298.479,21930.0,21930.0
2013-03-01,2033.437,19401.0,19401.0
2013-04-01,3467.932,33088.0,33088.0
2013-05-01,2523.03,24072.0,24072.0
2013-06-01,2464.731,23516.0,23516.0
2013-07-01,3080.413,29390.0,29390.0
2013-08-01,2220.466,21185.0,21185.0
2013-09-01,2345.869,22382.0,22382.0
2013-10-01,1240.177,11833.0,11833.0
2013-11-01,1659.334,15832.0,15832.0
2013-12-01,2028.174,19351.0,19351.0
2014-01-01,1567.144,14904.0,14904.0
2014-02-01,1868.653,17771.0,17771.0
2014-03-01,2232.488,21231.0,21231.0
2014-04-01,2487.176,23653.0,23653.0
2014-05-01,2756.895,26218.0,26218.0
2014-06-01,3602.737,34262.0,34262.0
2014-07-01,2573.241,24472.0,24472.0
2014-08-01,2274.662,21632.0,21632.0
2014-09-01,1894.761,18019.0,18019.0
2014-10-01,1305.646,12417.0,12417.0
2014-11-01,2137.752,20330.0,20330.0
2014-12-01,1513.845,14397.0,14397.0
2015-01-01,768.755,7164.0,7164.0
2015-02-01,1473.837,13735.0,13735.0
2015-03-01,1402.302,13068.0,13068.0
2015-04-01,2211.108,20605.0,20605.0
2015-05-01,2269.094,21146.0,21146.0
2015-06-01,2309.316,21521.0,21521.0
2015-07-01,2892.628,26956.0,26956.0
2015-08-01,2606.209,24287.0,24287.0
2015-09-01,1843.757,17182.0,17182.0
2015-10-01,1521.342,14177.0,14177.0
2015-11-01,1828.659,17041.0,17041.0
2015-12-01,1976.993,18424.0,18424.0
2016-01-01,1098.685,10143.0,10143.0
2016-02-01,1326.681,12248.0,12248.0
2016-03-01,2109.308,19473.0,19473.0
2016-04-01,2744.358,25336.0,25336.0
2016-05-01,3046.317,28124.0,28124.0
2016-06-01,2800.596,25855.0,25855.0
2016-07-01,2933.106,27078.0,27078.0
2016-08-01,2274.361,20997.0,20997.0
2016-09-01,2175.922,20088.0,20088.0
2016-10-01,1490.72,13762.0,13762.0
2016-11-01,1541.15,14228.0,14228.0
2016-12-01,1722.796,15905.0,15905.0
2017-01-01,860.557,7928.0,7928.0
2017-02-01,1278.724,11781.0,11781.0
2017-03-01,1904.811,17549.0,17549.0
2017-04-01,2440.576,22485.0,22485.0
2017-05-01,1938.479,17859.0,17859.0
2017-06-01,2537.803,23381.0,23381.0
2017-07-01,2776.288,25578.0,25578.0
2017-08-01,2055.464,18937.0,18937.0
2017-09-01,1691.007,15579.0,15579.0
2017-10-01,1982.067,18261.0,18261.0
2017-11-01,1405.23,12946.0,12946.0
2017-12-01,845.994,7794.0,7794.0
2018-01-01,1329.636,12105.0,12105.0
2018-02-01,2786.759,25371.0,25371.0
2018-03-01,2342.396,21325.0,21325.0
2018-04-01,2686.516,24458.0,24458.0
2018-05-01,2864.732,26081.0,26081.0
2018-06-01,3123.335,28435.0,28435.0
2018-07-01,2795.647,25452.0,25452.0
2018-08-01,2969.243,27032.0,27032.0
2018-09-01,1959.949,17843.0,17843.0
2018-10-01,1336.176,12165.0,12165.0
2018-11-01,1661.693,15128.0,15128.0
2018-12-01,1464.918,13337.0,13337.0
2019-01-01,933.199,8310.0,8310.0
2019-02-01,1230.59,10958.0,10958.0
2019-03-01,1202.599,10709.0,10709.0
2019-04-01,2393.901,21318.0,21318.0
2019-05-01,2446.842,21789.0,21789.0
2019-06-01,2970.828,26455.0,26455.0
2019-07-01,2837.904,25272.0,25272.0
2019-08-01,2380.689,21200.0,21200.0
2019-09-01,2077.268,18498.0,18498.0
2019-10-01,1597.077,14222.0,14222.0
2019-11-01,989.225,8809.0,8809.0
2019-12-01,771.878,6874.0,6874.0
2020-01-01,1664.478,14592.0,14592.0
2020-02-01,2465.165,21612.0,21612.0
2020-03-01,1972.489,17293.0,17293.0
2020-04-01,2195.296,19246.0,19246.0
2020-05-01,1940.685,17014.0,17014.0
2020-06-01,2248.89,19716.0,19716.0
2020-07-01,2765.073,24241.0,24241.0
2020-08-01,2494.309,21868.0,21868.0
2020-09-01,1075.428,9428.0,9428.0
2020-10-01,1871.629,16409.0,16409.0
2020-11-01,1351.433,11848.0,11848.0
2020-12-01,1009.125,8847.0,8847.0
