measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2018-03-01,836.868,7619.0,7619.0
2018-04-01,1027.592,9355.0,9355.0
2018-05-01,1020.745,9293.0,9293.0
2018-06-01,1098.113,9997.0,9997.0
2018-07-01,1036.839,9439.0,9439.0
2018-08-01,1058.707,9638.0,9638.0
2018-09-01,700.932,6381.0,6381.0
2018-10-01,754.675,6871.0,6871.0
2018-11-01,547.287,4983.0,4983.0
2018-12-01,452.242,4117.0,4117.0
2019-01-01,367.821,3275.0,3275.0
2019-02-01,354.496,3157.0,3157.0
2019-03-01,587.365,5230.0,5230.0
2019-04-01,603.598,5375.0,5375.0
2019-05-01,685.73,6106.0,6106.0
2019-06-01,664.546,5918.0,5918.0
2019-07-01,738.784,6579.0,6579.0
2019-08-01,657.897,5859.0,5859.0
2019-09-01,599.953,5343.0,5343.0
2019-10-01,475.719,4236.0,4236.0
2019-11-01,409.687,3648.0,3648.0
2019-12-01,363.404,3236.0,3236.0
2020-01-01,575.043,5041.0,5041.0
2020-02-01,590.971,5181.0,5181.0
2020-03-01,755.91,6627.0,6627.0
2020-04-01,1026.724,9001.0,9001.0
2020-05-01,1027.54,9008.0,9008.0
2020-06-01,999.669,8764.0,8764.0
2020-07-01,1118.205,9803.0,9803.0
2020-08-01,897.873,7872.0,7872.0
2020-09-01,760.424,6667.0,6667.0
2020-10-01,770.937,6759.0,6759.0
2020-11-01,644.783,5653.0,5653.0
2020-12-01,544.921,4777.0,4777.0
2021-01-01,517.009,4572.0,4572.0
2021-02-01,505.049,4467.0,4467.0
2021-03-01,828.526,7327.0,7327.0
2021-04-01,1113.311,9846.0,9846.0
2021-05-01,1121.943,9922.0,9922.0
2021-06-01,1033.538,9141.0,9141.0
2021-07-01,1116.745,9876.0,9876.0
2021-08-01,1017.826,9002.0,9002.0
2021-09-01,952.109,8420.0,8420.0
2021-10-01,781.738,6914.0,6914.0
2021-11-01,735.15,6502.0,6502.0
2021-12-01,537.056,4750.0,4750.0
2022-01-01,421.765,1439.0,1439.0
2022-02-01,470.623,1606.0,1606.0
2022-03-01,613.654,2094.0,2094.0
2022-04-01,796.555,2718.0,2718.0
2022-05-01,755.039,2576.0,2576.0
2022-06-01,797.939,2723.0,2723.0
2022-07-01,710.407,2424.0,2424.0
2022-08-01,691.058,2358.0,2358.0
2022-09-01,646.991,2208.0,2208.0
2022-10-01,542.471,1851.0,1851.0
2022-11-01,423.632,1445.0,1445.0
2022-12-01,331.866,1132.0,1132.0
2023-01-01,486.0,1658.0,1658.0
2023-02-01,48.0,164.0,164.0
2023-03-01,0.0,0.0,0.0
2023-04-01,1.0,3.0,3.0
2023-05-01,0.0,0.0,0.0
2023-06-01,670.0,2286.0,2286.0
2023-07-01,914.0,3119.0,3119.0
2023-08-01,906.0,3091.0,3091.0
2023-09-01,883.0,3013.0,3013.0
2023-10-01,562.0,1918.0,1918.0
2023-11-01,613.0,2092.0,2092.0
2023-12-01,521.0,1778.0,1778.0
2024-01-01,495.0,1689.0,1689.0
2024-02-01,538.0,1836.0,1836.0
2024-03-01,782.0,2668.0,2668.0
2024-04-01,955.0,3258.0,3258.0
2024-05-01,841.0,2869.0,2869.0
2024-06-01,1112.0,3794.0,3794.0
2024-07-01,1046.0,3569.0,3569.0
2024-08-01,724.0,2470.0,2470.0
2024-09-01,822.0,2805.0,2805.0
2024-10-01,667.0,2276.0,2276.0
2024-11-01,618.0,2109.0,2109.0
2024-12-01,235.0,802.0,802.0
