measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,13.155,161.0,161.0
2001-02-01,11.342,138.0,138.0
2001-03-01,12.531,153.0,153.0
2001-04-01,10.13,124.0,124.0
2001-05-01,9.96,122.0,122.0
2001-06-01,11.493,140.0,140.0
2001-07-01,13.934000000000001,170.0,170.0
2001-08-01,13.732000000000001,168.0,168.0
2001-09-01,11.226,137.0,137.0
2001-10-01,11.366,139.0,139.0
2001-11-01,11.097000000000001,135.0,135.0
2001-12-01,12.032,147.0,147.0
2002-01-01,20.491,242.0,242.0
2002-02-01,18.632,220.0,220.0
2002-03-01,20.242,239.0,239.0
2002-04-01,16.453,194.0,194.0
2002-05-01,19.103,225.0,225.0
2002-06-01,20.305,239.0,239.0
2002-07-01,22.975,271.0,271.0
2002-08-01,21.336000000000002,252.0,252.0
2002-09-01,19.032,224.0,224.0
2002-10-01,20.028000000000002,236.0,236.0
2002-11-01,19.104,225.0,225.0
2002-12-01,21.299,251.0,251.0
2003-01-01,29.917,367.0,367.0
2003-02-01,25.046000000000003,307.0,307.0
2003-03-01,28.059,344.0,344.0
2003-04-01,24.66,302.0,302.0
2003-05-01,24.355,299.0,299.0
2003-06-01,27.406000000000002,336.0,336.0
2003-07-01,29.831000000000003,366.0,366.0
2003-08-01,30.986,380.0,380.0
2003-09-01,26.983,331.0,331.0
2003-10-01,28.556,350.0,350.0
2003-11-01,24.131,296.0,296.0
2003-12-01,27.072000000000003,332.0,332.0
2004-01-01,3.8890000000000002,48.0,48.0
2004-02-01,1.951,24.0,24.0
2004-03-01,21.742,266.0,266.0
2004-04-01,30.868000000000002,378.0,378.0
2004-05-01,54.046,662.0,662.0
2004-06-01,17.321,212.0,212.0
2004-07-01,18.861,231.0,231.0
2004-08-01,54.314,665.0,665.0
2004-09-01,14.19,174.0,174.0
2004-10-01,20.838,255.0,255.0
2004-11-01,3.77,46.0,46.0
2004-12-01,2.209,27.0,27.0
2005-01-01,6.432,75.5,75.5
2005-02-01,2.21,25.94,25.94
2005-03-01,2.4490000000000003,28.75,28.75
2005-04-01,2.967,34.83,34.83
2005-05-01,2.7560000000000002,32.35,32.35
2005-06-01,3.576,41.98,41.98
2005-07-01,3.64,42.73,42.73
2005-08-01,4.277,50.2,50.2
2005-09-01,2.799,32.86,32.86
2005-10-01,3.109,36.49,36.49
2005-11-01,2.499,29.34,29.34
2005-12-01,5.285,62.03,62.03
2006-01-01,11.165,134.0,134.0
2006-02-01,5.8420000000000005,70.0,70.0
2006-03-01,4.907,59.0,59.0
2006-04-01,9.401,112.0,112.0
2006-05-01,8.787,105.0,105.0
2006-06-01,7.987,96.0,96.0
2006-07-01,11.569,138.0,138.0
2006-08-01,11.222000000000001,134.0,134.0
2006-09-01,5.156000000000001,62.0,62.0
2006-10-01,5.446000000000001,65.0,65.0
2006-11-01,6.413,77.0,77.0
2006-12-01,7.105,85.0,85.0
