measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2004-01-01,392.408,4554.08,4644.62
2004-02-01,392.408,4554.08,4644.62
2004-03-01,392.408,4554.08,4644.62
2004-04-01,392.408,4554.08,4644.62
2004-05-01,392.408,4554.08,4644.62
2004-06-01,392.408,4554.08,4644.62
2004-07-01,392.408,4554.08,4644.62
2004-08-01,392.408,4554.08,4644.62
2004-09-01,392.408,4554.08,4644.62
2004-10-01,392.408,4554.08,4644.62
2004-11-01,392.408,4554.08,4644.62
2004-12-01,392.408,4554.08,4644.62
2005-01-01,285.93100000000004,3318.36,3630.19
2005-02-01,253.48600000000002,2941.82,3218.26
2005-03-01,302.49100000000004,3510.54,3840.42
2005-04-01,310.127,3599.16,3937.38
2005-05-01,251.58700000000002,2919.78,3194.15
2005-06-01,428.024,4967.41,5434.2
2005-07-01,551.5690000000001,6401.21,7002.73
2005-08-01,589.71,6843.85,7486.97
2005-09-01,390.09900000000005,4527.27,4952.7
2005-10-01,269.774,3130.84,3425.05
2005-11-01,242.15200000000002,2810.28,3074.37
2005-12-01,261.63,3036.33,3321.65
