measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-01-01,,,,392.47,3495.0,3495.0
2019-02-01,,,,453.259,4036.0,4036.0
2019-03-01,,,,637.145,5674.0,5674.0
2019-04-01,,,,698.314,6218.0,6218.0
2019-05-01,,,,705.153,6279.0,6279.0
2019-06-01,,,,777.72,6926.0,6926.0
2019-07-01,,,,931.213,8292.0,8292.0
2019-08-01,,,,770.881,6865.0,6865.0
2019-09-01,,,,726.809,6472.0,6472.0
2019-10-01,,,,491.632,4378.0,4378.0
2019-11-01,,,,397.029,3536.0,3536.0
2019-12-01,,,,250.375,2230.0,2230.0
2020-01-01,-3.789,0.0,0.0,360.102,3157.0,3157.0
2020-02-01,-3.225,0.0,0.0,471.675,4135.0,4135.0
2020-03-01,-3.578,0.0,0.0,717.693,6292.0,6292.0
2020-04-01,-3.503,0.0,0.0,688.126,6033.0,6033.0
2020-05-01,-3.611,0.0,0.0,970.127,8505.0,8505.0
2020-06-01,-2.653,0.0,0.0,916.572,8036.0,8036.0
2020-07-01,-3.467,0.0,0.0,902.625,7913.0,7913.0
2020-08-01,-3.635,0.0,0.0,853.254,7480.0,7480.0
2020-09-01,-3.59,0.0,0.0,740.844,6495.0,6495.0
2020-10-01,-3.699,0.0,0.0,538.618,4722.0,4722.0
2020-11-01,-3.614,0.0,0.0,385.206,3377.0,3377.0
2020-12-01,-3.636,0.0,0.0,293.158,2570.0,2570.0
2021-01-01,-4.012,0.0,0.0,356.955,3157.0,3157.0
2021-02-01,-3.686,0.0,0.0,281.938,2493.0,2493.0
2021-03-01,-4.024,0.0,0.0,892.385,7892.0,7892.0
2021-04-01,-3.504,0.0,0.0,722.274,6388.0,6388.0
2021-05-01,-3.963,0.0,0.0,897.684,7939.0,7939.0
2021-06-01,-3.848,0.0,0.0,930.591,8230.0,8230.0
2021-07-01,-4.061,0.0,0.0,732.314,6477.0,6477.0
2021-08-01,-3.887,0.0,0.0,738.17,6528.0,6528.0
2021-09-01,-3.842,0.0,0.0,686.021,6067.0,6067.0
2021-10-01,-4.097,0.0,0.0,506.986,4484.0,4484.0
2021-11-01,-3.79,0.0,0.0,501.409,4434.0,4434.0
2021-12-01,-4.286,0.0,0.0,268.273,2373.0,2373.0
2022-01-01,-7.202,0.0,0.0,654.537,2233.0,2233.0
2022-02-01,-5.976,0.0,0.0,430.744,1470.0,1470.0
2022-03-01,-6.18,0.0,0.0,642.857,2193.0,2193.0
2022-04-01,-7.398,0.0,0.0,785.442,2680.0,2680.0
2022-05-01,-7.399,0.0,0.0,884.03,3016.0,3016.0
2022-06-01,-7.518,0.0,0.0,889.19,3034.0,3034.0
2022-07-01,-7.201,0.0,0.0,981.531,3349.0,3349.0
2022-08-01,-7.055,0.0,0.0,865.833,2954.0,2954.0
2022-09-01,-7.191,0.0,0.0,717.816,2449.0,2449.0
2022-10-01,-7.417,0.0,0.0,568.984,1941.0,1941.0
2022-11-01,-7.153,0.0,0.0,469.31,1601.0,1601.0
2022-12-01,-7.31,0.0,0.0,304.726,1040.0,1040.0
2023-01-01,0.0,0.0,0.0,247.0,843.0,843.0
2023-02-01,-10.0,0.0,0.0,454.0,1549.0,1549.0
2023-03-01,-8.0,0.0,0.0,713.0,2433.0,2433.0
2023-04-01,-9.0,0.0,0.0,761.0,2597.0,2597.0
2023-05-01,-7.0,0.0,0.0,1067.0,3641.0,3641.0
2023-06-01,-13.0,0.0,0.0,745.0,2542.0,2542.0
2023-07-01,-14.0,0.0,0.0,817.0,2788.0,2788.0
2023-08-01,-13.0,0.0,0.0,800.0,2730.0,2730.0
2023-09-01,-12.0,0.0,0.0,618.0,2109.0,2109.0
2023-10-01,-10.0,0.0,0.0,580.0,1979.0,1979.0
2023-11-01,-11.0,0.0,0.0,492.0,1679.0,1679.0
2023-12-01,-17.0,0.0,0.0,321.0,1095.0,1095.0
2024-01-01,-11.0,0.0,0.0,211.0,720.0,720.0
2024-02-01,-14.0,0.0,0.0,414.0,1413.0,1413.0
2024-03-01,-18.0,0.0,0.0,641.0,2187.0,2187.0
2024-04-01,-10.0,0.0,0.0,731.0,2494.0,2494.0
2024-05-01,-15.0,0.0,0.0,846.0,2887.0,2887.0
2024-06-01,-14.0,0.0,0.0,555.0,1894.0,1894.0
2024-07-01,-10.0,0.0,0.0,543.0,1853.0,1853.0
2024-08-01,-12.0,0.0,0.0,812.0,2771.0,2771.0
2024-09-01,-12.0,0.0,0.0,735.0,2508.0,2508.0
2024-10-01,-10.0,0.0,0.0,665.0,2269.0,2269.0
2024-11-01,-15.0,0.0,0.0,524.0,1788.0,1788.0
2024-12-01,-12.0,0.0,0.0,284.0,969.0,969.0
