measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,146.0,498.0,498.0
2024-02-01,230.0,785.0,785.0
2024-03-01,369.0,1259.0,1259.0
2024-04-01,443.0,1512.0,1512.0
2024-05-01,536.0,1829.0,1829.0
2024-06-01,488.0,1665.0,1665.0
2024-07-01,146.0,498.0,498.0
2024-08-01,196.0,669.0,669.0
2024-09-01,157.0,536.0,536.0
2024-10-01,126.0,430.0,430.0
2024-11-01,193.0,659.0,659.0
2024-12-01,172.0,587.0,587.0
