measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,8.532,102.0,102.0
2001-02-01,7.224,86.0,86.0
2001-03-01,7.397,88.0,88.0
2001-04-01,7.258,87.0,87.0
2001-05-01,7.368,88.0,88.0
2001-06-01,7.7,92.0,92.0
2001-07-01,8.829,105.0,105.0
2001-08-01,8.917,106.0,106.0
2001-09-01,6.961,83.0,83.0
2001-10-01,7.377000000000001,88.0,88.0
2001-11-01,7.031000000000001,84.0,84.0
2001-12-01,7.407,88.0,88.0
2002-01-01,23.433,177.0,177.0
2002-02-01,20.615,156.0,156.0
2002-03-01,21.895,166.0,166.0
2002-04-01,21.106,160.0,160.0
2002-05-01,22.43,170.0,170.0
2002-06-01,25.272000000000002,191.0,191.0
2002-07-01,29.284000000000002,222.0,222.0
2002-08-01,27.18,206.0,206.0
2002-09-01,24.869,188.0,188.0
2002-10-01,23.929000000000002,181.0,181.0
2002-11-01,23.428,177.0,177.0
2002-12-01,24.557000000000002,186.0,186.0
2003-01-01,13.595,122.0,122.0
2003-02-01,13.034,117.0,117.0
2003-03-01,13.17,118.0,118.0
2003-04-01,12.04,108.0,108.0
2003-05-01,12.255,110.0,110.0
2003-06-01,12.806000000000001,115.0,115.0
2003-07-01,14.826,133.0,133.0
2003-08-01,15.865,143.0,143.0
2003-09-01,13.529,122.0,122.0
2003-10-01,13.177000000000001,118.0,118.0
2003-11-01,13.249,119.0,119.0
2003-12-01,14.455,130.0,130.0
2004-01-01,13.228,150.0,150.0
2004-02-01,5.026,57.0,57.0
2004-03-01,0.265,3.0,3.0
2004-04-01,3.704,42.0,42.0
2004-05-01,4.2330000000000005,48.0,48.0
2004-06-01,10.317,117.0,117.0
2004-07-01,4.7620000000000005,54.0,54.0
2004-08-01,1.058,12.0,12.0
2004-09-01,3.704,42.0,42.0
2004-10-01,1.058,12.0,12.0
2004-11-01,0.0,0.0,0.0
2004-12-01,2.646,30.0,30.0
2005-01-01,81.32300000000001,956.68,956.68
2005-02-01,27.94,328.68,328.68
2005-03-01,30.968,364.3,364.3
2005-04-01,37.511,441.28,441.28
2005-05-01,34.838,409.83,409.83
2005-06-01,45.217,531.92,531.92
2005-07-01,46.025,541.43,541.43
2005-08-01,54.068000000000005,636.05,636.05
2005-09-01,35.394,416.37,416.37
2005-10-01,39.305,462.38,462.38
2005-11-01,31.598000000000003,371.71,371.71
2005-12-01,66.813,785.98,785.98
2006-01-01,24.328,204.0,204.0
