measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2014-01-01,1004.24,17018.0,17018.0
2014-02-01,1276.936,21640.0,21640.0
2014-03-01,649.314,11003.0,11003.0
2014-04-01,448.742,7605.0,7605.0
2014-05-01,181.044,3068.0,3068.0
2014-06-01,624.107,10576.0,10576.0
2014-07-01,1133.017,19200.0,19200.0
2014-08-01,874.599,14821.0,14821.0
2014-09-01,956.97,16217.0,16217.0
2014-10-01,314.674,5332.0,5332.0
2014-11-01,58.535,992.0,992.0
2014-12-01,49.822,844.0,844.0
2015-01-01,94.118,989.0,989.0
2015-02-01,443.492,4660.0,4660.0
2015-03-01,622.223,6538.0,6538.0
2015-04-01,489.116,5139.0,5139.0
2015-05-01,598.012,6284.0,6284.0
2015-06-01,361.093,3794.0,3794.0
2015-07-01,1124.045,11811.0,11811.0
2015-08-01,671.888,7060.0,7060.0
2015-09-01,594.99,6252.0,6252.0
2015-10-01,670.909,7050.0,7050.0
2015-11-01,1384.141,14545.0,14545.0
2015-12-01,1514.973,15919.0,15919.0
2016-01-01,406.799,2170.0,2170.0
2016-02-01,356.292,1901.0,1901.0
2016-03-01,309.186,1650.0,1650.0
2016-04-01,577.415,3081.0,3081.0
2016-05-01,478.339,2552.0,2552.0
2016-06-01,450.089,2402.0,2402.0
2016-07-01,269.289,1437.0,1437.0
2016-08-01,319.792,1706.0,1706.0
2016-09-01,299.985,1601.0,1601.0
2016-10-01,39.989,214.0,214.0
2016-11-01,762.772,4070.0,4070.0
2016-12-01,615.053,3282.0,3282.0
2017-01-01,413.496,5944.0,5944.0
2017-02-01,394.557,5672.0,5672.0
2017-03-01,403.595,5802.0,5802.0
2017-04-01,365.542,5255.0,5255.0
2017-05-01,370.919,5332.0,5332.0
2017-06-01,352.019,5060.0,5060.0
2017-07-01,364.254,5236.0,5236.0
2017-08-01,345.82,4972.0,4972.0
2017-09-01,321.398,4621.0,4621.0
2017-10-01,380.06,5464.0,5464.0
2017-11-01,392.307,5640.0,5640.0
2017-12-01,405.033,5823.0,5823.0
2018-01-01,285.833,4085.0,4085.0
2018-02-01,271.084,3874.0,3874.0
2018-03-01,288.506,4123.0,4123.0
2018-04-01,277.815,3970.0,3970.0
2018-05-01,251.282,3591.0,3591.0
2018-06-01,271.83,3884.0,3884.0
2018-07-01,273.155,3904.0,3904.0
2018-08-01,271.709,3883.0,3883.0
2018-09-01,223.27,3191.0,3191.0
2018-10-01,277.087,3959.0,3959.0
2018-11-01,280.361,4006.0,4006.0
2018-12-01,288.068,4117.0,4117.0
2019-01-01,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0
2020-01-01,96.396,3160.0,3160.0
2020-02-01,92.185,3021.0,3021.0
2020-03-01,102.601,3362.0,3362.0
2020-04-01,95.134,3118.0,3118.0
2020-05-01,93.604,3068.0,3068.0
2020-06-01,82.617,2708.0,2708.0
2020-07-01,89.618,2937.0,2937.0
2020-08-01,90.501,2966.0,2966.0
2020-09-01,83.642,2741.0,2741.0
2020-10-01,84.437,2767.0,2767.0
2020-11-01,87.416,2865.0,2865.0
2020-12-01,100.849,3305.0,3305.0
2021-01-01,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
