measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2019-08-01,214.829,1913.0,1913.0
2019-09-01,184.041,1639.0,1639.0
2019-10-01,131.963,1175.0,1175.0
2019-11-01,126.461,1126.0,1126.0
2019-12-01,78.706,701.0,701.0
2020-01-01,157.401,1380.0,1380.0
2020-02-01,175.731,1541.0,1541.0
2020-03-01,254.092,2228.0,2228.0
2020-04-01,254.787,2234.0,2234.0
2020-05-01,334.584,2933.0,2933.0
2020-06-01,336.353,2949.0,2949.0
2020-07-01,319.9,2805.0,2805.0
2020-08-01,271.618,2381.0,2381.0
2020-09-01,267.118,2342.0,2342.0
2020-10-01,189.641,1663.0,1663.0
2020-11-01,174.642,1531.0,1531.0
2020-12-01,118.133,1036.0,1036.0
2021-01-01,161.269,1426.0,1426.0
2021-02-01,114.069,1009.0,1009.0
2021-03-01,280.816,2484.0,2484.0
2021-04-01,286.165,2531.0,2531.0
2021-05-01,317.064,2804.0,2804.0
2021-06-01,313.829,2776.0,2776.0
2021-07-01,281.325,2488.0,2488.0
2021-08-01,268.894,2378.0,2378.0
2021-09-01,268.461,2374.0,2374.0
2021-10-01,207.835,1838.0,1838.0
2021-11-01,192.067,1699.0,1699.0
2021-12-01,128.206,1134.0,1134.0
2022-01-01,144.412,493.0,493.0
2022-02-01,181.079,618.0,618.0
2022-03-01,253.193,864.0,864.0
2022-04-01,295.968,1010.0,1010.0
2022-05-01,295.162,1007.0,1007.0
2022-06-01,313.067,1068.0,1068.0
2022-07-01,323.644,1104.0,1104.0
2022-08-01,322.137,1099.0,1099.0
2022-09-01,272.579,930.0,930.0
2022-10-01,265.485,906.0,906.0
2022-11-01,190.772,651.0,651.0
2022-12-01,145.502,496.0,496.0
2023-01-01,112.0,382.0,382.0
2023-02-01,176.0,601.0,601.0
2023-03-01,239.0,815.0,815.0
2023-04-01,273.0,931.0,931.0
2023-05-01,389.0,1327.0,1327.0
2023-06-01,281.0,959.0,959.0
2023-07-01,307.0,1047.0,1047.0
2023-08-01,285.0,972.0,972.0
2023-09-01,254.0,867.0,867.0
2023-10-01,215.0,734.0,734.0
2023-11-01,193.0,659.0,659.0
2023-12-01,92.0,314.0,314.0
2024-01-01,82.0,280.0,280.0
2024-02-01,136.0,464.0,464.0
2024-03-01,253.0,863.0,863.0
2024-04-01,251.0,856.0,856.0
2024-05-01,317.0,1082.0,1082.0
2024-06-01,316.0,1078.0,1078.0
2024-07-01,312.0,1065.0,1065.0
2024-08-01,288.0,983.0,983.0
2024-09-01,274.0,935.0,935.0
2024-10-01,297.0,1013.0,1013.0
2024-11-01,188.0,641.0,641.0
2024-12-01,126.0,430.0,430.0
