measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2022-12-01,714.0,4396.0,4396.0
2023-01-01,1962.197,12595.0,12595.0
2023-02-01,1671.41,10729.0,10729.0
2023-03-01,1606.439,10312.0,10312.0
2023-04-01,1254.965,8056.0,8056.0
2023-05-01,812.834,5218.0,5218.0
2023-06-01,1069.313,6864.0,6864.0
2023-07-01,2475.25,15889.0,15889.0
2023-08-01,2497.577,16032.0,16032.0
2023-09-01,1767.854,11348.0,11348.0
2023-10-01,2158.878,13858.0,13858.0
2023-11-01,2028.024,13018.0,13018.0
2023-12-01,2283.259,14656.0,14656.0
2024-01-01,1346.0,9634.0,9634.0
2024-02-01,1725.0,11592.0,11592.0
2024-03-01,1702.0,11510.0,11510.0
2024-04-01,1816.0,12198.0,12198.0
2024-05-01,1534.0,10497.0,10497.0
2024-06-01,1849.0,12387.0,12387.0
2024-07-01,1907.0,12763.0,12763.0
2024-08-01,1887.0,12706.0,12706.0
2024-09-01,1865.0,12666.0,12666.0
2024-10-01,1916.0,13077.0,13077.0
2024-11-01,1847.0,12651.0,12651.0
2024-12-01,1898.0,12997.0,12997.0
