measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,1389.7720000000002,14167.0,14167.0
2009-04-01,1321.8210000000001,13475.0,13475.0
2009-05-01,1814.701,18499.0,18499.0
2009-06-01,1584.93,16157.0,16157.0
2009-07-01,1686.862,17196.0,17196.0
2009-08-01,1651.559,16836.0,16836.0
2009-09-01,1121.531,11433.0,11433.0
2009-10-01,1576.087,16067.0,16067.0
2009-11-01,1777.0120000000002,18115.0,18115.0
2009-12-01,1349.725,13759.0,13759.0
2010-01-01,1664.63,18594.0,18594.0
2010-02-01,1787.2350000000001,19963.0,19963.0
2010-03-01,2255.321,25191.0,25191.0
2010-04-01,2293.1040000000003,25613.0,25613.0
2010-05-01,2110.685,23576.0,23576.0
2010-06-01,1789.776,19991.0,19991.0
2010-07-01,1600.2920000000001,17875.0,17875.0
2010-08-01,1704.336,19037.0,19037.0
2010-09-01,1836.285,20511.0,20511.0
2010-10-01,1287.557,14382.0,14382.0
2010-11-01,974.332,10883.0,10883.0
2010-12-01,1225.4470000000001,13688.0,13688.0
2011-01-01,1598.377,16434.0,16434.0
2011-02-01,1390.442,14297.0,14297.0
2011-03-01,1406.057,14458.0,14458.0
2011-04-01,1549.613,15934.0,15934.0
2011-05-01,1908.227,19621.0,19621.0
2011-06-01,1993.284,20496.0,20496.0
2011-07-01,1761.474,18112.0,18112.0
2011-08-01,2046.296,21041.0,21041.0
2011-09-01,1757.299,18069.0,18069.0
2011-10-01,1801.565,18524.0,18524.0
2011-11-01,2051.105,21090.0,21090.0
2011-12-01,1727.261,17760.0,17760.0
2012-01-01,1408.975,15109.0,15109.0
2012-02-01,1400.54,15019.0,15019.0
2012-03-01,1481.649,15888.0,15888.0
2012-04-01,1717.048,18413.0,18413.0
2012-05-01,1770.314,18984.0,18984.0
2012-06-01,1615.12,17320.0,17320.0
2012-07-01,2090.742,22420.0,22420.0
2012-08-01,2031.769,21787.0,21787.0
2012-09-01,1699.258,18222.0,18222.0
2012-10-01,2084.467,22352.0,22352.0
2012-11-01,1583.313,16978.0,16978.0
2012-12-01,1663.805,17842.0,17842.0
2013-01-01,1197.082,13202.0,13202.0
2013-02-01,1102.816,12161.0,12161.0
2013-03-01,1748.952,19286.0,19286.0
2013-04-01,2001.299,22069.0,22069.0
2013-05-01,1949.678,21500.0,21500.0
2013-06-01,1942.599,21422.0,21422.0
2013-07-01,1501.103,16553.0,16553.0
2013-08-01,1761.279,19422.0,19422.0
2013-09-01,1844.111,20336.0,20336.0
2013-10-01,1759.752,19406.0,19406.0
2013-11-01,1473.85,16253.0,16253.0
2013-12-01,1585.479,17484.0,17484.0
2014-01-01,1396.362,15410.0,15410.0
2014-02-01,1122.422,12387.0,12387.0
2014-03-01,1194.705,13184.0,13184.0
2014-04-01,1376.762,15194.0,15194.0
2014-05-01,1430.251,15784.0,15784.0
2014-06-01,1740.082,19203.0,19203.0
2014-07-01,1637.465,18071.0,18071.0
2014-08-01,1522.082,16797.0,16797.0
2014-09-01,1689.446,18644.0,18644.0
2014-10-01,1709.243,18863.0,18863.0
2014-11-01,1368.062,15098.0,15098.0
2014-12-01,1429.118,15771.0,15771.0
2015-01-01,1323.305,14212.0,14212.0
2015-02-01,1070.362,11496.0,11496.0
2015-03-01,1295.552,13914.0,13914.0
2015-04-01,1404.901,15089.0,15089.0
2015-05-01,1536.544,16502.0,16502.0
2015-06-01,1435.075,15413.0,15413.0
2015-07-01,1647.525,17694.0,17694.0
2015-08-01,1435.76,15420.0,15420.0
2015-09-01,1621.15,17411.0,17411.0
2015-10-01,1474.121,15832.0,15832.0
2015-11-01,1367.688,14689.0,14689.0
2015-12-01,1319.017,14166.0,14166.0
2016-01-01,1454.513,15443.0,15443.0
2016-02-01,1490.92,15829.0,15829.0
2016-03-01,1585.85,16837.0,16837.0
2016-04-01,1592.631,16909.0,16909.0
2016-05-01,1683.115,17870.0,17870.0
2016-06-01,1388.063,14737.0,14737.0
2016-07-01,1578.764,16762.0,16762.0
2016-08-01,1546.839,16423.0,16423.0
2016-09-01,1442.479,15315.0,15315.0
2016-10-01,1350.621,14340.0,14340.0
2016-11-01,1508.837,16019.0,16019.0
2016-12-01,1521.368,16153.0,16153.0
2017-01-01,1584.074,16408.0,16408.0
2017-02-01,1417.661,14684.0,14684.0
2017-03-01,1547.44,16028.0,16028.0
2017-04-01,1461.305,15136.0,15136.0
2017-05-01,1696.757,17575.0,17575.0
2017-06-01,1586.496,16433.0,16433.0
2017-07-01,1464.043,15165.0,15165.0
2017-08-01,1533.188,15881.0,15881.0
2017-09-01,1407.016,14574.0,14574.0
2017-10-01,1569.371,16256.0,16256.0
2017-11-01,1462.604,15150.0,15150.0
2017-12-01,1473.045,15258.0,15258.0
2018-01-01,1982.473,20641.0,20641.0
2018-02-01,1775.809,18489.0,18489.0
2018-03-01,1779.201,18524.0,18524.0
2018-04-01,1843.71,19195.0,19195.0
2018-05-01,1986.452,20682.0,20682.0
2018-06-01,1778.82,18520.0,18520.0
2018-07-01,1882.018,19594.0,19594.0
2018-08-01,1850.91,19270.0,19270.0
2018-09-01,1590.802,16562.0,16562.0
2018-10-01,1962.983,20437.0,20437.0
2018-11-01,1902.155,19804.0,19804.0
2018-12-01,2018.667,21017.0,21017.0
2019-01-01,2038.868,20761.0,20761.0
2019-02-01,1834.641,18681.0,18681.0
2019-03-01,2084.712,21228.0,21228.0
2019-04-01,1929.136,19644.0,19644.0
2019-05-01,2046.125,20835.0,20835.0
2019-06-01,1889.336,19238.0,19238.0
2019-07-01,1898.297,19329.0,19329.0
2019-08-01,1849.17,18829.0,18829.0
2019-09-01,1738.006,17697.0,17697.0
2019-10-01,1804.095,18370.0,18370.0
2019-11-01,1776.448,18089.0,18089.0
2019-12-01,1971.166,20071.0,20071.0
2020-01-01,2172.847,22714.0,22714.0
2020-02-01,2014.591,21059.0,21059.0
2020-03-01,2147.837,22452.0,22452.0
2020-04-01,2016.384,21078.0,21078.0
2020-05-01,1982.516,20724.0,20724.0
2020-06-01,1825.662,19085.0,19085.0
