measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,1220.844,12862.0,12862.0
2003-02-01,1076.228,11338.0,11338.0
2003-03-01,1068.823,11260.0,11260.0
2003-04-01,1077.939,11356.0,11356.0
2003-05-01,1282.623,13512.0,13512.0
2003-06-01,1339.063,14107.0,14107.0
2003-07-01,1460.85,15390.0,15390.0
2003-08-01,1544.1490000000001,16268.0,16268.0
2003-09-01,1267.725,13355.0,13355.0
2003-10-01,1149.207,12107.0,12107.0
2003-11-01,1088.142,11464.0,11464.0
2003-12-01,1125.4070000000002,11856.0,11856.0
2004-01-01,1735.75,20018.0,20018.0
2004-02-01,1735.75,20018.0,20018.0
2004-03-01,1735.75,20018.0,20018.0
2004-04-01,1735.75,20018.0,20018.0
2004-05-01,1735.75,20018.0,20018.0
2004-06-01,1735.75,20018.0,20018.0
2004-07-01,1735.75,20018.0,20018.0
2004-08-01,1735.75,20018.0,20018.0
2004-09-01,1735.75,20018.0,20018.0
2004-10-01,1735.75,20018.0,20018.0
2004-11-01,1735.75,20018.0,20018.0
2004-12-01,1735.75,20018.0,20018.0
2005-01-01,1833.99,21114.79,21114.79
2005-02-01,1564.144,18008.04,18008.04
2005-03-01,1747.391,20117.76,20117.76
2005-04-01,1613.3670000000002,18574.74,18574.74
2005-05-01,1767.702,20351.61,20351.61
2005-06-01,1714.0220000000002,19733.59,19733.59
2005-07-01,1841.472,21200.93,21200.93
2005-08-01,1773.843,20422.31,20422.31
2005-09-01,1688.8190000000002,19443.42,19443.42
2005-10-01,1457.4360000000001,16779.5,16779.5
2005-11-01,1622.8490000000002,18683.91,18683.91
2005-12-01,1815.9660000000001,20907.28,20907.28
2006-01-01,1646.028,19026.0,19026.0
2006-02-01,1521.18,17583.0,17583.0
2006-03-01,1677.9640000000002,19395.0,19395.0
2006-04-01,1234.575,14270.0,14270.0
2006-05-01,1509.373,17447.0,17447.0
2006-06-01,1581.1280000000002,18276.0,18276.0
2006-07-01,1640.948,18967.0,18967.0
2006-08-01,1631.08,18853.0,18853.0
2006-09-01,1560.1670000000001,18034.0,18034.0
2006-10-01,1618.9440000000002,18713.0,18713.0
2006-11-01,1635.113,18900.0,18900.0
2006-12-01,1575.501,18211.0,18211.0
2007-01-01,1570.393,18079.0,18079.0
2007-02-01,1612.027,18558.0,18558.0
2007-03-01,2235.5860000000002,25738.0,25738.0
2007-04-01,1236.96,14241.0,14241.0
2007-05-01,943.041,10857.0,10857.0
2007-06-01,1091.8970000000002,12571.0,12571.0
2007-07-01,1634.94,18822.0,18822.0
2007-08-01,1645.2440000000001,18941.0,18941.0
2007-09-01,1426.285,16420.0,16420.0
2007-10-01,2842.779,32728.0,32728.0
2007-11-01,2559.282,29464.0,29464.0
2007-12-01,2465.5640000000003,28385.0,28385.0
2008-01-01,860.398,9906.0,9906.0
2008-02-01,2074.524,23884.0,23884.0
2008-03-01,1437.986,16556.0,16556.0
2008-04-01,1659.53,19106.0,19106.0
2008-05-01,1187.499,13672.0,13672.0
2008-06-01,1660.789,19121.0,19121.0
2008-07-01,2411.1420000000003,27760.0,27760.0
2008-08-01,1679.4080000000001,19335.0,19335.0
2008-09-01,1396.046,16073.0,16073.0
2008-10-01,2446.589,28168.0,28168.0
2008-11-01,1530.615,17622.0,17622.0
2008-12-01,1914.4740000000002,22041.0,22041.0
2009-01-01,1684.5310000000002,19372.0,19372.0
2009-02-01,1525.391,17543.0,17543.0
2009-03-01,1570.962,18066.0,18066.0
2009-04-01,1863.3210000000001,21429.0,21429.0
2009-05-01,1138.357,13091.0,13091.0
2009-06-01,1327.4160000000002,15266.0,15266.0
2009-07-01,1524.469,17532.0,17532.0
2009-08-01,1619.615,18626.0,18626.0
2009-09-01,1366.053,15710.0,15710.0
2009-10-01,1462.615,16820.0,16820.0
2009-11-01,1708.575,19649.0,19649.0
2009-12-01,1860.695,21399.0,21399.0
2010-01-01,1392.1200000000001,16783.0,16783.0
2010-02-01,1021.5680000000001,12316.0,12316.0
2010-03-01,1718.988,20724.0,20724.0
2010-04-01,1519.795,18323.0,18323.0
2010-05-01,1066.226,12855.0,12855.0
2010-06-01,1093.4850000000001,13183.0,13183.0
2010-07-01,1260.289,15194.0,15194.0
2010-08-01,1166.489,14063.0,14063.0
2010-09-01,1105.549,13329.0,13329.0
2010-10-01,1598.001,19266.0,19266.0
2010-11-01,1590.885,19180.0,19180.0
2010-12-01,1914.605,23083.0,23083.0
2011-01-01,1596.34,18275.0,18275.0
2011-02-01,1757.241,20117.0,20117.0
2011-03-01,1682.197,19258.0,19258.0
2011-04-01,757.741,8675.0,8675.0
2011-05-01,1235.174,14140.0,14140.0
2011-06-01,1180.392,13513.0,13513.0
2011-07-01,1073.498,12289.0,12289.0
2011-08-01,1235.775,14147.0,14147.0
2011-09-01,1182.447,13537.0,13537.0
2011-10-01,1442.137,16510.0,16510.0
2011-11-01,1839.954,21064.0,21064.0
2011-12-01,1696.104,19417.0,19417.0
2012-01-01,1883.235,22980.0,22980.0
2012-02-01,1235.622,15078.0,15078.0
2012-03-01,2085.596,25449.0,25449.0
2012-04-01,1288.974,15729.0,15729.0
2012-05-01,1157.464,14124.0,14124.0
2012-06-01,542.67,6622.0,6622.0
2012-07-01,1130.634,13797.0,13797.0
2012-08-01,1301.849,15886.0,15886.0
2012-09-01,1255.203,15317.0,15317.0
2012-10-01,1614.727,19704.0,19704.0
2012-11-01,1861.92,22720.0,22720.0
2012-12-01,2058.106,25114.0,25114.0
2013-01-01,1914.453,22109.0,22109.0
2013-02-01,1908.896,22045.0,22045.0
2013-03-01,2158.203,24924.0,24924.0
2013-04-01,1297.534,14985.0,14985.0
2013-05-01,1140.691,13173.0,13173.0
2013-06-01,922.118,10649.0,10649.0
2013-07-01,1197.307,13827.0,13827.0
2013-08-01,1262.671,14582.0,14582.0
2013-09-01,1175.513,13576.0,13576.0
2013-10-01,697.438,8055.0,8055.0
2013-11-01,1555.729,17966.0,17966.0
2013-12-01,1487.447,17178.0,17178.0
2014-01-01,1740.975,19701.0,19701.0
2014-02-01,2313.21,26176.0,26176.0
2014-03-01,2366.425,26778.0,26778.0
2014-04-01,2350.267,26595.0,26595.0
2014-05-01,1809.463,20476.0,20476.0
2014-06-01,1010.013,11429.0,11429.0
2014-07-01,1613.791,18262.0,18262.0
2014-08-01,1050.966,11893.0,11893.0
2014-09-01,957.015,10830.0,10830.0
2014-10-01,992.551,11232.0,11232.0
2014-11-01,1704.117,19284.0,19284.0
2014-12-01,1817.207,20563.0,20563.0
2015-01-01,1532.153,18882.0,18882.0
2015-02-01,1798.589,22166.0,22166.0
2015-03-01,1414.38,17431.0,17431.0
2015-04-01,1590.786,19605.0,19605.0
2015-05-01,1804.005,22233.0,22233.0
2015-06-01,1967.391,24246.0,24246.0
2015-07-01,1959.504,24149.0,24149.0
2015-08-01,1255.131,15469.0,15469.0
2015-09-01,1319.689,16264.0,16264.0
2015-10-01,1069.133,13176.0,13176.0
2015-11-01,1722.52,21229.0,21229.0
2015-12-01,2085.719,25705.0,25705.0
2016-01-01,749.139,10805.0,10805.0
2016-02-01,883.224,12739.0,12739.0
2016-03-01,1423.395,20531.0,20531.0
2016-04-01,997.242,14384.0,14384.0
