measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-12-01,0.0,0.0,0.0
2018-01-01,674.175,6138.0,6138.0
2018-02-01,645.547,5877.0,5877.0
2018-03-01,841.51,7661.0,7661.0
2018-04-01,827.365,7532.0,7532.0
2018-05-01,823.556,7498.0,7498.0
2018-06-01,940.913,8566.0,8566.0
2018-07-01,910.253,8287.0,8287.0
2018-08-01,876.849,7983.0,7983.0
2018-09-01,669.809,6098.0,6098.0
2018-10-01,564.215,5137.0,5137.0
2018-11-01,609.688,5551.0,5551.0
2018-12-01,471.12,4289.0,4289.0
2019-01-01,561.386,4999.0,4999.0
2019-02-01,557.734,4967.0,4967.0
2019-03-01,672.552,5989.0,5989.0
2019-04-01,992.553,8839.0,8839.0
2019-05-01,925.172,8239.0,8239.0
2019-06-01,1089.372,9701.0,9701.0
2019-07-01,1139.537,10148.0,10148.0
2019-08-01,1070.631,9534.0,9534.0
2019-09-01,778.413,6932.0,6932.0
2019-10-01,709.225,6316.0,6316.0
2019-11-01,547.201,4873.0,4873.0
2019-12-01,610.224,5434.0,5434.0
2020-01-01,453.241,3974.0,3974.0
2020-02-01,536.53,4704.0,4704.0
2020-03-01,566.136,4963.0,4963.0
2020-04-01,730.697,6406.0,6406.0
2020-05-01,954.609,8369.0,8369.0
2020-06-01,1030.789,9037.0,9037.0
2020-07-01,1100.782,9651.0,9651.0
2020-08-01,979.198,8585.0,8585.0
2020-09-01,779.371,6833.0,6833.0
2020-10-01,646.503,5668.0,5668.0
2020-11-01,532.431,4668.0,4668.0
2020-12-01,489.713,4293.0,4293.0
2021-01-01,412.776,3651.0,3651.0
2021-02-01,380.645,3366.0,3366.0
2021-03-01,583.856,5164.0,5164.0
2021-04-01,516.024,4564.0,4564.0
2021-05-01,702.067,6209.0,6209.0
2021-06-01,808.709,7152.0,7152.0
2021-07-01,824.468,7292.0,7292.0
2021-08-01,758.951,6712.0,6712.0
2021-09-01,738.534,6532.0,6532.0
2021-10-01,589.238,5211.0,5211.0
2021-11-01,456.962,4041.0,4041.0
2021-12-01,387.77,3429.0,3429.0
2022-01-01,489.701,1671.0,1671.0
2022-02-01,525.333,1792.0,1792.0
2022-03-01,626.859,2139.0,2139.0
2022-04-01,651.694,2224.0,2224.0
2022-05-01,763.693,2606.0,2606.0
2022-06-01,861.046,2938.0,2938.0
2022-07-01,900.991,3074.0,3074.0
2022-08-01,747.949,2552.0,2552.0
2022-09-01,746.986,2549.0,2549.0
2022-10-01,588.178,2007.0,2007.0
2022-11-01,374.347,1277.0,1277.0
2022-12-01,332.223,1134.0,1134.0
2023-01-01,382.0,1303.0,1303.0
2023-02-01,434.0,1481.0,1481.0
2023-03-01,618.0,2109.0,2109.0
2023-04-01,684.0,2334.0,2334.0
2023-05-01,782.0,2668.0,2668.0
2023-06-01,403.0,1375.0,1375.0
2023-07-01,0.0,0.0,0.0
2023-08-01,421.0,1436.0,1436.0
2023-09-01,436.0,1488.0,1488.0
2023-10-01,365.0,1245.0,1245.0
2023-11-01,244.0,833.0,833.0
2023-12-01,263.0,897.0,897.0
2024-01-01,347.0,1184.0,1184.0
2024-02-01,452.0,1542.0,1542.0
2024-03-01,602.0,2054.0,2054.0
2024-04-01,603.0,2057.0,2057.0
2024-05-01,686.0,2341.0,2341.0
2024-06-01,673.0,2296.0,2296.0
2024-07-01,688.0,2347.0,2347.0
2024-08-01,622.0,2122.0,2122.0
2024-09-01,662.0,2259.0,2259.0
2024-10-01,592.0,2020.0,2020.0
2024-11-01,384.0,1310.0,1310.0
2024-12-01,296.0,1010.0,1010.0
