measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,60.987,590.0,590.0,0.0,0.0,0.0
2003-02-01,57.094,553.0,553.0,0.0,0.0,0.0
2003-03-01,55.158,534.0,534.0,0.0,0.0,0.0
2003-04-01,52.813,511.0,511.0,0.0,0.0,0.0
2003-05-01,53.582,519.0,519.0,0.0,0.0,0.0
2003-06-01,55.914,541.0,541.0,0.0,0.0,0.0
2003-07-01,64.479,624.0,624.0,0.0,0.0,0.0
2003-08-01,65.37400000000001,633.0,633.0,0.0,0.0,0.0
2003-09-01,56.648,548.0,548.0,0.0,0.0,0.0
2003-10-01,58.738,569.0,569.0,0.0,0.0,0.0
2003-11-01,60.287000000000006,584.0,584.0,0.0,0.0,0.0
2003-12-01,62.926,609.0,609.0,0.0,0.0,0.0
2004-01-01,52.295,490.0,490.0,0.0,0.0,0.0
2004-02-01,15.166,142.0,142.0,0.0,0.0,0.0
2004-03-01,12.062000000000001,113.0,113.0,0.0,0.0,0.0
2004-04-01,28.481,267.0,267.0,0.0,0.0,0.0
2004-05-01,54.156000000000006,507.0,507.0,0.0,0.0,0.0
2004-06-01,26.862000000000002,252.0,252.0,0.0,0.0,0.0
2004-07-01,148.51600000000002,1392.0,1392.0,0.0,0.0,0.0
2004-08-01,17.857,167.0,167.0,0.0,0.0,0.0
2004-09-01,57.31,537.0,537.0,0.0,0.0,0.0
2004-10-01,10.878,102.0,102.0,0.0,0.0,0.0
2004-11-01,14.405,135.0,135.0,0.0,0.0,0.0
2004-12-01,68.012,637.0,637.0,0.0,0.0,0.0
