measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,125.0,1572.0,1572.0
2003-02-01,601.0,7650.0,7650.0
2003-03-01,796.0,9990.0,9990.0
2003-04-01,0.0,0.0,0.0
2003-05-01,131.0,2190.0,2190.0
2003-06-01,113.0,1722.0,1722.0
2003-07-01,81.0,990.0,990.0
2003-08-01,0.0,0.0,0.0
2003-09-01,39.0,570.0,570.0
2003-10-01,47.0,666.0,666.0
2003-11-01,108.0,1416.0,1416.0
2003-12-01,169.0,2226.0,2226.0
2004-01-01,89.22800000000001,1119.0,1119.0
2004-02-01,165.904,2081.0,2081.0
2004-03-01,144.893,1817.0,1817.0
2004-04-01,207.65300000000002,2604.0,2604.0
2004-05-01,26.468,332.0,332.0
2004-06-01,109.42,1372.0,1372.0
2004-07-01,28.106,352.0,352.0
2004-08-01,0.273,3.0,3.0
2004-09-01,81.315,1020.0,1020.0
2004-10-01,20.465,257.0,257.0
2004-11-01,59.485,746.0,746.0
2004-12-01,116.78800000000001,1465.0,1465.0
2005-01-01,284.708,3392.05,3392.05
2005-02-01,97.816,1165.4,1165.4
2005-03-01,108.417,1291.7,1291.7
2005-04-01,131.324,1564.62,1564.62
2005-05-01,121.967,1453.13,1453.13
2005-06-01,158.30100000000002,1886.02,1886.02
2005-07-01,161.131,1919.74,1919.74
2005-08-01,189.29,2255.23,2255.23
2005-09-01,123.911,1476.29,1476.29
2005-10-01,137.605,1639.45,1639.45
2005-11-01,110.622,1317.97,1317.97
2005-12-01,233.90800000000002,2786.82,2786.82
2006-01-01,65.696,1052.0,1052.0
2006-02-01,34.377,550.0,550.0
2006-03-01,28.877000000000002,462.0,462.0
2006-04-01,55.315,885.0,885.0
2006-05-01,51.705,828.0,828.0
2006-06-01,46.996,752.0,752.0
2006-07-01,68.07600000000001,1090.0,1090.0
2006-08-01,66.033,1057.0,1057.0
2006-09-01,30.337,486.0,486.0
2006-10-01,32.045,513.0,513.0
2006-11-01,37.734,604.0,604.0
2006-12-01,41.81,669.0,669.0
2007-01-01,119.994,1529.0,1529.0
2007-02-01,55.461000000000006,710.0,710.0
2007-03-01,10.888,138.0,138.0
2007-04-01,8.734,114.0,114.0
2007-05-01,149.90300000000002,1914.0,1914.0
2007-06-01,115.54700000000001,1475.0,1475.0
2007-07-01,12.091000000000001,157.0,157.0
2007-08-01,77.324,987.0,987.0
2007-09-01,10.364,132.0,132.0
2007-10-01,4.099,54.0,54.0
2007-11-01,55.824000000000005,710.0,710.0
2007-12-01,15.771,199.0,199.0
2008-01-01,54.0,680.0,680.0
2008-02-01,39.0,518.0,518.0
2008-03-01,245.0,36.0,36.0
2008-04-01,21.0,415.0,415.0
2008-05-01,245.0,3606.0,3606.0
2008-06-01,53.0,891.0,891.0
2008-07-01,377.0,3905.0,3905.0
2008-08-01,753.0,12506.0,12506.0
2008-09-01,0.0,52.0,52.0
2008-10-01,0.0,63.0,63.0
