measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2006-08-01,,,,626.662,5427.0,5427.0,5442.589,75988.0,75988.0
2006-09-01,,,,287.899,2493.0,2493.0,3201.442,44697.0,44697.0
2006-10-01,,,,304.11400000000003,2634.0,2634.0,3467.7960000000003,48416.0,48416.0
2006-11-01,,,,358.10400000000004,3101.0,3101.0,2331.37,32550.0,32550.0
2006-12-01,,,,396.784,3436.0,3436.0,2366.635,33042.0,33042.0
2007-01-01,673.359,9253.0,9253.0,0.0,0.0,0.0,2005.384,27558.0,27558.0
2007-02-01,5342.514,73415.0,73415.0,0.0,0.0,0.0,1729.0710000000001,23761.0,23761.0
2007-03-01,1309.47,17997.0,17997.0,0.0,0.0,0.0,2514.917,34560.0,34560.0
2007-04-01,384.85,5290.0,5290.0,0.0,0.0,0.0,2544.804,34970.0,34970.0
2007-05-01,86.155,1185.0,1185.0,0.0,0.0,0.0,2713.418,37288.0,37288.0
2007-06-01,554.044,7615.0,7615.0,0.0,0.0,0.0,3735.112,51328.0,51328.0
2007-07-01,898.8470000000001,12349.0,12349.0,0.0,0.0,0.0,4928.175,67722.0,67722.0
2007-08-01,1285.1860000000001,17662.0,17662.0,0.0,0.0,0.0,5380.185,73934.0,73934.0
2007-09-01,485.46200000000005,6674.0,6674.0,0.0,0.0,0.0,3896.818,53549.0,53549.0
2007-10-01,312.636,4298.0,4298.0,0.0,0.0,0.0,3086.933,42420.0,42420.0
2007-11-01,259.397,3566.0,3566.0,0.0,0.0,0.0,2796.5350000000003,38430.0,38430.0
2007-12-01,235.025,3232.0,3232.0,0.0,0.0,0.0,3373.702,46361.0,46361.0
2008-01-01,8.222,113.0,113.0,0.0,0.0,0.0,1188.1860000000001,16566.0,16566.0
2008-02-01,5.1770000000000005,74.0,74.0,0.0,0.0,0.0,1158.961,16160.0,16160.0
2008-03-01,4.1240000000000006,57.0,57.0,0.0,0.0,0.0,1200.579,16740.0,16740.0
2008-04-01,2.068,28.0,28.0,0.0,0.0,0.0,1351.584,18845.0,18845.0
2008-05-01,3.092,45.0,45.0,0.0,0.0,0.0,1084.298,15118.0,15118.0
2008-06-01,4.416,62.0,62.0,0.0,0.0,0.0,1841.268,25673.0,25673.0
2008-07-01,0.545,6.0,6.0,0.0,0.0,0.0,1992.363,27779.0,27779.0
2008-08-01,0.614,11.0,11.0,0.0,0.0,0.0,1536.54,21424.0,21424.0
2008-09-01,1.359,17.0,17.0,0.0,0.0,0.0,1585.766,22110.0,22110.0
2008-10-01,1.241,17.0,17.0,0.0,0.0,0.0,998.345,13920.0,13920.0
2008-11-01,1.534,23.0,23.0,0.0,0.0,0.0,1131.99,15783.0,15783.0
2008-12-01,3.801,51.0,51.0,0.0,0.0,0.0,822.927,11474.0,11474.0
2009-01-01,42.741,675.0,675.0,0.0,0.0,0.0,448.106,6980.0,6980.0
2009-02-01,16.527,255.0,255.0,0.0,0.0,0.0,390.444,6084.0,6084.0
2009-03-01,12.692,198.0,198.0,0.0,0.0,0.0,337.22700000000003,5255.0,5255.0
2009-04-01,4.272,68.0,68.0,0.0,0.0,0.0,409.827,6386.0,6386.0
2009-05-01,10.429,164.0,164.0,0.0,0.0,0.0,498.925,7774.0,7774.0
2009-06-01,0.904,11.0,11.0,0.0,0.0,0.0,519.219,8091.0,8091.0
2009-07-01,0.861,11.0,11.0,0.0,0.0,0.0,635.299,9899.0,9899.0
2009-08-01,5.139,79.0,79.0,0.0,0.0,0.0,748.691,11666.0,11666.0
2009-09-01,1.191,17.0,17.0,0.0,0.0,0.0,615.013,9583.0,9583.0
2009-10-01,0.497,6.0,6.0,0.0,0.0,0.0,561.72,8753.0,8753.0
2009-11-01,0.6910000000000001,11.0,11.0,0.0,0.0,0.0,477.04200000000003,7434.0,7434.0
2009-12-01,1.213,17.0,17.0,0.0,0.0,0.0,466.33,7267.0,7267.0
2010-01-01,1.9120000000000001,29.0,29.0,0.0,0.0,0.0,148.031,2284.0,2284.0
2010-02-01,2.8960000000000004,47.0,47.0,0.0,0.0,0.0,128.946,1989.0,1989.0
2010-03-01,0.329,6.0,6.0,0.0,0.0,0.0,114.19,1761.0,1761.0
2010-04-01,0.07100000000000001,0.0,0.0,0.0,0.0,0.0,135.66500000000002,2093.0,2093.0
2010-05-01,0.317,6.0,6.0,0.0,0.0,0.0,159.395,2459.0,2459.0
2010-06-01,0.741,12.0,12.0,0.0,0.0,0.0,204.886,3161.0,3161.0
2010-07-01,2.259,35.0,35.0,0.0,0.0,0.0,261.06,4027.0,4027.0
2010-08-01,0.9750000000000001,17.0,17.0,0.0,0.0,0.0,224.70100000000002,3466.0,3466.0
2010-09-01,0.167,0.0,0.0,0.0,0.0,0.0,184.44500000000002,2845.0,2845.0
2010-10-01,1.1460000000000001,17.0,17.0,0.0,0.0,0.0,153.571,2369.0,2369.0
2010-11-01,5.23,81.0,81.0,0.0,0.0,0.0,147.601,2277.0,2277.0
2010-12-01,2.4210000000000003,35.0,35.0,0.0,0.0,0.0,166.04500000000002,2561.0,2561.0
2011-01-01,929.929,12491.0,12491.0,0.0,0.0,0.0,2208.18,29662.0,29662.0
2011-02-01,68.005,913.0,913.0,0.0,0.0,0.0,2044.959,27470.0,27470.0
2011-03-01,31.873,431.0,431.0,0.0,0.0,0.0,2073.034,27847.0,27847.0
2011-04-01,59.685,799.0,799.0,0.0,0.0,0.0,2469.377,33170.0,33170.0
2011-05-01,152.315,2047.0,2047.0,0.0,0.0,0.0,2364.146,31757.0,31757.0
2011-06-01,280.815,3771.0,3771.0,0.0,0.0,0.0,2770.422,37214.0,37214.0
2011-07-01,550.049,7388.0,7388.0,0.0,0.0,0.0,3534.073,47473.0,47473.0
2011-08-01,510.955,6866.0,6866.0,0.0,0.0,0.0,2961.642,39783.0,39783.0
2011-09-01,111.509,1497.0,1497.0,0.0,0.0,0.0,2523.587,33898.0,33898.0
2011-10-01,20.073,272.0,272.0,0.0,0.0,0.0,2510.625,33724.0,33724.0
2011-11-01,65.128,873.0,873.0,0.0,0.0,0.0,2632.122,35357.0,35357.0
2011-12-01,37.187,499.0,499.0,0.0,0.0,0.0,2522.31,33882.0,33882.0
2012-01-01,1.027,17.0,17.0,0.0,0.0,0.0,2024.002,27378.0,27378.0
2012-02-01,1.607,23.0,23.0,0.0,0.0,0.0,2031.561,27479.0,27479.0
2012-03-01,2.234,28.0,28.0,0.0,0.0,0.0,2336.143,31600.0,31600.0
2012-04-01,0.442,6.0,6.0,0.0,0.0,0.0,2385.258,32264.0,32264.0
2012-05-01,1.75,23.0,23.0,0.0,0.0,0.0,3039.123,41108.0,41108.0
2012-06-01,2.524,34.0,34.0,0.0,0.0,0.0,3031.336,41003.0,41003.0
2012-07-01,10.257,136.0,136.0,0.0,0.0,0.0,3869.345,52338.0,52338.0
2012-08-01,17.206,232.0,232.0,0.0,0.0,0.0,3474.566,46998.0,46998.0
2012-09-01,4.968,68.0,68.0,0.0,0.0,0.0,3043.607,41169.0,41169.0
2012-10-01,4.667,62.0,62.0,0.0,0.0,0.0,2382.564,32227.0,32227.0
2012-11-01,1.703,23.0,23.0,0.0,0.0,0.0,1536.293,20780.0,20780.0
2012-12-01,1.078,17.0,17.0,0.0,0.0,0.0,1552.739,21003.0,21003.0
2013-01-01,0.0,0.0,0.0,522.551,7269.0,7269.0,1381.87,19217.0,19217.0
2013-02-01,0.0,0.0,0.0,84.984,1179.0,1179.0,1412.031,19637.0,19637.0
2013-03-01,0.0,0.0,0.0,28.192,391.0,391.0,1745.628,24276.0,24276.0
2013-04-01,0.0,0.0,0.0,15.632,215.0,215.0,1757.372,24439.0,24439.0
2013-05-01,0.0,0.0,0.0,10.814,153.0,153.0,1819.258,25300.0,25300.0
2013-06-01,0.0,0.0,0.0,17.974,249.0,249.0,2073.127,28830.0,28830.0
2013-07-01,0.0,0.0,0.0,162.37,2257.0,2257.0,2935.173,40819.0,40819.0
2013-08-01,0.0,0.0,0.0,34.705,482.0,482.0,2317.05,32223.0,32223.0
2013-09-01,0.0,0.0,0.0,39.963,556.0,556.0,1978.167,27510.0,27510.0
2013-10-01,0.0,0.0,0.0,12.244,170.0,170.0,1720.904,23932.0,23932.0
2013-11-01,0.0,0.0,0.0,15.749,221.0,221.0,1634.778,22734.0,22734.0
2013-12-01,0.0,0.0,0.0,42.727,595.0,595.0,1785.737,24834.0,24834.0
2014-01-01,0.0,0.0,0.0,4919.002,68862.0,68862.0,1433.377,20064.0,20064.0
2014-02-01,0.0,0.0,0.0,221.294,3096.0,3096.0,1575.679,22057.0,22057.0
2014-03-01,0.0,0.0,0.0,630.873,8834.0,8834.0,1679.924,23517.0,23517.0
2014-04-01,0.0,0.0,0.0,12.589,176.0,176.0,1416.408,19827.0,19827.0
2014-05-01,0.0,0.0,0.0,15.179,210.0,210.0,1415.36,19812.0,19812.0
2014-06-01,0.0,0.0,0.0,17.735,249.0,249.0,1707.37,23900.0,23900.0
2014-07-01,0.0,0.0,0.0,20.467,289.0,289.0,2622.121,36706.0,36706.0
2014-08-01,0.0,0.0,0.0,154.368,2160.0,2160.0,2319.487,32469.0,32469.0
2014-09-01,0.0,0.0,0.0,17.939,249.0,249.0,2228.319,31193.0,31193.0
2014-10-01,0.0,0.0,0.0,11.261,159.0,159.0,2053.068,28740.0,28740.0
2014-11-01,0.0,0.0,0.0,26.883,374.0,374.0,2021.377,28296.0,28296.0
2014-12-01,0.0,0.0,0.0,141.904,1985.0,1985.0,2054.016,28753.0,28753.0
2015-01-01,0.0,0.0,0.0,533.915,7394.0,7394.0,2303.204,31867.0,31867.0
2015-02-01,0.0,0.0,0.0,2137.11,29569.0,29569.0,2028.95,28071.0,28071.0
2015-03-01,0.0,0.0,0.0,88.582,1225.0,1225.0,2792.584,38636.0,38636.0
2015-04-01,0.0,0.0,0.0,23.055,318.0,318.0,2176.225,30109.0,30109.0
2015-05-01,0.0,0.0,0.0,35.798,493.0,493.0,2900.645,40131.0,40131.0
2015-06-01,0.0,0.0,0.0,17.905,249.0,249.0,2925.115,40470.0,40470.0
2015-07-01,0.0,0.0,0.0,46.242,641.0,641.0,3568.09,49365.0,49365.0
2015-08-01,0.0,0.0,0.0,23.901,329.0,329.0,3494.702,48349.0,48349.0
2015-09-01,0.0,0.0,0.0,18.914,261.0,261.0,3536.183,48924.0,48924.0
2015-10-01,0.0,0.0,0.0,21.88,301.0,301.0,2958.838,40936.0,40936.0
2015-11-01,0.0,0.0,0.0,19.255,266.0,266.0,2962.827,40991.0,40991.0
2015-12-01,0.0,0.0,0.0,21.467,295.0,295.0,2748.613,38028.0,38028.0
2016-01-01,0.0,0.0,0.0,54.779,629.0,629.0,3383.326,38295.0,38295.0
2016-02-01,0.0,0.0,0.0,180.385,2041.0,2041.0,3047.621,34495.0,34495.0
2016-03-01,0.0,0.0,0.0,44.139,499.0,499.0,3709.112,41982.0,41982.0
2016-04-01,0.0,0.0,0.0,3.605,40.0,40.0,3674.148,41586.0,41586.0
2016-05-01,0.0,0.0,0.0,3.645,40.0,40.0,3628.224,41066.0,41066.0
2016-06-01,0.0,0.0,0.0,9.39,108.0,108.0,4583.519,51879.0,51879.0
2016-07-01,0.0,0.0,0.0,7.049,79.0,79.0,5813.903,65806.0,65806.0
2016-08-01,0.0,0.0,0.0,18.167,204.0,204.0,5878.324,66534.0,66534.0
2016-09-01,0.0,0.0,0.0,6.563,74.0,74.0,4377.129,49543.0,49543.0
2016-10-01,0.0,0.0,0.0,7.637,85.0,85.0,4087.93,46269.0,46269.0
2016-11-01,0.0,0.0,0.0,5.684,62.0,62.0,2978.812,33716.0,33716.0
2016-12-01,0.0,0.0,0.0,99.287,1123.0,1123.0,3220.622,36453.0,36453.0
2017-01-01,0.0,0.0,0.0,7.983,119.0,119.0,2341.503,32206.0,32206.0
2017-02-01,0.0,0.0,0.0,6.255,85.0,85.0,1986.763,27326.0,27326.0
2017-03-01,0.0,0.0,0.0,8.642,119.0,119.0,2927.185,40261.0,40261.0
2017-04-01,0.0,0.0,0.0,6.56,91.0,91.0,2152.835,29611.0,29611.0
2017-05-01,0.0,0.0,0.0,7.854,108.0,108.0,2385.81,32815.0,32815.0
2017-06-01,0.0,0.0,0.0,8.383,113.0,113.0,3048.288,41927.0,41927.0
2017-07-01,0.0,0.0,0.0,6.73,91.0,91.0,3524.711,48480.0,48480.0
2017-08-01,0.0,0.0,0.0,8.424,113.0,113.0,3138.928,43174.0,43174.0
2017-09-01,0.0,0.0,0.0,6.447,91.0,91.0,2783.954,38291.0,38291.0
2017-10-01,0.0,0.0,0.0,5.545,74.0,74.0,2496.317,34335.0,34335.0
2017-11-01,0.0,0.0,0.0,9.015,125.0,125.0,1900.84,26144.0,26144.0
2017-12-01,0.0,0.0,0.0,32.764,448.0,448.0,2357.264,32422.0,32422.0
2018-01-01,0.0,0.0,0.0,1583.088,21461.0,21461.0,2840.376,38496.0,38496.0
2018-02-01,0.0,0.0,0.0,16.354,221.0,221.0,3876.416,52537.0,52537.0
2018-03-01,0.0,0.0,0.0,28.482,386.0,386.0,4593.522,62256.0,62256.0
2018-04-01,0.0,0.0,0.0,17.679,238.0,238.0,4274.402,57931.0,57931.0
2018-05-01,0.0,0.0,0.0,181.804,2466.0,2466.0,4206.181,57006.0,57006.0
2018-06-01,0.0,0.0,0.0,17.354,232.0,232.0,4777.927,64755.0,64755.0
2018-07-01,0.0,0.0,0.0,22.254,301.0,301.0,7060.045,95685.0,95685.0
2018-08-01,0.0,0.0,0.0,20.618,278.0,278.0,6955.761,94272.0,94272.0
2018-09-01,0.0,0.0,0.0,17.096,232.0,232.0,5935.027,80437.0,80437.0
2018-10-01,0.0,0.0,0.0,18.527,249.0,249.0,4781.439,64803.0,64803.0
2018-11-01,0.0,0.0,0.0,28.923,391.0,391.0,4059.9,55024.0,55024.0
2018-12-01,0.0,0.0,0.0,28.325,386.0,386.0,4449.5,60305.0,60305.0
2019-01-01,0.0,0.0,0.0,189.825,2598.0,2598.0,1724.601,23555.0,23555.0
2019-02-01,0.0,0.0,0.0,44.387,605.0,605.0,1710.933,23370.0,23370.0
2019-03-01,0.0,0.0,0.0,6.168,84.0,84.0,1629.096,22252.0,22252.0
2019-04-01,0.0,0.0,0.0,2.729,39.0,39.0,1890.999,25829.0,25829.0
2019-05-01,0.0,0.0,0.0,6.413,90.0,90.0,1667.043,22770.0,22770.0
2019-06-01,0.0,0.0,0.0,11.247,151.0,151.0,2055.884,28081.0,28081.0
2019-07-01,0.0,0.0,0.0,4.982,67.0,67.0,2752.265,37593.0,37593.0
2019-08-01,0.0,0.0,0.0,9.747,134.0,134.0,2578.592,35221.0,35221.0
2019-09-01,0.0,0.0,0.0,8.227,112.0,112.0,2050.002,28001.0,28001.0
2019-10-01,0.0,0.0,0.0,12.443,168.0,168.0,1999.152,27307.0,27307.0
2019-11-01,0.0,0.0,0.0,11.642,157.0,157.0,1944.975,26566.0,26566.0
2019-12-01,0.0,0.0,0.0,28.381,386.0,386.0,1923.267,26270.0,26270.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1375.124,18773.0,18773.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1205.697,16461.0,16461.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1223.539,16704.0,16704.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1112.184,15185.0,15185.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,939.677,12829.0,12829.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1561.709,21321.0,21321.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2381.463,32513.0,32513.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2085.94,28478.0,28478.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1319.196,18011.0,18011.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1455.04,19865.0,19865.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1278.12,17450.0,17450.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,928.311,12674.0,12674.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,327.133,4547.0,4547.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1877.891,26099.0,26099.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2014.578,27998.0,27998.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4473.885,62177.0,62177.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1088.401,15126.0,15126.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,764.127,10619.0,10619.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,577.717,8028.0,8028.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1397.268,19419.0,19419.0
2022-01-01,0.0,0.0,0.0,62.371,845.0,845.0,403.769,5480.0,5480.0
2022-02-01,0.0,0.0,0.0,52.885,715.0,715.0,342.363,4646.0,4646.0
2022-03-01,0.0,0.0,0.0,103.356,1402.0,1402.0,669.094,9080.0,9080.0
2022-04-01,0.0,0.0,0.0,205.981,2798.0,2798.0,1333.454,18096.0,18096.0
2022-05-01,0.0,0.0,0.0,57.558,783.0,783.0,372.611,5056.0,5056.0
2022-06-01,0.0,0.0,0.0,335.02,4549.0,4549.0,2168.811,29433.0,29433.0
2022-07-01,0.0,0.0,0.0,650.529,8828.0,8828.0,4211.319,57153.0,57153.0
2022-08-01,0.0,0.0,0.0,713.828,9689.0,9689.0,4621.092,62714.0,62714.0
2022-09-01,0.0,0.0,0.0,120.186,1633.0,1633.0,778.049,10559.0,10559.0
2022-10-01,0.0,0.0,0.0,89.966,1222.0,1222.0,582.414,7904.0,7904.0
2022-11-01,0.0,0.0,0.0,67.09,912.0,912.0,434.32,5895.0,5895.0
2022-12-01,0.0,0.0,0.0,390.428,5298.0,5298.0,2527.505,34301.0,34301.0
2023-01-01,0.0,0.0,0.0,164.922,2256.0,2256.0,3016.14,41256.0,41256.0
2023-02-01,0.0,0.0,0.0,100.423,1373.0,1373.0,1836.566,25121.0,25121.0
2023-03-01,0.0,0.0,0.0,3.34,45.0,45.0,61.081,835.0,835.0
2023-04-01,0.0,0.0,0.0,328.312,4490.0,4490.0,6004.256,82128.0,82128.0
2023-05-01,0.0,0.0,0.0,25.412,349.0,349.0,464.748,6357.0,6357.0
2023-06-01,0.0,0.0,0.0,9.356,129.0,129.0,171.098,2340.0,2340.0
2023-07-01,0.0,0.0,0.0,536.626,7338.0,7338.0,9813.961,134238.0,134238.0
2023-08-01,0.0,0.0,0.0,104.468,1429.0,1429.0,1910.543,26133.0,26133.0
2023-09-01,0.0,0.0,0.0,125.332,1716.0,1716.0,2292.096,31352.0,31352.0
2023-10-01,0.0,0.0,0.0,250.048,3421.0,3421.0,4572.947,62550.0,62550.0
2023-11-01,0.0,0.0,0.0,44.027,602.0,602.0,805.184,11014.0,11014.0
2023-12-01,0.0,0.0,0.0,12.5,169.0,169.0,228.611,3127.0,3127.0
2024-01-01,0.0,0.0,0.0,638.634,8602.0,8602.0,5925.334,79826.0,79826.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,35.977,487.0,487.0,333.804,4497.0,4497.0
2024-04-01,0.0,0.0,0.0,293.025,3948.0,3948.0,2718.726,36627.0,36627.0
2024-05-01,0.0,0.0,0.0,139.34,1876.0,1876.0,1292.812,17417.0,17417.0
2024-06-01,0.0,0.0,0.0,173.959,2341.0,2341.0,1614.013,21744.0,21744.0
2024-07-01,0.0,0.0,0.0,489.646,6597.0,6597.0,4543.007,61204.0,61204.0
2024-08-01,0.0,0.0,0.0,329.436,4441.0,4441.0,3056.551,41178.0,41178.0
2024-09-01,0.0,0.0,0.0,57.468,773.0,773.0,533.194,7183.0,7183.0
2024-10-01,0.0,0.0,0.0,56.276,756.0,756.0,522.139,7034.0,7034.0
2024-11-01,0.0,0.0,0.0,276.55,3724.0,3724.0,2565.865,34568.0,34568.0
2024-12-01,0.0,0.0,0.0,7.905,106.0,106.0,73.339,988.0,988.0
