measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2006-01-01,667.6940000000001,11839.0,11839.0,,,
2006-02-01,617.05,10941.0,10941.0,,,
2006-03-01,680.648,12068.0,12068.0,,,
2006-04-01,500.79200000000003,8879.0,8879.0,,,
2006-05-01,612.2610000000001,10856.0,10856.0,,,
2006-06-01,641.368,11372.0,11372.0,,,
2006-07-01,665.633,11802.0,11802.0,,,
2006-08-01,661.63,11731.0,11731.0,,,
2006-09-01,632.865,11221.0,11221.0,,,
2006-10-01,656.707,11644.0,11644.0,,,
2006-11-01,663.2660000000001,11760.0,11760.0,,,
2006-12-01,639.085,11332.0,11332.0,,,
2007-01-01,1349.491,21091.0,21091.0,,,
2007-02-01,1199.952,18754.0,18754.0,,,
2007-03-01,1253.373,19588.0,19588.0,,,
2007-04-01,1109.082,17333.0,17333.0,,,
2007-05-01,1153.174,18022.0,18022.0,,,
2007-06-01,1382.29,21603.0,21603.0,,,
2007-07-01,1427.501,22310.0,22310.0,,,
2007-08-01,1382.337,21604.0,21604.0,,,
2007-09-01,1262.277,19728.0,19728.0,,,
2007-10-01,1235.2910000000002,19306.0,19306.0,,,
2007-11-01,1191.63,18623.0,18623.0,,,
2007-12-01,1400.601,21889.0,21889.0,,,
2008-01-01,1982.766,30714.0,30714.0,,,
2008-02-01,1561.3020000000001,24185.0,24185.0,,,
2008-03-01,2131.955,33024.0,33024.0,,,
2008-04-01,1938.662,30030.0,30030.0,,,
2008-05-01,1949.0720000000001,30191.0,30191.0,,,
2008-06-01,1713.875,26548.0,26548.0,,,
2008-07-01,1640.439,25411.0,25411.0,,,
2008-08-01,1550.1100000000001,24011.0,24011.0,,,
2008-09-01,1629.386,25239.0,25239.0,,,
2008-10-01,1471.121,22788.0,22788.0,,,
2008-11-01,2233.569,34598.0,34598.0,,,
2008-12-01,1937.7430000000002,30016.0,30016.0,,,
2009-01-01,2183.7960000000003,36315.0,36315.0,,,
2009-02-01,2080.159,34592.0,34592.0,,,
2009-03-01,2161.522,35945.0,35945.0,,,
2009-04-01,1711.0790000000002,28454.0,28454.0,,,
2009-05-01,1786.89,29715.0,29715.0,,,
2009-06-01,1727.249,28723.0,28723.0,,,
2009-07-01,1722.39,28642.0,28642.0,,,
2009-08-01,1641.459,27297.0,27297.0,,,
2009-09-01,1415.361,23537.0,23537.0,,,
2009-10-01,1410.945,23463.0,23463.0,,,
2009-11-01,1517.976,25243.0,25243.0,,,
2009-12-01,824.1740000000001,13706.0,13706.0,,,
2010-01-01,1654.373,27125.0,27125.0,,,
2010-02-01,1415.4940000000001,23207.0,23207.0,,,
2010-03-01,1555.0240000000001,25495.0,25495.0,,,
2010-04-01,1574.573,25815.0,25815.0,,,
2010-05-01,1510.491,24765.0,24765.0,,,
2010-06-01,1504.9060000000002,24673.0,24673.0,,,
2010-07-01,1618.423,26534.0,26534.0,,,
2010-08-01,1540.624,25259.0,25259.0,,,
2010-09-01,1430.721,23457.0,23457.0,,,
2010-10-01,1534.9450000000002,25166.0,25166.0,,,
2010-11-01,1662.8590000000002,27263.0,27263.0,,,
2010-12-01,1761.567,28881.0,28881.0,0.0,0.0,0.0
2011-01-01,2033.379,28515.0,28515.0,0.0,0.0,0.0
2011-02-01,1807.535,25348.0,25348.0,0.0,0.0,0.0
2011-03-01,1905.104,26717.0,26717.0,0.0,0.0,0.0
2011-04-01,1772.357,24855.0,24855.0,0.0,0.0,0.0
2011-05-01,1776.208,24909.0,24909.0,0.0,0.0,0.0
2011-06-01,1818.407,25501.0,25501.0,0.0,0.0,0.0
2011-07-01,2012.913,28229.0,28229.0,0.0,0.0,0.0
2011-08-01,1968.207,27602.0,27602.0,0.0,0.0,0.0
2011-09-01,1807.975,25355.0,25355.0,0.0,0.0,0.0
2011-10-01,1879.21,26354.0,26354.0,0.0,0.0,0.0
2011-11-01,2113.051,29633.0,29633.0,0.0,0.0,0.0
2011-12-01,2196.654,30805.0,30805.0,0.0,0.0,0.0
2012-01-01,1926.203,34941.0,34941.0,0.0,0.0,0.0
2012-02-01,1842.884,33429.0,33429.0,0.0,0.0,0.0
2012-03-01,1864.878,33828.0,33828.0,0.0,0.0,0.0
2012-04-01,1861.276,33763.0,33763.0,0.0,0.0,0.0
2012-05-01,1876.523,34039.0,34039.0,0.0,0.0,0.0
2012-06-01,1808.99,32814.0,32814.0,0.0,0.0,0.0
2012-07-01,1921.435,34854.0,34854.0,0.0,0.0,0.0
2012-08-01,1813.642,32899.0,32899.0,0.0,0.0,0.0
2012-09-01,1605.566,29124.0,29124.0,0.0,0.0,0.0
2012-10-01,1822.061,33052.0,33052.0,0.0,0.0,0.0
2012-11-01,2002.796,36330.0,36330.0,0.0,0.0,0.0
2012-12-01,2168.746,39340.0,39340.0,0.0,0.0,0.0
2013-01-01,2217.382,32566.0,32566.0,1244.611,14323.0,14323.0
2013-02-01,1969.568,28926.0,28926.0,1105.512,12722.0,12722.0
2013-03-01,2134.221,31344.0,31344.0,1197.931,13786.0,13786.0
2013-04-01,1995.571,29308.0,29308.0,1120.108,12890.0,12890.0
2013-05-01,2131.673,31307.0,31307.0,1196.501,13769.0,13769.0
2013-06-01,2032.338,29848.0,29848.0,1140.745,13128.0,13128.0
2013-07-01,2132.856,31324.0,31324.0,1197.165,13777.0,13777.0
2013-08-01,1957.151,28744.0,28744.0,1098.542,12642.0,12642.0
2013-09-01,1847.827,27138.0,27138.0,1037.179,11936.0,11936.0
2013-10-01,1993.305,29275.0,29275.0,1118.836,12875.0,12875.0
2013-11-01,2213.138,32503.0,32503.0,1242.227,14295.0,14295.0
2013-12-01,2359.97,34660.0,34660.0,1324.643,15244.0,15244.0
2014-01-01,2894.895,37961.0,37961.0,919.486,12026.0,12026.0
2014-02-01,2402.072,31498.0,31498.0,762.954,9978.0,9978.0
2014-03-01,2782.406,36485.0,36485.0,883.757,11558.0,11558.0
2014-04-01,2567.136,33662.0,33662.0,815.382,10664.0,10664.0
2014-05-01,2569.079,33688.0,33688.0,816.0,10672.0,10672.0
2014-06-01,2456.636,32213.0,32213.0,780.285,10205.0,10205.0
2014-07-01,2385.403,31279.0,31279.0,757.66,9909.0,9909.0
2014-08-01,2362.541,30979.0,30979.0,750.398,9814.0,9814.0
2014-09-01,2118.505,27779.0,27779.0,672.887,8801.0,8801.0
2014-10-01,2423.7,31781.0,31781.0,769.824,10068.0,10068.0
2014-11-01,2402.562,31504.0,31504.0,763.11,9981.0,9981.0
2014-12-01,2425.065,31799.0,31799.0,770.257,10074.0,10074.0
2015-01-01,1858.186,27470.0,27470.0,1030.554,19967.0,19967.0
2015-02-01,1624.596,24018.0,24018.0,901.005,17456.0,17456.0
2015-03-01,1769.727,26163.0,26163.0,981.495,19016.0,19016.0
2015-04-01,1775.651,26251.0,26251.0,984.78,19080.0,19080.0
2015-05-01,1745.447,25804.0,25804.0,968.029,18755.0,18755.0
2015-06-01,1675.163,24765.0,24765.0,929.049,18000.0,18000.0
2015-07-01,2008.673,29696.0,29696.0,1114.015,21583.0,21583.0
2015-08-01,1929.728,28529.0,28529.0,1070.232,20735.0,20735.0
2015-09-01,1768.293,26142.0,26142.0,980.699,19000.0,19000.0
2015-10-01,2030.829,30023.0,30023.0,1126.302,21821.0,21821.0
2015-11-01,2046.356,30253.0,30253.0,1134.914,21988.0,21988.0
2015-12-01,2147.351,31746.0,31746.0,1190.926,23073.0,23073.0
2016-01-01,1590.679,25284.0,25284.0,561.249,8962.0,8962.0
2016-02-01,1480.871,23539.0,23539.0,522.506,8344.0,8344.0
2016-03-01,1545.821,24572.0,24572.0,545.422,8710.0,8710.0
2016-04-01,1647.118,26182.0,26182.0,581.164,9280.0,9280.0
2016-05-01,1639.732,26064.0,26064.0,578.558,9239.0,9239.0
