measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,264.0,2795.0,2795.0
2003-03-01,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,509.0,5484.0,5484.0
2003-07-01,7705.0,82338.0,82338.0
2003-08-01,2648.0,28185.0,28185.0
2003-09-01,508.0,5345.0,5345.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,63.0,63.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,85.0,85.0
2004-08-01,0.0,0.0,0.0
2004-09-01,42.0,590.0,590.0
2004-10-01,558.0,5574.0,5574.0
2004-11-01,412.0,2962.0,2962.0
2004-12-01,267.0,2012.0,2012.0
2005-01-01,3804.0,43460.76,43460.76
2005-02-01,2936.0,26099.79,26099.79
2005-03-01,5554.0,57662.01,57662.01
2005-04-01,5140.0,54021.07,54021.07
2005-05-01,4505.0,47794.23,47794.23
2005-06-01,5403.0,57571.75,57571.75
2005-07-01,12400.0,133277.13,133277.13
2005-08-01,12508.0,133961.29,133961.29
2005-09-01,4064.0,43725.15,43725.15
2005-10-01,9853.0,112541.96,112541.96
2005-11-01,14844.0,167495.36,167495.36
2005-12-01,23855.0,267381.81,267381.81
2006-01-01,11460.0,136737.0,136737.0
2006-02-01,13202.0,141004.0,141004.0
2006-03-01,9306.0,100708.0,100708.0
2006-04-01,6414.0,76572.0,76572.0
2006-05-01,9233.0,105951.0,105951.0
2006-06-01,7848.0,89829.0,89829.0
2006-07-01,33955.0,387762.0,387762.0
2006-08-01,27490.0,316128.0,316128.0
2006-09-01,5337.0,65384.0,65384.0
2006-10-01,11502.0,135242.0,135242.0
